Tarih,TP_HUFE_GK18243
2018-03-01,109.84
2018-04-01,111.18
2018-05-01,113.01
2018-06-01,114.36
2018-07-01,114.4
2018-08-01,117.09
2018-09-01,114.26
2018-10-01,114.62
2018-11-01,115.61
2018-12-01,115.69
2019-01-01,132.98
2019-02-01,135.33
2019-03-01,135.11
2019-04-01,136.78
2019-05-01,137.17
2019-06-01,138.34
2019-07-01,138.4
2019-08-01,139.92
2019-09-01,139.43
2019-10-01,139.93
2019-11-01,137.64
2019-12-01,138.22
2020-01-01,152.44
2020-02-01,154.27
2020-03-01,155.25
2020-04-01,156.62
2020-05-01,158.95
2020-06-01,155.83
2020-07-01,158.99
2020-08-01,157.92
2020-09-01,156.51
2020-10-01,158.0
2020-11-01,157.8
2020-12-01,157.57
2021-01-01,179.53
2021-02-01,182.97
2021-03-01,182.19
2021-04-01,184.56
2021-05-01,191.74
2021-06-01,185.2
2021-07-01,192.96
2021-08-01,189.5
2021-09-01,186.16
2021-10-01,190.73
2021-11-01,188.72
2021-12-01,188.75
2022-01-01,253.47
2022-02-01,256.92
2022-03-01,255.94
2022-04-01,261.4
2022-05-01,266.8
2022-06-01,265.64
2022-07-01,318.98
2022-08-01,319.94
2022-09-01,339.99
2022-10-01,348.49
2022-11-01,351.1
2022-12-01,353.26
2023-01-01,517.86
2023-02-01,550.2
2023-03-01,544.93
2023-04-01,561.23
2023-05-01,581.09
2023-06-01,606.97
2023-07-01,760.44
2023-08-01,786.42
2023-09-01,793.41
2023-10-01,798.97
2023-11-01,791.02
2023-12-01,820.87
2024-01-01,1153.4
2024-02-01,1197.37
2024-03-01,1199.69
2024-04-01,1214.68
2024-05-01,1226.24
2024-06-01,1250.32
2024-07-01,1262.65
2024-08-01,1285.28
2024-09-01,1304.19
2024-10-01,1312.78
2024-11-01,1321.17
2024-12-01,1334.75
2025-01-01,1735.48
2025-02-01,1769.91
2025-03-01,1782.92
2025-04-01,1792.1
2025-05-01,1801.99
2025-06-01,1831.23
2025-07-01,1823.56
2025-08-01,1839.33
