Tarih,TP_HUFE_GK18239
2018-03-01,110.3
2018-04-01,111.89
2018-05-01,113.37
2018-06-01,113.36
2018-07-01,110.38
2018-08-01,115.71
2018-09-01,119.47
2018-10-01,119.6
2018-11-01,119.32
2018-12-01,118.64
2019-01-01,125.99
2019-02-01,127.97
2019-03-01,129.3
2019-04-01,130.63
2019-05-01,131.58
2019-06-01,131.72
2019-07-01,131.47
2019-08-01,131.67
2019-09-01,132.57
2019-10-01,133.36
2019-11-01,134.32
2019-12-01,134.6
2020-01-01,140.55
2020-02-01,143.8
2020-03-01,146.05
2020-04-01,145.32
2020-05-01,145.71
2020-06-01,145.46
2020-07-01,145.3
2020-08-01,146.53
2020-09-01,149.5
2020-10-01,153.51
2020-11-01,157.29
2020-12-01,160.17
2021-01-01,165.82
2021-02-01,168.93
2021-03-01,173.27
2021-04-01,170.54
2021-05-01,174.8
2021-06-01,175.6
2021-07-01,174.52
2021-08-01,174.75
2021-09-01,178.55
2021-10-01,186.05
2021-11-01,186.47
2021-12-01,197.08
2022-01-01,226.72
2022-02-01,233.95
2022-03-01,238.66
2022-04-01,247.93
2022-05-01,263.0
2022-06-01,268.05
2022-07-01,292.09
2022-08-01,299.91
2022-09-01,323.15
2022-10-01,340.65
2022-11-01,342.27
2022-12-01,353.03
2023-01-01,441.25
2023-02-01,462.71
2023-03-01,462.6
2023-04-01,491.03
2023-05-01,495.2
2023-06-01,517.6
2023-07-01,581.96
2023-08-01,594.64
2023-09-01,636.67
2023-10-01,666.87
2023-11-01,669.3
2023-12-01,685.45
2024-01-01,842.88
2024-02-01,877.15
2024-03-01,897.05
2024-04-01,932.26
2024-05-01,932.83
2024-06-01,955.43
2024-07-01,972.8
2024-08-01,994.89
2024-09-01,1041.14
2024-10-01,1063.87
2024-11-01,1077.48
2024-12-01,1077.21
2025-01-01,1251.23
2025-02-01,1298.29
2025-03-01,1316.71
2025-04-01,1349.54
2025-05-01,1370.32
2025-06-01,1383.13
2025-07-01,1389.71
2025-08-01,1428.35
