Tarih,TP_HUFE_GK18240
2018-03-01,110.25
2018-04-01,112.16
2018-05-01,110.13
2018-06-01,112.64
2018-07-01,113.79
2018-08-01,116.37
2018-09-01,115.11
2018-10-01,115.45
2018-11-01,113.7
2018-12-01,114.2
2019-01-01,123.26
2019-02-01,127.3
2019-03-01,130.64
2019-04-01,130.63
2019-05-01,132.65
2019-06-01,133.0
2019-07-01,132.55
2019-08-01,135.57
2019-09-01,131.88
2019-10-01,133.1
2019-11-01,132.42
2019-12-01,132.09
2020-01-01,143.49
2020-02-01,150.29
2020-03-01,146.77
2020-04-01,144.03
2020-05-01,143.25
2020-06-01,141.54
2020-07-01,149.23
2020-08-01,150.74
2020-09-01,148.31
2020-10-01,149.96
2020-11-01,144.07
2020-12-01,148.93
2021-01-01,163.24
2021-02-01,162.28
2021-03-01,162.02
2021-04-01,165.4
2021-05-01,174.3
2021-06-01,167.86
2021-07-01,180.66
2021-08-01,173.91
2021-09-01,171.61
2021-10-01,172.89
2021-11-01,169.28
2021-12-01,177.89
2022-01-01,226.04
2022-02-01,234.59
2022-03-01,233.76
2022-04-01,237.59
2022-05-01,250.65
2022-06-01,247.55
2022-07-01,342.2
2022-08-01,339.03
2022-09-01,341.04
2022-10-01,350.32
2022-11-01,337.79
2022-12-01,338.9
2023-01-01,476.33
2023-02-01,533.1
2023-03-01,521.78
2023-04-01,539.51
2023-05-01,552.74
2023-06-01,559.99
2023-07-01,643.92
2023-08-01,689.1
2023-09-01,678.43
2023-10-01,697.43
2023-11-01,691.98
2023-12-01,690.21
2024-01-01,937.18
2024-02-01,992.46
2024-03-01,1098.03
2024-04-01,1098.6
2024-05-01,1065.98
2024-06-01,1172.2
2024-07-01,1201.51
2024-08-01,1234.35
2024-09-01,1288.03
2024-10-01,1249.9
2024-11-01,1213.49
2024-12-01,1222.69
2025-01-01,1388.86
2025-02-01,1411.39
2025-03-01,1436.18
2025-04-01,1448.92
2025-05-01,1475.5
2025-06-01,1612.81
2025-07-01,1616.76
2025-08-01,1714.89
