Tarih,TP_HUFE_GK18203
2018-03-01,105.91
2018-04-01,117.71
2018-05-01,119.67
2018-06-01,134.06
2018-07-01,152.58
2018-08-01,183.6
2018-09-01,184.64
2018-10-01,166.22
2018-11-01,147.93
2018-12-01,143.16
2019-01-01,145.79
2019-02-01,135.86
2019-03-01,146.14
2019-04-01,172.2
2019-05-01,161.33
2019-06-01,180.24
2019-07-01,192.43
2019-08-01,204.36
2019-09-01,180.77
2019-10-01,174.7
2019-11-01,163.63
2019-12-01,162.37
2020-01-01,168.56
2020-02-01,151.83
2020-03-01,162.08
2020-04-01,175.93
2020-05-01,179.57
2020-06-01,226.53
2020-07-01,242.51
2020-08-01,254.43
2020-09-01,245.57
2020-10-01,252.1
2020-11-01,249.71
2020-12-01,270.65
2021-01-01,263.97
2021-02-01,248.91
2021-03-01,260.57
2021-04-01,285.7
2021-05-01,293.16
2021-06-01,340.93
2021-07-01,387.32
2021-08-01,425.91
2021-09-01,366.73
2021-10-01,357.57
2021-11-01,374.16
2021-12-01,452.01
2022-01-01,485.33
2022-02-01,483.14
2022-03-01,543.76
2022-04-01,595.33
2022-05-01,662.06
2022-06-01,776.38
2022-07-01,882.72
2022-08-01,1024.72
2022-09-01,967.74
2022-10-01,913.15
2022-11-01,874.58
2022-12-01,858.27
2023-01-01,862.73
2023-02-01,798.35
2023-03-01,824.03
2023-04-01,883.23
2023-05-01,897.62
2023-06-01,1056.42
2023-07-01,1266.46
2023-08-01,1412.33
2023-09-01,1334.91
2023-10-01,1293.7
2023-11-01,1244.97
2023-12-01,1250.4
2024-01-01,1277.25
2024-02-01,1226.86
2024-03-01,1273.1
2024-04-01,1425.5
2024-05-01,1447.24
2024-06-01,1545.46
2024-07-01,1593.71
2024-08-01,1821.3
2024-09-01,1670.93
2024-10-01,1596.14
2024-11-01,1531.31
2024-12-01,1532.25
2025-01-01,1521.99
2025-02-01,1422.32
2025-03-01,1440.59
2025-04-01,1702.09
2025-05-01,1735.5
2025-06-01,1790.11
2025-07-01,1866.94
2025-08-01,2118.51
