Tarih,TP_HUFE_GK378119437
2018-03-01,109.03
2018-04-01,111.14
2018-05-01,114.2
2018-06-01,116.04
2018-07-01,116.83
2018-08-01,121.81
2018-09-01,126.52
2018-10-01,123.41
2018-11-01,124.12
2018-12-01,123.61
2019-01-01,124.07
2019-02-01,128.51
2019-03-01,133.57
2019-04-01,133.89
2019-05-01,137.72
2019-06-01,138.22
2019-07-01,140.4
2019-08-01,140.93
2019-09-01,137.7
2019-10-01,139.16
2019-11-01,141.86
2019-12-01,142.88
2020-01-01,147.38
2020-02-01,157.44
2020-03-01,161.44
2020-04-01,159.83
2020-05-01,160.72
2020-06-01,159.31
2020-07-01,162.11
2020-08-01,165.85
2020-09-01,161.26
2020-10-01,160.61
2020-11-01,164.26
2020-12-01,167.18
2021-01-01,171.39
2021-02-01,178.28
2021-03-01,177.74
2021-04-01,181.58
2021-05-01,191.27
2021-06-01,187.82
2021-07-01,209.01
2021-08-01,192.93
2021-09-01,191.26
2021-10-01,199.81
2021-11-01,212.22
2021-12-01,213.73
2022-01-01,223.75
2022-02-01,229.85
2022-03-01,237.41
2022-04-01,251.0
2022-05-01,253.52
2022-06-01,234.31
2022-07-01,254.27
2022-08-01,310.96
2022-09-01,330.52
2022-10-01,398.57
2022-11-01,364.31
2022-12-01,367.95
2023-01-01,425.5
2023-02-01,415.36
2023-03-01,458.33
2023-04-01,456.35
2023-05-01,516.21
2023-06-01,478.28
2023-07-01,646.88
2023-08-01,627.26
2023-09-01,680.07
2023-10-01,720.97
2023-11-01,718.14
2023-12-01,734.45
2024-01-01,806.27
2024-02-01,737.91
2024-03-01,996.69
2024-04-01,1253.59
2024-05-01,1038.7
2024-06-01,952.47
2024-07-01,1456.1
2024-08-01,1038.36
2024-09-01,1082.53
2024-10-01,1255.93
2024-11-01,1258.0
2024-12-01,1261.56
2025-01-01,1450.49
2025-02-01,1503.71
2025-03-01,1600.97
2025-04-01,1650.21
2025-05-01,1643.98
2025-06-01,1707.24
2025-07-01,1668.07
2025-08-01,1723.97
