Tarih,TP_HUFE_GK18229
2018-03-01,107.74
2018-04-01,108.15
2018-05-01,110.59
2018-06-01,112.32
2018-07-01,110.87
2018-08-01,115.56
2018-09-01,120.96
2018-10-01,122.46
2018-11-01,121.69
2018-12-01,121.66
2019-01-01,123.06
2019-02-01,127.04
2019-03-01,129.95
2019-04-01,129.59
2019-05-01,132.45
2019-06-01,131.28
2019-07-01,130.6
2019-08-01,130.07
2019-09-01,131.64
2019-10-01,130.69
2019-11-01,137.45
2019-12-01,135.26
2020-01-01,137.09
2020-02-01,139.86
2020-03-01,143.45
2020-04-01,144.42
2020-05-01,146.49
2020-06-01,146.54
2020-07-01,149.49
2020-08-01,146.48
2020-09-01,161.23
2020-10-01,156.4
2020-11-01,163.06
2020-12-01,160.06
2021-01-01,160.45
2021-02-01,159.91
2021-03-01,165.82
2021-04-01,174.51
2021-05-01,177.04
2021-06-01,181.02
2021-07-01,179.01
2021-08-01,179.31
2021-09-01,184.07
2021-10-01,189.42
2021-11-01,205.47
2021-12-01,228.14
2022-01-01,250.49
2022-02-01,252.73
2022-03-01,265.56
2022-04-01,300.49
2022-05-01,307.47
2022-06-01,351.93
2022-07-01,368.43
2022-08-01,376.17
2022-09-01,382.8
2022-10-01,437.88
2022-11-01,441.0
2022-12-01,444.38
2023-01-01,498.49
2023-02-01,498.07
2023-03-01,511.04
2023-04-01,550.33
2023-05-01,568.27
2023-06-01,610.41
2023-07-01,671.96
2023-08-01,696.08
2023-09-01,714.27
2023-10-01,778.95
2023-11-01,797.96
2023-12-01,820.51
2024-01-01,1019.35
2024-02-01,1149.87
2024-03-01,1172.27
2024-04-01,1213.98
2024-05-01,1226.97
2024-06-01,1304.75
2024-07-01,1345.81
2024-08-01,1357.74
2024-09-01,1376.29
2024-10-01,1377.97
2024-11-01,1644.55
2024-12-01,1652.28
2025-01-01,1787.01
2025-02-01,1848.8
2025-03-01,1874.45
2025-04-01,1901.99
2025-05-01,1929.29
2025-06-01,1962.99
2025-07-01,1996.8
2025-08-01,2019.79
