Tarih,TP_HUFE_GK378328474
2018-03-01,108.31
2018-04-01,111.28
2018-05-01,113.48
2018-06-01,116.18
2018-07-01,118.59
2018-08-01,128.34
2018-09-01,133.62
2018-10-01,129.44
2018-11-01,125.21
2018-12-01,122.93
2019-01-01,128.85
2019-02-01,129.33
2019-03-01,131.43
2019-04-01,135.59
2019-05-01,136.23
2019-06-01,137.51
2019-07-01,138.07
2019-08-01,139.5
2019-09-01,137.78
2019-10-01,138.23
2019-11-01,137.5
2019-12-01,137.96
2020-01-01,142.38
2020-02-01,142.9
2020-03-01,144.68
2020-04-01,147.6
2020-05-01,149.55
2020-06-01,154.35
2020-07-01,157.94
2020-08-01,162.53
2020-09-01,163.65
2020-10-01,167.84
2020-11-01,169.81
2020-12-01,171.78
2021-01-01,175.61
2021-02-01,175.06
2021-03-01,180.5
2021-04-01,189.22
2021-05-01,194.29
2021-06-01,200.26
2021-07-01,207.01
2021-08-01,209.1
2021-09-01,205.54
2021-10-01,213.84
2021-11-01,229.37
2021-12-01,262.14
2022-01-01,299.57
2022-02-01,311.68
2022-03-01,326.55
2022-04-01,340.34
2022-05-01,362.26
2022-06-01,385.61
2022-07-01,417.74
2022-08-01,435.65
2022-09-01,443.74
2022-10-01,452.6
2022-11-01,455.31
2022-12-01,460.62
2023-01-01,529.07
2023-02-01,539.05
2023-03-01,546.65
2023-04-01,562.0
2023-05-01,567.78
2023-06-01,622.58
2023-07-01,710.38
2023-08-01,747.36
2023-09-01,756.4
2023-10-01,768.94
2023-11-01,775.79
2023-12-01,797.05
2024-01-01,921.11
2024-02-01,947.87
2024-03-01,976.47
2024-04-01,1010.2
2024-05-01,1007.66
2024-06-01,1047.3
2024-07-01,1069.6
2024-08-01,1111.19
2024-09-01,1122.02
2024-10-01,1128.75
2024-11-01,1131.4
2024-12-01,1135.87
2025-01-01,1228.96
2025-02-01,1252.33
2025-03-01,1277.3
2025-04-01,1333.33
2025-05-01,1351.18
2025-06-01,1410.43
2025-07-01,1438.81
2025-08-01,1481.34
