Tarih,TP_HUFE_GK18242
2018-03-01,110.19
2018-04-01,112.04
2018-05-01,113.5
2018-06-01,116.6
2018-07-01,116.54
2018-08-01,121.2
2018-09-01,120.88
2018-10-01,120.76
2018-11-01,118.4
2018-12-01,117.77
2019-01-01,130.71
2019-02-01,132.71
2019-03-01,133.44
2019-04-01,136.64
2019-05-01,137.45
2019-06-01,140.11
2019-07-01,139.01
2019-08-01,142.78
2019-09-01,141.03
2019-10-01,143.47
2019-11-01,142.19
2019-12-01,143.52
2020-01-01,152.57
2020-02-01,152.91
2020-03-01,153.53
2020-04-01,156.27
2020-05-01,159.62
2020-06-01,156.6
2020-07-01,161.34
2020-08-01,164.27
2020-09-01,164.03
2020-10-01,167.38
2020-11-01,165.64
2020-12-01,165.09
2021-01-01,182.88
2021-02-01,180.99
2021-03-01,182.86
2021-04-01,187.83
2021-05-01,193.17
2021-06-01,190.33
2021-07-01,199.04
2021-08-01,193.88
2021-09-01,192.55
2021-10-01,199.29
2021-11-01,201.33
2021-12-01,211.19
2022-01-01,264.12
2022-02-01,275.79
2022-03-01,282.86
2022-04-01,293.84
2022-05-01,303.03
2022-06-01,310.98
2022-07-01,361.66
2022-08-01,368.49
2022-09-01,375.03
2022-10-01,380.34
2022-11-01,375.8
2022-12-01,378.15
2023-01-01,513.16
2023-02-01,525.37
2023-03-01,539.18
2023-04-01,569.81
2023-05-01,556.41
2023-06-01,589.77
2023-07-01,705.76
2023-08-01,734.96
2023-09-01,731.47
2023-10-01,742.1
2023-11-01,745.03
2023-12-01,753.31
2024-01-01,1004.49
2024-02-01,1029.83
2024-03-01,1055.83
2024-04-01,1080.83
2024-05-01,1078.79
2024-06-01,1105.02
2024-07-01,1102.85
2024-08-01,1108.4
2024-09-01,1139.72
2024-10-01,1160.26
2024-11-01,1165.9
2024-12-01,1165.49
2025-01-01,1405.17
2025-02-01,1432.53
2025-03-01,1498.27
2025-04-01,1513.19
2025-05-01,1524.18
2025-06-01,1570.28
2025-07-01,1570.99
2025-08-01,1592.65
