Tarih,TP_HUFE_GK378115748
2018-03-01,109.56
2018-04-01,110.95
2018-05-01,112.3
2018-06-01,113.9
2018-07-01,114.34
2018-08-01,117.25
2018-09-01,114.65
2018-10-01,114.91
2018-11-01,116.0
2018-12-01,116.29
2019-01-01,132.94
2019-02-01,134.89
2019-03-01,135.18
2019-04-01,137.04
2019-05-01,136.79
2019-06-01,138.46
2019-07-01,138.72
2019-08-01,140.37
2019-09-01,139.93
2019-10-01,140.62
2019-11-01,138.26
2019-12-01,138.86
2020-01-01,151.68
2020-02-01,154.19
2020-03-01,157.28
2020-04-01,157.31
2020-05-01,158.84
2020-06-01,153.58
2020-07-01,157.08
2020-08-01,156.36
2020-09-01,155.79
2020-10-01,156.89
2020-11-01,156.69
2020-12-01,155.13
2021-01-01,177.77
2021-02-01,180.56
2021-03-01,179.83
2021-04-01,181.27
2021-05-01,187.47
2021-06-01,180.41
2021-07-01,190.87
2021-08-01,184.42
2021-09-01,182.5
2021-10-01,188.09
2021-11-01,185.86
2021-12-01,187.8
2022-01-01,248.27
2022-02-01,250.51
2022-03-01,249.59
2022-04-01,254.36
2022-05-01,261.2
2022-06-01,258.97
2022-07-01,311.56
2022-08-01,317.48
2022-09-01,335.39
2022-10-01,342.81
2022-11-01,345.12
2022-12-01,348.47
2023-01-01,505.09
2023-02-01,539.15
2023-03-01,531.41
2023-04-01,547.38
2023-05-01,567.26
2023-06-01,595.74
2023-07-01,739.4
2023-08-01,762.44
2023-09-01,771.38
2023-10-01,784.17
2023-11-01,776.98
2023-12-01,807.18
2024-01-01,1131.87
2024-02-01,1178.91
2024-03-01,1187.0
2024-04-01,1237.7
2024-05-01,1232.22
2024-06-01,1297.65
2024-07-01,1287.82
2024-08-01,1323.07
2024-09-01,1338.05
2024-10-01,1340.56
2024-11-01,1346.67
2024-12-01,1357.05
2025-01-01,1768.61
2025-02-01,1815.11
2025-03-01,1828.38
2025-04-01,1847.79
2025-05-01,1857.54
2025-06-01,1910.2
2025-07-01,1906.8
2025-08-01,1947.69
