Tarih,TP_HUFE_GK18228
2018-03-01,106.96
2018-04-01,107.45
2018-05-01,109.33
2018-06-01,110.94
2018-07-01,110.97
2018-08-01,114.94
2018-09-01,119.91
2018-10-01,120.4
2018-11-01,119.56
2018-12-01,119.54
2019-01-01,122.08
2019-02-01,125.35
2019-03-01,127.93
2019-04-01,128.02
2019-05-01,130.47
2019-06-01,129.66
2019-07-01,129.2
2019-08-01,129.01
2019-09-01,130.09
2019-10-01,129.33
2019-11-01,134.54
2019-12-01,133.2
2020-01-01,135.51
2020-02-01,138.56
2020-03-01,141.23
2020-04-01,142.62
2020-05-01,144.39
2020-06-01,143.85
2020-07-01,147.02
2020-08-01,145.38
2020-09-01,157.4
2020-10-01,153.92
2020-11-01,158.92
2020-12-01,157.62
2021-01-01,158.11
2021-02-01,157.51
2021-03-01,161.72
2021-04-01,168.51
2021-05-01,170.15
2021-06-01,173.28
2021-07-01,172.23
2021-08-01,172.3
2021-09-01,176.66
2021-10-01,180.95
2021-11-01,193.55
2021-12-01,217.78
2022-01-01,243.46
2022-02-01,242.89
2022-03-01,251.95
2022-04-01,276.15
2022-05-01,280.77
2022-06-01,312.14
2022-07-01,323.85
2022-08-01,330.69
2022-09-01,338.12
2022-10-01,376.9
2022-11-01,379.15
2022-12-01,383.2
2023-01-01,464.7
2023-02-01,470.86
2023-03-01,480.66
2023-04-01,503.78
2023-05-01,514.93
2023-06-01,545.18
2023-07-01,585.72
2023-08-01,605.01
2023-09-01,620.84
2023-10-01,663.04
2023-11-01,675.93
2023-12-01,689.67
2024-01-01,932.38
2024-02-01,1020.57
2024-03-01,1056.91
2024-04-01,1084.0
2024-05-01,1092.8
2024-06-01,1144.39
2024-07-01,1171.9
2024-08-01,1186.02
2024-09-01,1202.43
2024-10-01,1204.8
2024-11-01,1384.43
2024-12-01,1386.88
2025-01-01,1551.88
2025-02-01,1602.99
2025-03-01,1613.76
2025-04-01,1636.16
2025-05-01,1653.52
2025-06-01,1679.09
2025-07-01,1701.36
2025-08-01,1748.64
