Tarih,TP_HUFE_GK18244
2018-03-01,105.29
2018-04-01,106.51
2018-05-01,107.01
2018-06-01,109.93
2018-07-01,109.28
2018-08-01,111.22
2018-09-01,113.66
2018-10-01,112.59
2018-11-01,111.89
2018-12-01,112.66
2019-01-01,116.3
2019-02-01,117.88
2019-03-01,118.68
2019-04-01,120.62
2019-05-01,121.47
2019-06-01,121.62
2019-07-01,120.62
2019-08-01,120.45
2019-09-01,122.44
2019-10-01,123.74
2019-11-01,124.86
2019-12-01,126.1
2020-01-01,126.55
2020-02-01,131.22
2020-03-01,131.98
2020-04-01,133.58
2020-05-01,134.74
2020-06-01,133.46
2020-07-01,136.16
2020-08-01,137.56
2020-09-01,137.17
2020-10-01,138.93
2020-11-01,141.07
2020-12-01,142.44
2021-01-01,146.65
2021-02-01,154.33
2021-03-01,152.96
2021-04-01,148.78
2021-05-01,149.06
2021-06-01,145.32
2021-07-01,146.05
2021-08-01,147.0
2021-09-01,149.26
2021-10-01,151.22
2021-11-01,154.94
2021-12-01,164.27
2022-01-01,187.88
2022-02-01,195.18
2022-03-01,205.32
2022-04-01,215.52
2022-05-01,220.13
2022-06-01,236.93
2022-07-01,260.07
2022-08-01,276.7
2022-09-01,281.34
2022-10-01,296.45
2022-11-01,301.26
2022-12-01,311.17
2023-01-01,383.92
2023-02-01,382.4
2023-03-01,405.55
2023-04-01,436.51
2023-05-01,426.95
2023-06-01,471.25
2023-07-01,520.42
2023-08-01,562.53
2023-09-01,584.61
2023-10-01,599.16
2023-11-01,618.86
2023-12-01,626.07
2024-01-01,776.05
2024-02-01,819.83
2024-03-01,844.78
2024-04-01,862.05
2024-05-01,883.61
2024-06-01,890.3
2024-07-01,920.19
2024-08-01,934.12
2024-09-01,964.57
2024-10-01,1017.44
2024-11-01,1057.69
2024-12-01,1054.61
2025-01-01,1286.85
2025-02-01,1323.34
2025-03-01,1312.82
2025-04-01,1403.15
2025-05-01,1434.4
2025-06-01,1442.43
2025-07-01,1463.39
2025-08-01,1454.82
