Tarih,TP_HUFE_GK18197
2018-03-01,109.41
2018-04-01,112.67
2018-05-01,116.06
2018-06-01,119.71
2018-07-01,123.79
2018-08-01,135.45
2018-09-01,143.23
2018-10-01,137.51
2018-11-01,131.63
2018-12-01,130.9
2019-01-01,134.52
2019-02-01,132.93
2019-03-01,136.38
2019-04-01,141.79
2019-05-01,144.34
2019-06-01,145.47
2019-07-01,146.52
2019-08-01,147.83
2019-09-01,147.15
2019-10-01,147.95
2019-11-01,146.76
2019-12-01,147.91
2020-01-01,151.94
2020-02-01,152.44
2020-03-01,156.11
2020-04-01,161.22
2020-05-01,164.71
2020-06-01,170.65
2020-07-01,174.32
2020-08-01,180.66
2020-09-01,182.4
2020-10-01,187.43
2020-11-01,190.0
2020-12-01,193.59
2021-01-01,194.81
2021-02-01,192.76
2021-03-01,202.53
2021-04-01,215.92
2021-05-01,225.63
2021-06-01,235.14
2021-07-01,242.84
2021-08-01,247.19
2021-09-01,242.08
2021-10-01,252.73
2021-11-01,278.4
2021-12-01,330.64
2022-01-01,370.76
2022-02-01,388.32
2022-03-01,420.4
2022-04-01,439.96
2022-05-01,472.67
2022-06-01,515.71
2022-07-01,537.35
2022-08-01,569.07
2022-09-01,582.38
2022-10-01,587.22
2022-11-01,589.39
2022-12-01,595.73
2023-01-01,672.2
2023-02-01,669.97
2023-03-01,681.28
2023-04-01,690.28
2023-05-01,697.55
2023-06-01,769.12
2023-07-01,871.18
2023-08-01,926.46
2023-09-01,947.27
2023-10-01,962.48
2023-11-01,972.58
2023-12-01,1025.91
2024-01-01,1161.87
2024-02-01,1182.46
2024-03-01,1216.26
2024-04-01,1257.01
2024-05-01,1273.28
2024-06-01,1330.71
2024-07-01,1363.51
2024-08-01,1421.6
2024-09-01,1447.0
2024-10-01,1438.5
2024-11-01,1430.67
2024-12-01,1439.38
2025-01-01,1522.21
2025-02-01,1548.23
2025-03-01,1582.23
2025-04-01,1650.26
2025-05-01,1672.19
2025-06-01,1746.39
2025-07-01,1798.27
2025-08-01,1832.54
