Tarih,TP_HUFE_GK378119438
2018-03-01,109.95
2018-04-01,110.66
2018-05-01,110.74
2018-06-01,113.0
2018-07-01,114.99
2018-08-01,117.0
2018-09-01,122.72
2018-10-01,121.98
2018-11-01,120.39
2018-12-01,118.17
2019-01-01,124.61
2019-02-01,124.69
2019-03-01,125.71
2019-04-01,125.07
2019-05-01,125.3
2019-06-01,126.18
2019-07-01,126.89
2019-08-01,127.24
2019-09-01,127.27
2019-10-01,127.33
2019-11-01,128.62
2019-12-01,130.02
2020-01-01,133.73
2020-02-01,133.76
2020-03-01,134.29
2020-04-01,134.84
2020-05-01,135.02
2020-06-01,135.58
2020-07-01,135.89
2020-08-01,136.88
2020-09-01,137.62
2020-10-01,138.16
2020-11-01,138.39
2020-12-01,140.8
2021-01-01,150.79
2021-02-01,151.01
2021-03-01,156.38
2021-04-01,156.63
2021-05-01,158.12
2021-06-01,159.94
2021-07-01,161.33
2021-08-01,161.75
2021-09-01,162.41
2021-10-01,164.3
2021-11-01,169.84
2021-12-01,176.14
2022-01-01,216.7
2022-02-01,217.42
2022-03-01,237.37
2022-04-01,238.31
2022-05-01,249.67
2022-06-01,266.39
2022-07-01,293.18
2022-08-01,330.3
2022-09-01,337.34
2022-10-01,340.93
2022-11-01,345.26
2022-12-01,359.27
2023-01-01,462.3
2023-02-01,466.67
2023-03-01,473.37
2023-04-01,491.91
2023-05-01,507.72
2023-06-01,543.98
2023-07-01,627.54
2023-08-01,651.26
2023-09-01,671.69
2023-10-01,699.97
2023-11-01,731.88
2023-12-01,740.36
2024-01-01,957.86
2024-02-01,966.63
2024-03-01,974.69
2024-04-01,986.93
2024-05-01,994.45
2024-06-01,1025.33
2024-07-01,1092.29
2024-08-01,1126.17
2024-09-01,1133.27
2024-10-01,1148.71
2024-11-01,1156.13
2024-12-01,1209.14
2025-01-01,1568.1
2025-02-01,1580.54
2025-03-01,1599.1
2025-04-01,1606.93
2025-05-01,1622.74
2025-06-01,1646.15
2025-07-01,1688.82
2025-08-01,1760.57
