Tarih,TP_DT_IT_FIY_D17_2010
2016-03-01,92.347352879
2016-04-01,101.6156513091
2016-05-01,100.7349567822
2016-06-01,102.4232252567
2016-07-01,99.9050779521
2016-08-01,107.0393347366
2016-09-01,104.4635255766
2016-10-01,100.8281940786
2016-11-01,98.4982017816
2016-12-01,88.2066436555
2017-01-01,94.8284170867
2017-02-01,82.3019946632
2017-03-01,86.9174159724
2017-04-01,87.051323133
2017-05-01,93.6333750173
2017-06-01,110.090216818
2017-07-01,94.5580642012
2017-08-01,101.5906344495
2017-09-01,104.2244195942
2017-10-01,103.0680821819
2017-11-01,100.3670588546
2017-12-01,90.2811224524
2018-01-01,85.5743349964
2018-02-01,101.1933850657
2018-03-01,101.3411916949
2018-04-01,102.3611406396
2018-05-01,93.2602679598
2018-06-01,93.3893164095
2018-07-01,87.4241185463
2018-08-01,87.8384639727
2018-09-01,74.9906668239
2018-10-01,88.3015616413
2018-11-01,84.5171223409
2018-12-01,84.7216944198
2019-01-01,95.3054753059
2019-02-01,98.8449865983
2019-03-01,119.3996575604
2019-04-01,100.9262329814
2019-05-01,100.5589716934
2019-06-01,104.0129346111
2019-07-01,104.8901671143
2019-08-01,101.4136259993
2019-09-01,102.5110868958
2019-10-01,98.0790248654
2019-11-01,101.3193031322
2019-12-01,90.6214984181
2020-01-01,112.0058263577
2020-02-01,94.8680398516
2020-03-01,98.8233862989
2020-04-01,88.2890232783
2020-05-01,83.8346118112
2020-06-01,84.6565604959
2020-07-01,84.6160218649
2020-08-01,86.2607555296
2020-09-01,93.4302306959
2020-10-01,84.2353732038
2020-11-01,105.2089540301
2020-12-01,93.8157141744
2021-01-01,85.6201238767
2021-02-01,85.5384734681
2021-03-01,82.0359194159
2021-04-01,92.133509549
2021-05-01,99.1132573224
2021-06-01,97.8914026161
2021-07-01,105.0082632403
2021-08-01,116.0269890813
2021-09-01,106.9544061874
2021-10-01,115.7994822372
2021-11-01,103.8880778264
2021-12-01,99.7856956754
2022-01-01,82.5120909575
2022-02-01,104.0962610525
2022-03-01,102.8625713589
2022-04-01,100.4869877553
2022-05-01,101.9182248255
2022-06-01,106.7788767911
2022-07-01,100.4514980176
2022-08-01,103.9516476811
2022-09-01,110.8801800289
2022-10-01,108.681028815
2022-11-01,113.0146179911
2022-12-01,110.6990097277
2023-01-01,124.2386098902
2023-02-01,115.8996484498
2023-03-01,121.7000821183
2023-04-01,109.6616175629
2023-05-01,117.6240838159
2023-06-01,115.8458679366
2023-07-01,98.6232169792
2023-08-01,100.6965213382
2023-09-01,103.1178279432
2023-10-01,96.7217310245
2023-11-01,102.9221278713
2023-12-01,114.6611458126
2024-01-01,103.5698008443
2024-02-01,107.0186129739
2024-03-01,111.0754063005
2024-04-01,102.9295758711
2024-05-01,103.0686658383
2024-06-01,114.5788676173
2024-07-01,101.6154455611
2024-08-01,108.8263574721
2024-09-01,118.9604048294
2024-10-01,118.2973658565
2024-11-01,115.3317454416
2024-12-01,107.5717865813
2025-01-01,111.4963347858
2025-02-01,113.1584249092
2025-03-01,112.5762902312
2025-04-01,113.4703783488
2025-05-01,118.5137123078
2025-06-01,113.5029469993
2025-07-01,120.6989932512
2025-08-01,121.6367654131
