Tarih,TP_DT_IT_FIY_D10_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,125.3726711754
2013-02-01,124.4670266278
2013-03-01,126.5719389791
2013-04-01,120.2807119126
2013-05-01,118.9120873002
2013-06-01,118.5675165788
2013-07-01,116.1805957295
2013-08-01,120.0401563419
2013-09-01,114.9915174728
2013-10-01,112.5551650567
2013-11-01,112.8523281284
2013-12-01,116.7436203532
2014-01-01,117.4069047741
2014-02-01,114.6534907142
2014-03-01,118.1405808828
2014-04-01,121.4385705815
2014-05-01,120.2403209348
2014-06-01,125.7899201739
2014-07-01,116.911649882
2014-08-01,113.6027061141
2014-09-01,111.7965523771
2014-10-01,106.932575898
2014-11-01,107.2503409613
2014-12-01,107.4119000948
2015-01-01,110.5693830132
2015-02-01,106.9849183313
2015-03-01,107.7251601121
2015-04-01,102.3537909131
2015-05-01,100.483464188
2015-06-01,101.6284151572
2015-07-01,98.9622618411
2015-08-01,100.0114561725
2015-09-01,94.5958113189
2015-10-01,90.4285115242
2015-11-01,93.4364701845
2015-12-01,92.8203572438
2016-01-01,88.9946404044
2016-02-01,90.6677336903
