Tarih,TP_DT_IT_FIY_D19_2010
2016-03-01,95.280511493
2016-04-01,96.8609883547
2016-05-01,94.977412501
2016-06-01,95.6316316519
2016-07-01,95.7141067264
2016-08-01,96.1675224085
2016-09-01,95.0545128163
2016-10-01,96.639310325
2016-11-01,98.1852895207
2016-12-01,96.0081539661
2017-01-01,94.8247055299
2017-02-01,94.7142034992
2017-03-01,95.13201759
2017-04-01,97.9170067696
2017-05-01,97.8767025235
2017-06-01,99.6740343434
2017-07-01,96.5368315081
2017-08-01,98.7623388682
2017-09-01,102.4470062352
2017-10-01,100.3528062012
2017-11-01,101.6267120918
2017-12-01,101.2115056244
2018-01-01,99.4061060682
2018-02-01,101.4951220178
2018-03-01,101.7150463105
2018-04-01,100.8342770165
2018-05-01,98.1455483008
2018-06-01,96.1084875996
2018-07-01,97.5510573234
2018-08-01,96.5674008669
2018-09-01,90.7517005323
2018-10-01,91.0921964407
2018-11-01,92.1726717883
2018-12-01,92.5827120505
2019-01-01,91.0060240619
2019-02-01,89.4325133987
2019-03-01,88.5143903184
2019-04-01,88.9680338799
2019-05-01,86.9671193826
2019-06-01,89.4145335114
2019-07-01,92.27536178
2019-08-01,93.0220789271
2019-09-01,91.7912563698
2019-10-01,92.5230036266
2019-11-01,90.7415398064
2019-12-01,94.9934672642
2020-01-01,91.6096641846
2020-02-01,92.46358398
2020-03-01,94.1321570735
2020-04-01,91.571312076
2020-05-01,89.4501926572
2020-06-01,92.6468848735
2020-07-01,91.8114645918
2020-08-01,94.5552425626
2020-09-01,90.1197886527
2020-10-01,93.7148914713
2020-11-01,97.0997046392
2020-12-01,96.32397888
2021-01-01,92.3467558581
2021-02-01,99.3667352214
2021-03-01,101.6423563417
2021-04-01,95.8374012871
2021-05-01,95.4466890314
2021-06-01,100.0795275667
2021-07-01,99.7613030635
2021-08-01,101.8262676883
2021-09-01,99.6996717377
2021-10-01,99.5806170996
2021-11-01,98.0567336206
2021-12-01,95.100071191
2022-01-01,93.2580624286
2022-02-01,97.561766726
2022-03-01,98.6483489347
2022-04-01,100.4299216346
2022-05-01,100.3860831508
2022-06-01,103.150416682
2022-07-01,104.4446965152
2022-08-01,106.4244403439
2022-09-01,105.9153780586
2022-10-01,106.5810060347
2022-11-01,107.0941884839
2022-12-01,112.8069779685
2023-01-01,108.2344413505
2023-02-01,112.6423067185
2023-03-01,112.2013403583
2023-04-01,107.5572775423
2023-05-01,113.8037281153
2023-06-01,111.041784652
2023-07-01,111.011117329
2023-08-01,115.2598621044
2023-09-01,107.2923343738
2023-10-01,113.2464644948
2023-11-01,109.7657420791
2023-12-01,117.0390025903
2024-01-01,117.0250810707
2024-02-01,138.7468570681
2024-03-01,120.9572738882
2024-04-01,118.4619896492
2024-05-01,120.0790705784
2024-06-01,120.241687941
2024-07-01,126.2377015145
2024-08-01,126.3173135887
2024-09-01,126.2563047679
2024-10-01,128.7863961787
2024-11-01,119.7342150909
2024-12-01,122.6759616887
2025-01-01,125.4031371695
2025-02-01,128.0006172241
2025-03-01,130.7603276861
2025-04-01,125.6613550808
2025-05-01,129.3054242586
2025-06-01,135.4275209803
2025-07-01,139.1818285837
2025-08-01,141.5795586478
