Tarih,TP_DT_IT_FIY_D19_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,117.7572238982
2013-02-01,116.8142162948
2013-03-01,113.6778815901
2013-04-01,113.5992294566
2013-05-01,117.0855945365
2013-06-01,119.4994760079
2013-07-01,120.8186514716
2013-08-01,112.8786829397
2013-09-01,117.8870952983
2013-10-01,115.9588657898
2013-11-01,115.5595368573
2013-12-01,120.5131228892
2014-01-01,112.5084733944
2014-02-01,114.1167312764
2014-03-01,113.3822726931
2014-04-01,116.2084078486
2014-05-01,125.0529598642
2014-06-01,116.9164387986
2014-07-01,119.3764164053
2014-08-01,118.7862590906
2014-09-01,115.9468120737
2014-10-01,111.732962582
2014-11-01,111.3511801178
2014-12-01,118.2713346343
2015-01-01,106.6080722386
2015-02-01,102.717687703
2015-03-01,101.2878544005
2015-04-01,100.2419196939
2015-05-01,100.2612881195
2015-06-01,102.1013016051
2015-07-01,99.2551153988
2015-08-01,96.6338453579
2015-09-01,98.7602712973
2015-10-01,97.8818509809
2015-11-01,100.2528259968
2015-12-01,93.9979672077
2016-01-01,94.6650792514
2016-02-01,95.4649728486
