Tarih,TP_DT_IT_FIY_D11_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,115.7900826326
2013-02-01,120.4733931896
2013-03-01,120.9484676689
2013-04-01,115.8733558078
2013-05-01,118.4116294233
2013-06-01,118.6424976299
2013-07-01,116.5634950765
2013-08-01,115.5429426999
2013-09-01,109.4206433699
2013-10-01,112.4821101545
2013-11-01,115.8703652344
2013-12-01,116.7761108847
2014-01-01,117.5680588146
2014-02-01,116.1801172577
2014-03-01,116.5352437472
2014-04-01,113.4791446353
2014-05-01,118.5324875093
2014-06-01,115.1690077219
2014-07-01,121.7112516311
2014-08-01,118.9439532073
2014-09-01,117.5872465767
2014-10-01,114.7750540392
2014-11-01,113.5624523908
2014-12-01,109.7605202718
2015-01-01,101.3501244826
2015-02-01,102.5372173858
2015-03-01,100.308755363
2015-04-01,104.5264087088
2015-05-01,95.1205292861
2015-06-01,105.0519923864
2015-07-01,100.365274967
2015-08-01,100.0691303914
2015-09-01,98.6759393875
2015-10-01,94.7939743737
2015-11-01,98.3936434084
2015-12-01,98.8070098594
2016-01-01,100.4068564624
2016-02-01,94.7231586477
