Tarih,TP_DT_IT_FIY_D11_2010
2016-03-01,94.4788255272
2016-04-01,94.2728864469
2016-05-01,100.401481363
2016-06-01,104.8975262243
2016-07-01,98.4590587507
2016-08-01,95.7458052315
2016-09-01,95.8484962924
2016-10-01,104.0992440787
2016-11-01,100.3732396158
2016-12-01,99.2907629361
2017-01-01,89.3477920491
2017-02-01,89.9220380311
2017-03-01,94.6395864478
2017-04-01,86.59285764
2017-05-01,91.477149475
2017-06-01,90.2697603312
2017-07-01,94.0907892872
2017-08-01,87.3215360759
2017-09-01,88.1979631439
2017-10-01,93.485128854
2017-11-01,87.5681856724
2017-12-01,86.7663379283
2018-01-01,89.273199453
2018-02-01,86.2673465749
2018-03-01,87.7806398602
2018-04-01,86.5927471979
2018-05-01,86.5017339736
2018-06-01,84.9735073964
2018-07-01,83.9725586855
2018-08-01,83.7194713527
2018-09-01,80.2906255102
2018-10-01,78.2196356461
2018-11-01,79.4981621283
2018-12-01,75.0895917431
2019-01-01,76.918587811
2019-02-01,78.9220366694
2019-03-01,76.8044946564
2019-04-01,78.1428532327
2019-05-01,78.749811713
2019-06-01,79.0216689465
2019-07-01,77.2286613445
2019-08-01,77.6677520426
2019-09-01,77.5224193523
2019-10-01,77.8601340249
2019-11-01,77.9090451759
2019-12-01,77.3878433349
2020-01-01,82.2494951588
2020-02-01,83.7547918079
2020-03-01,83.2607642158
2020-04-01,82.2081084076
2020-05-01,80.7534271235
2020-06-01,81.0276707256
2020-07-01,81.7440164168
2020-08-01,82.2965888314
2020-09-01,85.2372639244
2020-10-01,87.9290822382
2020-11-01,91.4764678718
2020-12-01,97.2307644687
2021-01-01,102.9235852886
2021-02-01,112.9977041686
2021-03-01,115.9558315076
2021-04-01,123.9597749537
2021-05-01,119.1943305044
2021-06-01,125.8997862191
2021-07-01,122.9657930949
2021-08-01,114.5390394102
2021-09-01,119.0621407599
2021-10-01,119.2925494011
2021-11-01,128.2736324443
2021-12-01,133.4473622421
2022-01-01,133.0179973008
2022-02-01,131.6794641667
2022-03-01,132.5023593414
2022-04-01,148.1557517842
2022-05-01,157.2839987549
2022-06-01,163.3217165312
2022-07-01,156.4432648019
2022-08-01,145.0341141693
2022-09-01,132.8758270723
2022-10-01,127.8000051347
2022-11-01,122.2825995259
2022-12-01,125.3462170492
2023-01-01,124.8400136794
2023-02-01,124.1698727034
2023-03-01,121.3744855611
2023-04-01,112.4460657906
2023-05-01,105.6786336178
2023-06-01,106.7723253568
2023-07-01,100.3692751739
2023-08-01,107.6054114432
2023-09-01,105.9812750069
2023-10-01,100.1410901797
2023-11-01,99.7943736963
2023-12-01,101.1202421025
2024-01-01,103.3112238496
2024-02-01,102.4546328205
2024-03-01,103.1354047383
2024-04-01,102.7183680732
2024-05-01,106.7639619573
2024-06-01,114.149466305
2024-07-01,128.4221415164
2024-08-01,127.1000006813
2024-09-01,125.7510912428
2024-10-01,132.2849491497
2024-11-01,131.193263187
2024-12-01,132.4752119678
2025-01-01,140.008384895
2025-02-01,139.2192927546
2025-03-01,144.1623315382
2025-04-01,144.7013852978
2025-05-01,148.0228929907
2025-06-01,145.4361541495
2025-07-01,144.8305867961
2025-08-01,148.9160881605
