Tarih,TP_DT_IT_FIY_D13_2010
2016-03-01,97.743286891
2016-04-01,101.3937313106
2016-05-01,100.6381727616
2016-06-01,100.222708904
2016-07-01,97.8008304668
2016-08-01,100.8588188324
2016-09-01,100.5119410566
2016-10-01,98.7770951272
2016-11-01,97.7478481283
2016-12-01,94.0309446772
2017-01-01,93.5568550606
2017-02-01,91.0159595326
2017-03-01,92.8481029549
2017-04-01,92.5380814382
2017-05-01,96.0981547081
2017-06-01,100.1275627651
2017-07-01,98.5287006009
2017-08-01,101.4696041972
2017-09-01,104.2575878159
2017-10-01,99.5402180832
2017-11-01,100.8127214597
2017-12-01,99.9561213885
2018-01-01,98.433609252
2018-02-01,103.8608623836
2018-03-01,102.9278739157
2018-04-01,103.1876949294
2018-05-01,98.7772349287
2018-06-01,98.9436401903
2018-07-01,95.1236461004
2018-08-01,92.454172591
2018-09-01,89.4225802344
2018-10-01,94.9175171619
2018-11-01,93.0696085875
2018-12-01,95.7147035028
2019-01-01,99.080371056
2019-02-01,97.8338006682
2019-03-01,102.772550531
2019-04-01,98.6014030116
2019-05-01,97.2202947219
2019-06-01,98.1519831659
2019-07-01,100.7649068811
2019-08-01,99.3617360607
2019-09-01,99.9232131815
2019-10-01,99.4466308812
2019-11-01,97.8114932637
2019-12-01,96.8814262929
2020-01-01,101.5251174848
2020-02-01,96.8224813329
2020-03-01,100.258262917
2020-04-01,94.1429026187
2020-05-01,92.6247957808
2020-06-01,96.1516955419
2020-07-01,97.6952869043
2020-08-01,97.789591262
2020-09-01,101.0963555795
2020-10-01,99.130732708
2020-11-01,107.4988007423
2020-12-01,103.9353449524
2021-01-01,100.8833533913
2021-02-01,100.9682173601
2021-03-01,103.2228510549
2021-04-01,104.6389258934
2021-05-01,104.8379034548
2021-06-01,104.6397689036
2021-07-01,108.9297254081
2021-08-01,111.9684932564
2021-09-01,109.1625135492
2021-10-01,108.384437498
2021-11-01,106.2108796626
2021-12-01,104.7957019202
2022-01-01,99.8744094695
2022-02-01,175.9501818167
2022-03-01,109.1194642897
2022-04-01,157.3091728788
2022-05-01,108.6974946291
2022-06-01,110.8491927362
2022-07-01,110.6677655589
2022-08-01,109.4678749441
2022-09-01,112.2915098615
2022-10-01,128.1227983488
2022-11-01,115.8977168303
2022-12-01,116.9929614613
2023-01-01,120.3009543317
2023-02-01,121.645404612
2023-03-01,123.1796352413
2023-04-01,121.9971190692
2023-05-01,121.9936115988
2023-06-01,116.5080803516
2023-07-01,113.7668292371
2023-08-01,116.7565047164
2023-09-01,115.907926463
2023-10-01,114.8015575764
2023-11-01,118.1049018789
2023-12-01,120.3977555369
2024-01-01,119.8226958106
2024-02-01,120.9439780888
2024-03-01,121.5831145591
2024-04-01,124.2802379646
2024-05-01,123.7942205273
2024-06-01,118.5727373602
2024-07-01,116.1478488771
2024-08-01,120.6594375907
2024-09-01,124.6239361546
2024-10-01,123.4368893832
2024-11-01,124.787051807
2024-12-01,118.3879863664
2025-01-01,116.482678837
2025-02-01,121.1052041152
2025-03-01,121.4267937608
2025-04-01,125.0520732921
2025-05-01,128.5008449637
2025-06-01,123.6898853397
2025-07-01,124.0569708352
2025-08-01,124.7155800927
