Tarih,TP_DT_IT_FIY_D13_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,109.9448944991
2013-02-01,110.8602086182
2013-03-01,109.2007825993
2013-04-01,112.0427499729
2013-05-01,110.5954746103
2013-06-01,110.9206227839
2013-07-01,109.1648388719
2013-08-01,108.1943756011
2013-09-01,109.8087227652
2013-10-01,113.4195515849
2013-11-01,110.8649535512
2013-12-01,109.0774878233
2014-01-01,110.8811426564
2014-02-01,110.1284399219
2014-03-01,113.903051567
2014-04-01,118.7008977272
2014-05-01,113.9767671056
2014-06-01,112.8993525597
2014-07-01,116.0614202741
2014-08-01,113.410131136
2014-09-01,111.2437660364
2014-10-01,107.8225094205
2014-11-01,106.5410763487
2014-12-01,109.3496263379
2015-01-01,102.7158861546
2015-02-01,103.3428468215
2015-03-01,99.4150377898
2015-04-01,98.8861590317
2015-05-01,100.1380369488
2015-06-01,100.6770966997
2015-07-01,100.2390440564
2015-08-01,99.6102894658
2015-09-01,96.9193981564
2015-10-01,98.7485573021
2015-11-01,100.3484286975
2015-12-01,98.9592188757
2016-01-01,94.1148029701
2016-02-01,98.4371920981
