Tarih,TP_DT_IT_FIY_D05_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,137.1772921144
2013-02-01,138.7541513124
2013-03-01,140.4964074145
2013-04-01,140.2082809124
2013-05-01,139.3810007656
2013-06-01,138.5007758205
2013-07-01,131.4851113433
2013-08-01,131.2083669123
2013-09-01,133.091403775
2013-10-01,134.666065118
2013-11-01,134.7957044086
2013-12-01,134.6931970548
2014-01-01,135.9786530691
2014-02-01,137.6940105791
2014-03-01,135.9305012477
2014-04-01,133.3026822151
2014-05-01,133.4829420899
2014-06-01,135.3662375278
2014-07-01,134.4909557872
2014-08-01,132.6408716178
2014-09-01,132.4187796059
2014-10-01,127.2133374826
2014-11-01,123.2468096332
2014-12-01,115.9208255872
2015-01-01,115.1204488576
2015-02-01,113.2947190585
2015-03-01,110.7600254817
2015-04-01,99.8486427951
2015-05-01,101.6051561272
2015-06-01,101.186144397
2015-07-01,101.8672325795
2015-08-01,99.2276407356
2015-09-01,93.3710369942
2015-10-01,91.2602707292
2015-11-01,88.9395056268
2015-12-01,83.5191766175
2016-01-01,82.989792769
2016-02-01,82.0179599822
