Tarih,TP_DT_IT_FIY_D05_2010
2016-03-01,81.7364852651
2016-04-01,81.4488101153
2016-05-01,88.095315469
2016-06-01,94.8902849474
2016-07-01,94.9588301765
2016-08-01,88.8135998732
2016-09-01,87.3254145345
2016-10-01,89.1965103033
2016-11-01,89.1735734386
2016-12-01,90.4008568985
2017-01-01,98.3430504942
2017-02-01,103.2403736573
2017-03-01,104.9548448409
2017-04-01,105.0886928271
2017-05-01,107.7408076475
2017-06-01,105.0736106731
2017-07-01,105.6422163575
2017-08-01,105.5476285054
2017-09-01,109.1551177867
2017-10-01,116.8201993049
2017-11-01,115.8442544194
2017-12-01,111.8678984869
2018-01-01,112.2349368364
2018-02-01,117.5443044814
2018-03-01,121.8129830124
2018-04-01,123.4801367039
2018-05-01,123.7934578561
2018-06-01,123.5047735376
2018-07-01,122.3279365853
2018-08-01,122.4772850878
2018-09-01,119.8757481121
2018-10-01,117.1449742723
2018-11-01,115.9641621328
2018-12-01,118.2121846447
2019-01-01,115.3467213021
2019-02-01,107.8037472457
2019-03-01,111.6401728381
2019-04-01,114.0154334354
2019-05-01,115.4430102056
2019-06-01,114.3105370858
2019-07-01,113.1936340097
2019-08-01,111.9941461708
2019-09-01,110.0363048705
2019-10-01,104.6448026659
2019-11-01,93.3871852012
2019-12-01,96.0438293967
2020-01-01,100.9046699883
2020-02-01,106.7021424517
2020-03-01,105.0445328732
2020-04-01,102.8336517558
2020-05-01,99.0711554381
2020-06-01,96.8874478378
2020-07-01,97.6752867555
2020-08-01,99.7910384771
2020-09-01,104.8299832676
2020-10-01,106.0636441466
2020-11-01,110.3250128427
2020-12-01,112.9850324128
2021-01-01,122.4865869262
2021-02-01,140.6455814603
2021-03-01,148.4422637888
2021-04-01,152.0949346969
2021-05-01,154.3803503278
2021-06-01,157.3111767181
2021-07-01,168.8837756043
2021-08-01,173.1895547386
2021-09-01,168.3588329173
2021-10-01,165.0939814035
2021-11-01,162.4156816054
2021-12-01,166.939333821
2022-01-01,153.2119515334
2022-02-01,172.3869719191
2022-03-01,177.8341588275
2022-04-01,194.4707280221
2022-05-01,209.5139236557
2022-06-01,203.7950366123
2022-07-01,184.7619607677
2022-08-01,165.7850218348
2022-09-01,163.4193791362
2022-10-01,156.1264875428
2022-11-01,150.9937260826
2022-12-01,147.3710079607
2023-01-01,145.9210047285
2023-02-01,150.7663582321
2023-03-01,156.0223386212
2023-04-01,158.0285737954
2023-05-01,159.5620742268
2023-06-01,151.6103141726
2023-07-01,145.5455814969
2023-08-01,144.5820560447
2023-09-01,140.0915308036
2023-10-01,141.3746298947
2023-11-01,141.846890213
2023-12-01,141.7287091657
2024-01-01,145.8916985002
2024-02-01,153.3864540147
2024-03-01,154.0916112257
2024-04-01,150.4715440074
2024-05-01,147.3827753066
2024-06-01,147.8541592608
2024-07-01,146.8972910821
2024-08-01,147.2657127605
2024-09-01,147.6539368619
2024-10-01,145.2650779703
2024-11-01,143.7922657899
2024-12-01,140.8272675384
2025-01-01,138.9604595232
2025-02-01,138.1471443179
2025-03-01,139.4675509533
2025-04-01,142.3106515157
2025-05-01,145.2938655063
2025-06-01,142.6845127988
2025-07-01,140.5057872496
2025-08-01,137.2454535967
