Tarih,TP_DT_IT_FIY_D16_2010
2016-03-01,100.0398539435
2016-04-01,104.6451222348
2016-05-01,100.7831282094
2016-06-01,100.9721260952
2016-07-01,98.4793620196
2016-08-01,96.1887807926
2016-09-01,96.3998826886
2016-10-01,97.3609886944
2016-11-01,97.4135090272
2016-12-01,97.2031632095
2017-01-01,93.5873397562
2017-02-01,98.8917331254
2017-03-01,100.2887413553
2017-04-01,100.8227595394
2017-05-01,97.6694421596
2017-06-01,95.7912675776
2017-07-01,97.8247920646
2017-08-01,98.1708291842
2017-09-01,98.3033986667
2017-10-01,98.7733336599
2017-11-01,100.8640504496
2017-12-01,100.1235826313
2018-01-01,100.3838310271
2018-02-01,97.7918507983
2018-03-01,95.5739435069
2018-04-01,95.8253750387
2018-05-01,95.6035817654
2018-06-01,90.5299334139
2018-07-01,93.0730967028
2018-08-01,91.4891447962
2018-09-01,90.765519188
2018-10-01,95.6526233974
2018-11-01,96.6147771441
2018-12-01,100.3737203452
2019-01-01,96.5333790926
2019-02-01,100.3050165892
2019-03-01,100.329256723
2019-04-01,101.6587106158
2019-05-01,98.0360730337
2019-06-01,95.5672759274
2019-07-01,99.1579856846
2019-08-01,95.8589830295
2019-09-01,97.4815655335
2019-10-01,97.3745110392
2019-11-01,95.5289436653
2019-12-01,96.6084624095
2020-01-01,93.3550538397
2020-02-01,93.9318568464
2020-03-01,99.4993165403
2020-04-01,92.0262503023
2020-05-01,88.6153325638
2020-06-01,89.6804123677
2020-07-01,95.4001136311
2020-08-01,93.1285722788
2020-09-01,96.5643059901
2020-10-01,96.5560336886
2020-11-01,98.0904240014
2020-12-01,100.0717193293
2021-01-01,96.919771976
2021-02-01,99.7613962746
2021-03-01,106.5889259223
2021-04-01,109.4457211033
2021-05-01,106.3661992615
2021-06-01,105.1206833286
2021-07-01,105.7604980918
2021-08-01,105.0336145915
2021-09-01,104.0310543218
2021-10-01,100.7079600432
2021-11-01,102.059105544
2021-12-01,102.249736341
2022-01-01,104.5131521613
2022-02-01,107.9473346921
2022-03-01,109.4121050693
2022-04-01,112.77926737
2022-05-01,108.4872388561
2022-06-01,104.0819625063
2022-07-01,104.4710369562
2022-08-01,99.9209982434
2022-09-01,103.156623634
2022-10-01,107.2718717753
2022-11-01,110.1639259416
2022-12-01,111.0427771058
2023-01-01,116.1447825644
2023-02-01,117.0105026922
2023-03-01,118.6041458036
2023-04-01,120.5838156629
2023-05-01,117.6209596633
2023-06-01,109.7233237798
2023-07-01,104.8289781299
2023-08-01,108.4571189415
2023-09-01,106.4732899093
2023-10-01,106.8080533561
2023-11-01,112.4913264376
2023-12-01,114.44786112
2024-01-01,110.0836804573
2024-02-01,108.1053825218
2024-03-01,112.5850160896
2024-04-01,113.0018826235
2024-05-01,117.9654614404
2024-06-01,112.9802355412
2024-07-01,106.5330549012
2024-08-01,100.8711678872
2024-09-01,103.0074077923
2024-10-01,100.5807544963
2024-11-01,102.2000165847
2024-12-01,96.2437532894
2025-01-01,98.7382258553
2025-02-01,104.2421714707
2025-03-01,103.7265289546
2025-04-01,107.8165771551
2025-05-01,106.8566162566
2025-06-01,104.9015132843
2025-07-01,107.8467041653
2025-08-01,108.4776165534
