Tarih,TP_DT_IT_FIY_D16_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,105.4295937322
2013-02-01,106.4211243332
2013-03-01,106.3186156217
2013-04-01,107.6904797759
2013-05-01,102.1127828675
2013-06-01,103.4670616951
2013-07-01,101.5236037663
2013-08-01,102.5646328683
2013-09-01,101.2714522624
2013-10-01,106.4332193841
2013-11-01,102.5355782285
2013-12-01,105.4213855381
2014-01-01,104.1174436719
2014-02-01,103.5590777489
2014-03-01,109.1409514081
2014-04-01,109.0946154632
2014-05-01,105.9758549647
2014-06-01,104.4140216269
2014-07-01,105.2637271333
2014-08-01,102.9512598124
2014-09-01,101.0602825204
2014-10-01,104.1193466496
2014-11-01,103.2682992163
2014-12-01,106.4345158732
2015-01-01,99.8640494839
2015-02-01,101.1730216286
2015-03-01,98.6740492085
2015-04-01,101.0054673087
2015-05-01,100.0571521094
2015-06-01,100.5456188246
2015-07-01,98.4973603255
2015-08-01,97.1192470985
2015-09-01,98.6335877666
2015-10-01,99.8848944648
2015-11-01,102.9828083631
2015-12-01,101.5627434177
2016-01-01,98.8579570964
2016-02-01,99.968714924
