Tarih,TP_DT_IT_FIY_D09_2010
2016-03-01,99.6395738251
2016-04-01,102.799104413
2016-05-01,102.5210446111
2016-06-01,102.6394919597
2016-07-01,104.5284291607
2016-08-01,105.7631699578
2016-09-01,104.9466824195
2016-10-01,105.9088971543
2016-11-01,104.4193433664
2016-12-01,101.6873620253
2017-01-01,102.5708833968
2017-02-01,101.065280268
2017-03-01,101.1682399733
2017-04-01,99.0870552918
2017-05-01,102.6911953149
2017-06-01,104.3387450875
2017-07-01,106.7776726331
2017-08-01,109.5372470548
2017-09-01,109.4941441507
2017-10-01,109.1775955816
2017-11-01,108.0867573132
2017-12-01,108.9659395405
2018-01-01,112.1965943283
2018-02-01,110.3083108096
2018-03-01,110.2997251884
2018-04-01,112.7480057008
2018-05-01,107.6077769444
2018-06-01,107.5493325786
2018-07-01,106.7232463676
2018-08-01,108.2845559648
2018-09-01,106.4540992699
2018-10-01,106.4349862544
2018-11-01,108.2633769216
2018-12-01,108.7556449414
2019-01-01,106.6319251008
2019-02-01,107.571992957
2019-03-01,107.6600690577
2019-04-01,109.0400272399
2019-05-01,106.2096275236
2019-06-01,106.7301829648
2019-07-01,107.6568727341
2019-08-01,111.4376998837
2019-09-01,109.9049704023
2019-10-01,110.4221917855
2019-11-01,110.2869530658
2019-12-01,112.63124418
2020-01-01,108.5297075072
2020-02-01,108.3350827905
2020-03-01,112.7701735901
2020-04-01,112.0537845142
2020-05-01,103.4631906919
2020-06-01,106.717962
2020-07-01,109.9813710154
2020-08-01,114.0719263823
2020-09-01,115.0743610321
2020-10-01,116.4663402749
2020-11-01,116.9768059734
2020-12-01,118.2879237021
2021-01-01,118.6770001712
2021-02-01,117.1873292238
2021-03-01,117.234616669
2021-04-01,118.2563837859
2021-05-01,119.2319393745
2021-06-01,117.5158802249
2021-07-01,115.1677654414
2021-08-01,118.046574475
2021-09-01,117.0365298047
2021-10-01,115.4889182334
2021-11-01,113.8248971737
2021-12-01,113.9561318425
2022-01-01,111.7834560846
2022-02-01,112.7704017892
2022-03-01,116.0922283152
2022-04-01,115.3906375648
2022-05-01,113.1877046981
2022-06-01,115.2407802596
2022-07-01,112.9044759146
2022-08-01,112.0347851442
2022-09-01,111.1042213812
2022-10-01,113.0366800921
2022-11-01,113.8651295783
2022-12-01,118.3181125078
2023-01-01,118.6570507234
2023-02-01,120.0724170148
2023-03-01,120.1128270136
2023-04-01,121.668288078
2023-05-01,118.3008390237
2023-06-01,116.4302109188
2023-07-01,119.3889653084
2023-08-01,121.5789179598
2023-09-01,114.6209350796
2023-10-01,115.3585109413
2023-11-01,116.6797377489
2023-12-01,122.6306681571
2024-01-01,122.2820531084
2024-02-01,121.2659013913
2024-03-01,120.2901075315
2024-04-01,119.0612444558
2024-05-01,122.9977382618
2024-06-01,122.5393290816
2024-07-01,120.9152549233
2024-08-01,121.1747865495
2024-09-01,124.0823205729
2024-10-01,120.7070707894
2024-11-01,118.6520225839
2024-12-01,115.8334242962
2025-01-01,113.1773507664
2025-02-01,115.5197379118
2025-03-01,118.8998580506
2025-04-01,120.967965186
2025-05-01,122.111180763
2025-06-01,126.2051070305
2025-07-01,124.7811637922
2025-08-01,125.4777651335
