Tarih,TP_DT_IT_FIY_D12_2010
2016-03-01,68.392806431
2016-04-01,68.3126210087
2016-05-01,75.3864925974
2016-06-01,80.5902963242
2016-07-01,78.7567230285
2016-08-01,75.4119114589
2016-09-01,79.1745291194
2016-10-01,84.4911153482
2016-11-01,82.6068632458
2016-12-01,86.7599972215
2017-01-01,93.211115976
2017-02-01,95.9187209488
2017-03-01,92.6911976625
2017-04-01,90.7640657679
2017-05-01,86.8717144785
2017-06-01,85.3357918174
2017-07-01,84.8930544742
2017-08-01,91.1831678816
2017-09-01,96.1075828481
2017-10-01,100.7098241332
2017-11-01,105.1281468389
2017-12-01,105.9850634791
2018-01-01,111.0254230859
2018-02-01,110.5414642047
2018-03-01,107.0105259476
2018-04-01,110.3697001703
2018-05-01,118.4744133502
2018-06-01,121.2751052891
2018-07-01,120.8746425578
2018-08-01,120.1992003897
2018-09-01,124.4980736416
2018-10-01,129.4623587008
2018-11-01,124.4347975703
2018-12-01,112.5158880803
2019-01-01,110.5893593292
2019-02-01,111.3144480304
2019-03-01,113.3497403603
2019-04-01,112.3774578364
2019-05-01,114.4372184191
2019-06-01,106.0463330589
2019-07-01,107.3556325656
2019-08-01,103.5863464686
2019-09-01,103.0310352824
2019-10-01,105.15806788
2019-11-01,107.8745358076
2019-12-01,105.2298124766
2020-01-01,105.9439593599
2020-02-01,95.9274312208
2020-03-01,81.8372034003
2020-04-01,59.2738785615
2020-05-01,49.8975476813
2020-06-01,63.2720586356
2020-07-01,69.5834080334
2020-08-01,70.5291284931
2020-09-01,71.3168765808
2020-10-01,71.2943616247
2020-11-01,73.1556991456
2020-12-01,80.5827563914
2021-01-01,89.3787894376
2021-02-01,97.5397854185
2021-03-01,102.5841001377
2021-04-01,105.4198288703
2021-05-01,107.4566589796
2021-06-01,110.1579594577
2021-07-01,118.1475951906
2021-08-01,119.0213408797
2021-09-01,124.3187406733
2021-10-01,332.4406778812
2021-11-01,227.1754196218
2021-12-01,219.0531908464
2022-01-01,214.4332529864
2022-02-01,241.7214251171
2022-03-01,285.6926414733
2022-04-01,305.958698364
2022-05-01,308.6399466756
2022-06-01,345.6051232558
2022-07-01,334.8493886943
2022-08-01,292.4584326549
2022-09-01,296.0009343711
2022-10-01,280.8351626071
2022-11-01,283.7724251493
2022-12-01,250.9300980266
2023-01-01,268.6281330007
2023-02-01,223.3492399271
2023-03-01,198.0346462758
2023-04-01,186.0763182667
2023-05-01,180.0275925436
2023-06-01,171.93355627
2023-07-01,170.9302638414
2023-08-01,189.3987119526
2023-09-01,203.5862467984
2023-10-01,204.8420033126
2023-11-01,196.6067064535
2023-12-01,190.4460786786
2024-01-01,188.708711149
2024-02-01,191.7815945087
2024-03-01,191.4050983772
2024-04-01,199.1323708661
2024-05-01,189.5586585765
2024-06-01,185.6083960108
2024-07-01,192.2517521834
2024-08-01,191.1323430806
2024-09-01,184.6362726196
2024-10-01,185.9618717429
2024-11-01,183.4952915443
2024-12-01,184.6198029845
2025-01-01,188.4893685188
2025-02-01,196.1146239743
2025-03-01,190.0912280796
2025-04-01,169.3545002948
2025-05-01,164.7537196207
2025-06-01,165.8213919267
2025-07-01,178.2356628145
2025-08-01,174.3597375873
