Tarih,TP_DT_IT_FIY_D04_2010
2016-03-01,85.1294845312
2016-04-01,85.8504100839
2016-05-01,88.6593642519
2016-06-01,90.2422329161
2016-07-01,89.0997934789
2016-08-01,88.7703969067
2016-09-01,89.280562947
2016-10-01,91.2741849405
2016-11-01,89.3754759497
2016-12-01,91.3290333018
2017-01-01,92.6008597494
2017-02-01,94.6609303219
2017-03-01,95.5273857816
2017-04-01,95.5618752684
2017-05-01,96.1625275549
2017-06-01,95.7623903181
2017-07-01,96.2696162799
2017-08-01,97.9680820304
2017-09-01,99.0939101149
2017-10-01,100.8822436457
2017-11-01,102.9271821128
2017-12-01,102.8441712245
2018-01-01,105.9696131207
2018-02-01,104.3035762788
2018-03-01,104.8011030668
2018-04-01,106.6311492122
2018-05-01,106.8067042178
2018-06-01,106.5277426171
2018-07-01,105.4979679718
2018-08-01,106.0924412489
2018-09-01,105.8036466461
2018-10-01,106.9569764957
2018-11-01,105.8546760725
2018-12-01,103.9281948948
2019-01-01,102.8074056646
2019-02-01,102.227163002
2019-03-01,103.6714557472
2019-04-01,103.2192533183
2019-05-01,101.6225606519
2019-06-01,100.2060846629
2019-07-01,99.6652567473
2019-08-01,98.276479643
2019-09-01,97.5191411244
2019-10-01,97.437644989
2019-11-01,97.546459432
2019-12-01,97.2292765102
2020-01-01,97.3669769999
2020-02-01,95.3006406026
2020-03-01,95.1482864292
2020-04-01,86.73548844
2020-05-01,83.9984394025
2020-06-01,88.983962037
2020-07-01,87.5357711264
2020-08-01,93.881451428
2020-09-01,95.1209801218
2020-10-01,93.4971465406
2020-11-01,96.0909449625
2020-12-01,98.1786167915
2021-01-01,101.9149176682
2021-02-01,107.0058459311
2021-03-01,112.2058427463
2021-04-01,112.316130015
2021-05-01,114.1136819043
2021-06-01,116.7830732252
2021-07-01,122.2716930445
2021-08-01,124.7586941457
2021-09-01,123.8485299027
2021-10-01,141.6894906873
2021-11-01,134.4984229912
2021-12-01,133.2356671469
2022-01-01,149.4261787413
2022-02-01,151.9941999255
2022-03-01,159.7979262398
2022-04-01,168.6271848132
2022-05-01,163.8501041545
2022-06-01,167.3042536437
2022-07-01,164.0602873873
2022-08-01,165.1162511329
2022-09-01,163.3349996225
2022-10-01,152.6045460004
2022-11-01,146.4601767085
2022-12-01,142.1613754365
2023-01-01,150.8074295522
2023-02-01,141.5272117591
2023-03-01,134.5473624467
2023-04-01,132.6756361436
2023-05-01,132.9919744139
2023-06-01,129.373597385
2023-07-01,127.9503130508
2023-08-01,129.4362480659
2023-09-01,127.8631238185
2023-10-01,128.2231619297
2023-11-01,128.2606136299
2023-12-01,128.7367580803
2024-01-01,130.7969380935
2024-02-01,130.2717802069
2024-03-01,131.698583476
2024-04-01,133.8670776509
2024-05-01,134.5175500777
2024-06-01,132.6946645114
2024-07-01,134.4500582638
2024-08-01,135.0210629691
2024-09-01,135.2074464926
2024-10-01,135.6186565617
2024-11-01,134.8776506733
2024-12-01,133.0599599103
2025-01-01,131.7535159098
2025-02-01,135.723033867
2025-03-01,135.4872200108
2025-04-01,134.6252829519
2025-05-01,133.1599812822
2025-06-01,134.0228584951
2025-07-01,132.6340087729
2025-08-01,134.2343664016
