Tarih,TP_DT_IT_FIY_D08_2010
2016-03-01,93.778803977
2016-04-01,98.2836189334
2016-05-01,94.9542553754
2016-06-01,91.9791823957
2016-07-01,91.7779547751
2016-08-01,95.1096882395
2016-09-01,94.6985582322
2016-10-01,98.1952752072
2016-11-01,98.1468597633
2016-12-01,95.9151273764
2017-01-01,91.3174559226
2017-02-01,95.2111497133
2017-03-01,96.157088486
2017-04-01,96.8420068268
2017-05-01,99.0683320239
2017-06-01,95.5787560253
2017-07-01,97.5710519413
2017-08-01,98.5702272806
2017-09-01,99.1302174849
2017-10-01,97.6832259895
2017-11-01,99.6067501578
2017-12-01,97.6939893301
2018-01-01,99.8671739694
2018-02-01,96.1486812512
2018-03-01,96.5551569544
2018-04-01,98.2185256014
2018-05-01,91.4146498755
2018-06-01,95.3224497821
2018-07-01,91.1143195579
2018-08-01,94.3102431889
2018-09-01,92.7408880924
2018-10-01,95.7709622161
2018-11-01,98.8075052429
2018-12-01,97.5975588818
2019-01-01,96.4450042579
2019-02-01,96.4134410736
2019-03-01,99.7793311643
2019-04-01,97.0314589854
2019-05-01,92.7522719297
2019-06-01,92.9605922049
2019-07-01,94.2853680573
2019-08-01,92.6874176686
2019-09-01,92.0792224791
2019-10-01,89.8461438942
2019-11-01,94.9577112204
2019-12-01,94.8101797955
2020-01-01,88.8362772283
2020-02-01,88.5142684405
2020-03-01,92.8872786154
2020-04-01,89.6562321344
2020-05-01,84.6813366933
2020-06-01,86.7364266717
2020-07-01,87.6907645103
2020-08-01,88.4223676922
2020-09-01,91.4523118639
2020-10-01,92.901246295
2020-11-01,96.6155644254
2020-12-01,98.1192553245
2021-01-01,98.4700980372
2021-02-01,95.0630370786
2021-03-01,91.4306824319
2021-04-01,98.5398181544
2021-05-01,98.6515386219
2021-06-01,94.3746812532
2021-07-01,94.3265269209
2021-08-01,95.7904892224
2021-09-01,94.6114209255
2021-10-01,94.204943598
2021-11-01,95.0833335783
2021-12-01,94.0898093446
2022-01-01,87.4325767744
2022-02-01,92.390609549
2022-03-01,94.4627660598
2022-04-01,96.0739457918
2022-05-01,97.5491108211
2022-06-01,93.9808962126
2022-07-01,91.4665151178
2022-08-01,90.7714637597
2022-09-01,93.0140079649
2022-10-01,93.1699178451
2022-11-01,96.960089403
2022-12-01,95.7298395031
2023-01-01,98.4143772378
2023-02-01,98.3935353256
2023-03-01,96.8907593383
2023-04-01,96.0928677777
2023-05-01,92.6393386341
2023-06-01,95.3940615387
2023-07-01,90.391968383
2023-08-01,90.7366794762
2023-09-01,90.3085454795
2023-10-01,92.2072520195
2023-11-01,95.4486687261
2023-12-01,100.113950331
2024-01-01,95.8929254734
2024-02-01,90.7969054624
2024-03-01,91.2888388135
2024-04-01,88.3661078133
2024-05-01,93.489777016
2024-06-01,88.5463110401
2024-07-01,89.7405719773
2024-08-01,88.621071132
2024-09-01,88.8597164589
2024-10-01,88.680913468
2024-11-01,93.0357193933
2024-12-01,90.4207911601
2025-01-01,86.8814742792
2025-02-01,85.7582683096
2025-03-01,87.4760539634
2025-04-01,87.8835752523
2025-05-01,88.3608651308
2025-06-01,91.2776207202
2025-07-01,88.7302428926
2025-08-01,89.7998267576
