Tarih,TP_DT_IT_FIY_D07_2010
2016-03-01,67.0517270577
2016-04-01,63.523812487
2016-05-01,67.7286303201
2016-06-01,69.537280622
2016-07-01,67.5979331284
2016-08-01,66.3680954418
2016-09-01,67.1196943551
2016-10-01,68.9807360445
2016-11-01,66.0815421622
2016-12-01,71.2365106484
2017-01-01,79.4130957887
2017-02-01,80.1311372921
2017-03-01,79.3490128414
2017-04-01,82.3318767311
2017-05-01,79.8691088035
2017-06-01,79.4029773276
2017-07-01,80.4581189059
2017-08-01,82.9714722602
2017-09-01,86.2201906569
2017-10-01,86.4036718066
2017-11-01,89.8459117025
2017-12-01,91.7075372559
2018-01-01,100.3766072786
2018-02-01,97.3762813633
2018-03-01,97.2414159325
2018-04-01,102.739909415
2018-05-01,107.1036342847
2018-06-01,104.5759165906
2018-07-01,106.0007377614
2018-08-01,107.9727724619
2018-09-01,109.7429376962
2018-10-01,112.2628863939
2018-11-01,105.0430193393
2018-12-01,100.6740880441
2019-01-01,105.6544302186
2019-02-01,107.484242026
2019-03-01,108.1034937066
2019-04-01,108.6800002228
2019-05-01,108.6018301821
2019-06-01,106.2360221032
2019-07-01,102.4834899375
2019-08-01,98.0182954528
2019-09-01,98.3180909356
2019-10-01,92.9956100548
2019-11-01,93.1929956624
2019-12-01,95.8468905319
2020-01-01,101.8589074502
2020-02-01,93.3051324357
2020-03-01,82.0714599135
2020-04-01,52.5334738765
2020-05-01,48.2923327988
2020-06-01,67.9450612756
2020-07-01,65.2094841867
2020-08-01,70.2879981857
2020-09-01,68.9668208798
2020-10-01,64.1686129718
2020-11-01,65.3721158443
2020-12-01,69.501387264
2021-01-01,75.1177218944
2021-02-01,79.1445311644
2021-03-01,84.8299778895
2021-04-01,88.9597511826
2021-05-01,94.6559290307
2021-06-01,97.4962253525
2021-07-01,107.6190136309
2021-08-01,108.2114395312
2021-09-01,110.8412719484
2021-10-01,123.5138691207
2021-11-01,127.2814526884
2021-12-01,124.2034471197
2022-01-01,212.9736518406
2022-02-01,199.5440046459
2022-03-01,214.2207334525
2022-04-01,240.269133431
2022-05-01,195.1882932591
2022-06-01,212.5472932436
2022-07-01,216.547622685
2022-08-01,267.3771921953
2022-09-01,274.7435029329
2022-10-01,223.5609814085
2022-11-01,186.0685326335
2022-12-01,172.3461300135
2023-01-01,205.8597467164
2023-02-01,166.004461867
2023-03-01,139.9030489676
2023-04-01,132.834258642
2023-05-01,132.5644674867
2023-06-01,125.3218470509
2023-07-01,126.0757715398
2023-08-01,126.968365529
2023-09-01,135.018394744
2023-10-01,136.7210127088
2023-11-01,132.7376062079
2023-12-01,139.3537217777
2024-01-01,137.7997329895
2024-02-01,134.6985341533
2024-03-01,134.4474816086
2024-04-01,141.5601126277
2024-05-01,139.6524679253
2024-06-01,137.7007743141
2024-07-01,138.2252688574
2024-08-01,138.2233404783
2024-09-01,136.2363809727
2024-10-01,133.8986903051
2024-11-01,134.8401308821
2024-12-01,132.5538555919
2025-01-01,138.695569058
2025-02-01,143.7599364173
2025-03-01,139.0756407673
2025-04-01,130.0238734974
2025-05-01,118.4654308194
2025-06-01,118.0149351208
2025-07-01,125.0399624577
2025-08-01,124.7339398157
