Tarih,TP_DT_IT_FIY_D06_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,122.9979313193
2013-02-01,126.5283768137
2013-03-01,124.4779977746
2013-04-01,125.8651810715
2013-05-01,123.566935726
2013-06-01,121.7752391887
2013-07-01,117.5965307309
2013-08-01,117.5565530864
2013-09-01,117.1574398154
2013-10-01,119.8126799439
2013-11-01,118.4606918508
2013-12-01,118.639131763
2014-01-01,116.2913159417
2014-02-01,116.9528458947
2014-03-01,118.8300306837
2014-04-01,118.2799052722
2014-05-01,118.1453518678
2014-06-01,117.948199535
2014-07-01,117.021061653
2014-08-01,116.6187065259
2014-09-01,116.8067278049
2014-10-01,115.1823226365
2014-11-01,114.5254111315
2014-12-01,111.8914455842
2015-01-01,107.3978323137
2015-02-01,104.4190518763
2015-03-01,100.513396596
2015-04-01,100.4762208411
2015-05-01,101.9390820799
2015-06-01,102.180304885
2015-07-01,101.5365231753
2015-08-01,99.2108357247
2015-09-01,98.5373264152
2015-10-01,96.9279984981
2015-11-01,94.0747828922
2015-12-01,92.7866447024
2016-01-01,90.1430249596
2016-02-01,90.0978869119
