Tarih,TP_DT_IT_FIY_D18_2010
2016-03-01,97.274616736
2016-04-01,95.1766540658
2016-05-01,97.0021827085
2016-06-01,92.0663202721
2016-07-01,91.1640742551
2016-08-01,95.8830570347
2016-09-01,94.345722324
2016-10-01,92.6700514461
2016-11-01,91.167141319
2016-12-01,95.818925109
2017-01-01,93.1548338645
2017-02-01,94.8778170721
2017-03-01,92.7788114872
2017-04-01,90.4518223198
2017-05-01,94.7207109321
2017-06-01,101.5658842266
2017-07-01,95.4399347577
2017-08-01,91.4963072252
2017-09-01,89.4832208639
2017-10-01,88.0271418238
2017-11-01,98.3620978352
2017-12-01,104.5773099968
2018-01-01,100.9906295467
2018-02-01,92.311356659
2018-03-01,89.1495509588
2018-04-01,87.3346344227
2018-05-01,86.3589052978
2018-06-01,87.2958897257
2018-07-01,79.1124329864
2018-08-01,72.7935386162
2018-09-01,76.0408233805
2018-10-01,72.1158972626
2018-11-01,69.5261549821
2018-12-01,69.685767104
2019-01-01,84.0621970515
2019-02-01,79.1616323262
2019-03-01,84.5599012543
2019-04-01,87.7051359604
2019-05-01,84.4819259095
2019-06-01,86.6428371688
2019-07-01,82.7187609437
2019-08-01,81.0549045199
2019-09-01,84.7038804875
2019-10-01,82.3340501567
2019-11-01,83.0461889239
2019-12-01,81.9222189815
2020-01-01,87.5129901538
2020-02-01,86.8280823119
2020-03-01,87.7122827494
2020-04-01,92.1510896894
2020-05-01,86.6090445376
2020-06-01,85.3583742752
2020-07-01,85.8601643588
2020-08-01,81.9959129341
2020-09-01,84.9522630324
2020-10-01,82.9752087154
2020-11-01,83.8730829004
2020-12-01,88.4823225419
2021-01-01,88.8658499933
2021-02-01,82.5100135315
2021-03-01,86.7555041819
2021-04-01,86.3108614639
2021-05-01,82.9090851794
2021-06-01,90.2878724066
2021-07-01,87.7423636703
2021-08-01,91.3000219027
2021-09-01,97.0326855576
2021-10-01,100.4125722771
2021-11-01,104.1995880218
2021-12-01,113.4233475951
2022-01-01,112.020320382
2022-02-01,115.4880208286
2022-03-01,111.8066125844
2022-04-01,109.2715453999
2022-05-01,106.230572619
2022-06-01,107.6550127694
2022-07-01,112.5907709048
2022-08-01,106.2031713218
2022-09-01,107.948036589
2022-10-01,100.6691811929
2022-11-01,100.6258486827
2022-12-01,101.3371313565
2023-01-01,102.2059297166
2023-02-01,98.6249617017
2023-03-01,97.2148404151
2023-04-01,97.6743917977
2023-05-01,96.3724847673
2023-06-01,96.6066827696
2023-07-01,99.3644504548
2023-08-01,95.5401198604
2023-09-01,94.0626699355
2023-10-01,99.1075226438
2023-11-01,99.5446243466
2023-12-01,105.5964272625
2024-01-01,104.293167524
2024-02-01,102.5613063716
2024-03-01,106.2506231398
2024-04-01,104.4537965908
2024-05-01,112.8776434943
2024-06-01,102.7061419956
2024-07-01,103.9576637902
2024-08-01,109.8050855186
2024-09-01,100.4959045133
2024-10-01,101.1122242948
2024-11-01,110.5220987182
2024-12-01,101.8882205815
2025-01-01,108.9286771518
2025-02-01,108.0785090259
2025-03-01,110.3896066693
2025-04-01,111.4584684317
2025-05-01,110.9740968912
2025-06-01,110.6111053186
2025-07-01,116.9183508951
2025-08-01,110.3347207705
