Tarih,TP_DT_IT_FIY_D18_2010
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,84.3641229709
2013-02-01,85.6383846913
2013-03-01,89.2011924211
2013-04-01,86.2978265446
2013-05-01,87.7074131468
2013-06-01,90.8835555201
2013-07-01,93.6249714122
2013-08-01,95.8372073377
2013-09-01,90.9702908759
2013-10-01,91.3216066257
2013-11-01,92.6568156878
2013-12-01,93.9703893242
2014-01-01,96.5142837067
2014-02-01,95.2679427638
2014-03-01,89.3945441511
2014-04-01,89.5886246007
2014-05-01,97.8917953019
2014-06-01,101.2644903192
2014-07-01,99.5898790406
2014-08-01,97.7659185102
2014-09-01,99.1030217921
2014-10-01,99.5920347266
2014-11-01,100.2788624667
2014-12-01,99.5498470425
2015-01-01,99.838532615
2015-02-01,102.3339239017
2015-03-01,104.9436863942
2015-04-01,103.3339517294
2015-05-01,102.3800810261
2015-06-01,100.9087526265
2015-07-01,98.9918572846
2015-08-01,105.48918693
2015-09-01,96.7513002139
2015-10-01,94.4548189909
2015-11-01,94.8476787908
2015-12-01,95.7262294969
2016-01-01,96.1284992923
2016-02-01,96.3627990441
