Tarih,TP_IYA_CNDU2_S26_X
2015-06-01,547.0
2015-07-01,534.0
2015-08-01,535.0
2015-09-01,545.0
2015-10-01,540.0
2015-11-01,536.0
2015-12-01,549.0
2016-01-01,515.0
2016-02-01,531.0
2016-03-01,527.0
2016-04-01,528.0
2016-05-01,523.0
2016-06-01,518.0
2016-07-01,514.0
2016-08-01,517.0
2016-09-01,512.0
2016-10-01,513.0
2016-11-01,513.0
2016-12-01,515.0
2017-01-01,511.0
2017-02-01,505.0
2017-03-01,515.0
2017-04-01,493.0
2017-05-01,505.0
2017-06-01,505.0
2017-07-01,501.0
2017-08-01,499.0
2017-09-01,495.0
2017-10-01,497.0
2017-11-01,500.0
2017-12-01,496.0
2018-01-01,497.0
2018-02-01,498.0
2018-03-01,508.0
2018-04-01,506.0
2018-05-01,504.0
2018-06-01,498.0
2018-07-01,495.0
2018-08-01,490.0
2018-09-01,501.0
2018-10-01,502.0
2018-11-01,498.0
2018-12-01,498.0
2019-01-01,406.0
2019-02-01,406.0
2019-03-01,404.0
2019-04-01,399.0
2019-05-01,399.0
2019-06-01,401.0
2019-07-01,398.0
2019-08-01,398.0
2019-09-01,405.0
2019-10-01,404.0
2019-11-01,393.0
2019-12-01,399.0
2020-01-01,393.0
2020-02-01,391.0
2020-03-01,395.0
2020-04-01,362.0
2020-05-01,362.0
2020-06-01,368.0
2020-07-01,364.0
2020-08-01,372.0
2020-09-01,360.0
2020-10-01,360.0
2020-11-01,371.0
2020-12-01,377.0
2021-01-01,376.0
2021-02-01,384.0
2021-03-01,391.0
2021-04-01,391.0
2021-05-01,381.0
2021-06-01,388.0
2021-07-01,374.0
2021-08-01,389.0
2021-09-01,390.0
2021-10-01,390.0
2021-11-01,383.0
2021-12-01,394.0
2022-01-01,385.0
2022-02-01,378.0
2022-03-01,397.0
2022-04-01,386.0
2022-05-01,407.0
2022-06-01,411.0
2022-07-01,397.0
2022-08-01,398.0
2022-09-01,406.0
2022-10-01,397.0
2022-11-01,397.0
2022-12-01,405.0
2023-01-01,402.0
2023-02-01,382.0
2023-03-01,393.0
2023-04-01,392.0
2023-05-01,411.0
2023-06-01,410.0
2023-07-01,411.0
2023-08-01,410.0
2023-09-01,416.0
2023-10-01,405.0
2023-11-01,414.0
2023-12-01,408.0
2024-01-01,406.0
2024-02-01,402.0
2024-03-01,407.0
2024-04-01,405.0
2024-05-01,419.0
2024-06-01,412.0
2024-07-01,414.0
2024-08-01,415.0
2024-09-01,419.0
2024-10-01,429.0
2024-11-01,412.0
2024-12-01,412.0
2025-01-01,405.0
2025-02-01,406.0
2025-03-01,397.0
2025-04-01,397.0
2025-05-01,412.0
2025-06-01,408.0
2025-07-01,407.0
2025-08-01,401.0
2025-09-01,405.0
