Tarih,TP_FDVY49
2017-04-01,1622.0
2017-05-01,1373.0
2017-06-01,1565.0
2017-07-01,1578.0
2017-08-01,1822.0
2017-09-01,2005.0
2017-10-01,2032.0
2017-11-01,2033.0
2017-12-01,1991.0
2018-01-01,2038.0
2018-02-01,2108.0
2018-03-01,1869.0
2018-04-01,1919.0
2018-05-01,1698.0
2018-06-01,1639.0
2018-07-01,1661.0
2018-08-01,2153.0
2018-09-01,2311.0
2018-10-01,2763.0
2018-11-01,2870.0
2018-12-01,2925.0
2019-01-01,3596.0
2019-02-01,3672.0
2019-03-01,3856.0
2019-04-01,3917.0
2019-05-01,3523.0
2019-06-01,3545.0
2019-07-01,3553.0
2019-08-01,3581.0
2019-09-01,3607.0
2019-10-01,3475.0
2019-11-01,3606.0
2019-12-01,3256.0
2020-01-01,2734.0
2020-02-01,2727.0
2020-03-01,2669.0
2020-04-01,2589.0
2020-05-01,2460.0
2020-06-01,2433.0
2020-07-01,2396.0
2020-08-01,2387.0
2020-09-01,2418.0
2020-10-01,2335.0
2020-11-01,2463.0
2020-12-01,2472.0
2021-01-01,2270.0
2021-02-01,2413.0
2021-03-01,2385.0
2021-04-01,2350.0
2021-05-01,2338.0
2021-06-01,2346.0
2021-07-01,2254.0
2021-08-01,2282.0
2021-09-01,2304.0
2021-10-01,2227.0
2021-11-01,2185.0
2021-12-01,2067.0
2022-01-01,2115.0
2022-02-01,2167.0
2022-03-01,2254.0
2022-04-01,2163.0
2022-05-01,2220.0
2022-06-01,2163.0
2022-07-01,2155.0
2022-08-01,2150.0
2022-09-01,2149.0
2022-10-01,2111.0
2022-11-01,2124.0
2022-12-01,2035.0
2023-01-01,2033.0
2023-02-01,2036.0
2023-03-01,2077.0
2023-04-01,2082.0
2023-05-01,2072.0
2023-06-01,1618.0
2023-07-01,1432.0
2023-08-01,1447.0
2023-09-01,1315.0
2023-10-01,1377.0
2023-11-01,1386.0
2023-12-01,1393.0
2024-01-01,1352.0
2024-02-01,1298.0
2024-03-01,1300.0
2024-04-01,1298.0
2024-05-01,1198.0
2024-06-01,1178.0
2024-07-01,1263.0
2024-08-01,1138.0
2024-09-01,1125.0
2024-10-01,712.0
2024-11-01,660.0
2024-12-01,628.0
2025-01-01,627.0
2025-02-01,627.0
2025-03-01,630.0
2025-04-01,107.0
2025-05-01,94.0
2025-06-01,95.0
2025-07-01,235.0
