Tarih,TP_DYVD_D26
2016-02-01,524104272.79
2016-03-01,505106360.59
2016-04-01,501983678.97
2016-05-01,523432610.69
2016-06-01,520661698.3
2016-07-01,537385441.44
2016-08-01,522655682.73
2016-09-01,522655667.58
2016-10-01,541265334.78
2016-11-01,589951707.8
2016-12-01,595131573.16
2017-01-01,660299179.3
2017-02-01,635984356.0
2017-03-01,636653219.84
2017-04-01,631761058.87
2017-05-01,641015852.33
2017-06-01,657960491.13
2017-07-01,639622356.38
2017-08-01,632469027.72
2017-09-01,642482184.07
2017-10-01,690536638.99
2017-11-01,718621740.66
2017-12-01,702280572.98
2018-01-01,711089400.65
2018-02-01,717792906.38
2018-03-01,739594296.73
2018-04-01,761165784.65
2018-05-01,847146927.05
2018-06-01,849900553.42
2018-07-01,907470208.73
2018-08-01,1194315136.18
2018-09-01,1068957635.06
2018-10-01,954014039.55
2018-11-01,877413286.75
2018-12-01,859675281.69
2019-01-01,845480057.03
2019-02-01,861736730.15
2019-03-01,899744017.36
2019-04-01,937908231.89
2019-05-01,923435774.58
2019-06-01,893216681.12
2019-07-01,852576607.28
2019-08-01,872885075.16
2019-09-01,841827667.77
2019-10-01,829929321.24
2019-11-01,824366712.36
2019-12-01,852750218.48
2020-01-01,849938962.7
2020-02-01,885397788.51
2020-03-01,923048518.76
2020-04-01,953655789.41
2020-05-01,959070884.36
2020-06-01,953673751.34
2020-07-01,998533864.24
2020-08-01,1055639497.75
2020-09-01,1110510084.58
2020-10-01,1152365226.04
2020-11-01,1091362298.4
2020-12-01,1075408154.96
2021-01-01,1054282109.7
2021-02-01,1075833570.37
2021-03-01,1188791394.73
2021-04-01,1173279714.92
2021-05-01,1200669534.24
2021-06-01,1208284468.1
2021-07-01,1175299603.94
2021-08-01,1153366060.79
2021-09-01,1209306466.76
2021-10-01,1261487101.1
2021-11-01,1653570425.33
2021-12-01,1708116568.59
2022-01-01,1721455223.53
2022-02-01,1779475743.13
2022-03-01,1879426938.0
2022-04-01,1889142051.47
2022-05-01,2050703674.74
2022-06-01,2098488175.97
2022-07-01,2229861381.9
2022-08-01,2264497603.92
2022-09-01,2304054462.19
2022-10-01,2331833605.16
2022-11-01,2363478102.83
2022-12-01,2381713572.0
2023-01-01,2437994419.58
2023-02-01,2473161857.82
2023-03-01,2537671280.54
2023-04-01,2570638468.39
2023-05-01,2709770924.03
2023-06-01,3366424459.9
2023-07-01,3508563315.63
2023-08-01,3492484574.08
2023-09-01,3634045380.24
2023-10-01,3805059574.66
2023-11-01,3992759925.97
2023-12-01,4126095830.13
2024-01-01,4310913525.34
2024-02-01,4482070263.16
2024-03-01,4769715616.83
2024-04-01,4802699891.73
2024-05-01,4948388054.92
2024-06-01,5120252791.43
2024-07-01,5251921981.92
2024-08-01,5398837073.48
2024-09-01,5551742728.81
2024-10-01,5672606569.23
2024-11-01,5716019287.32
2024-12-01,5948252899.2
2025-01-01,6293659332.03
2025-02-01,6375354466.83
2025-03-01,6854289554.39
2025-04-01,6913303712.1
2025-05-01,7242651958.28
2025-06-01,7604211681.54
2025-07-01,7852482467.7
2025-08-01,8160449441.97
