Tarih,TP_DYVD_D15
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,5367110.39
2012-02-01,5128223.44
2012-03-01,4912894.47
2012-04-01,5071238.95
2012-05-01,5261685.73
2012-06-01,5568765.26
2012-07-01,5518602.24
2012-08-01,6154882.37
2012-09-01,5961063.49
2012-10-01,6053222.0
2012-11-01,6164116.1
2012-12-01,6316601.04
2013-01-01,6897304.47
2013-02-01,7050495.45
2013-03-01,7956813.72
2013-04-01,7462473.76
2013-05-01,7681957.48
2013-06-01,7695958.08
2013-07-01,7783329.59
2013-08-01,8507892.03
2013-09-01,8515408.94
2013-10-01,8241471.77
2013-11-01,8646584.45
2013-12-01,12045480.13
2014-01-01,12222769.26
2014-02-01,12098659.25
2014-03-01,11847953.65
2014-04-01,11845124.46
2014-05-01,12705522.31
2014-06-01,12767928.04
2014-07-01,12351516.11
2014-08-01,12322070.7
2014-09-01,13113007.84
2014-10-01,13111247.37
2014-11-01,13504570.16
2014-12-01,13698560.58
2015-01-01,14123240.61
2015-02-01,14892171.53
2015-03-01,15780317.43
2015-04-01,15697059.77
2015-05-01,13843644.9
2015-06-01,14140060.79
2015-07-01,14799633.05
2015-08-01,14104100.54
2015-09-01,12744740.78
2015-10-01,11340627.02
2015-11-01,10096934.57
2015-12-01,10035826.0
2016-01-01,10043088.61
