Tarih,TP_DYVD_D23
2016-06-01,588935.0
2016-07-01,611217.0
2016-08-01,577453.0
2016-09-01,590759.0
2016-10-01,566731.0
2016-11-01,584346.0
2016-12-01,623547.0
2017-01-01,699973.0
2017-02-01,677147.0
2017-03-01,681408.0
2017-04-01,662629.0
2017-05-01,623565.0
2017-06-01,622331.0
2017-07-01,421716.0
2017-08-01,402055.0
2017-09-01,418192.0
2017-10-01,441795.0
2017-11-01,458353.0
2017-12-01,458688.0
2018-01-01,451859.0
2018-02-01,459121.0
2018-03-01,450708.0
2018-04-01,477440.0
2018-05-01,525693.0
2018-06-01,519682.0
2018-07-01,545524.0
2018-08-01,710452.0
2018-09-01,678775.0
2018-10-01,641460.0
2018-11-01,607856.0
2018-12-01,642147.0
2019-01-01,626598.0
2019-02-01,653447.0
2019-03-01,691783.0
2019-04-01,761828.0
2019-05-01,737293.0
2019-06-01,712767.0
2019-07-01,721905.0
2019-08-01,812840.0
2019-09-01,839088.0
2019-10-01,889090.0
2019-11-01,937354.0
2019-12-01,980328.0
2020-01-01,1043440.0
2020-02-01,1289256.0
2020-03-01,1417953.0
2020-04-01,1749673.0
2020-05-01,1815184.0
2020-06-01,1866487.0
2020-07-01,2246022.0
2020-08-01,2704777.0
2020-09-01,2956639.0
2020-10-01,3235144.0
2020-11-01,2977904.0
2020-12-01,2931101.0
2021-01-01,2907527.0
2021-02-01,2978964.0
2021-03-01,3336984.0
2021-04-01,3491431.0
2021-05-01,3736674.0
2021-06-01,3555264.0
2021-07-01,3536352.0
2021-08-01,3506594.0
2021-09-01,3489992.0
2021-10-01,3720570.0
2021-11-01,4934654.0
2021-12-01,5197594.0
2022-01-01,5115144.0
2022-02-01,5613906.0
2022-03-01,5958342.0
2022-04-01,6120279.0
2022-05-01,6619033.0
2022-06-01,6525887.0
2022-07-01,7076226.0
2022-08-01,7111887.0
2022-09-01,7231135.0
2022-10-01,7223927.0
2022-11-01,8481592.0
2022-12-01,9759966.0
2023-01-01,10420421.0
2023-02-01,10417083.0
2023-03-01,11339022.0
2023-04-01,12043449.0
2023-05-01,12492514.0
2023-06-01,15040487.0
2023-07-01,15891127.0
2023-08-01,15826464.0
2023-09-01,15690241.0
2023-10-01,17162499.0
2023-11-01,17935235.0
2023-12-01,18779191.0
2024-01-01,20246243.0
2024-02-01,21256116.0
2024-03-01,23794663.0
2024-04-01,24183251.0
2024-05-01,23991063.0
2024-06-01,24550804.0
2024-07-01,25758806.0
2024-08-01,28981958.0
2024-09-01,31957098.0
2024-10-01,33965490.0
2024-11-01,34174754.0
2024-12-01,34493160.0
2025-01-01,36919914.0
2025-02-01,39939753.0
2025-03-01,44918419.0
2025-04-01,53198854.0
2025-05-01,55017939.0
2025-06-01,57125443.0
2025-07-01,60008385.0
2025-08-01,63279210.0
