Tarih,TP_DYVD_D18
2016-02-01,23265525.0
2016-03-01,21283072.0
2016-04-01,20500226.0
2016-05-01,21246888.0
2016-06-01,20004848.0
2016-07-01,23074760.0
2016-08-01,22022356.0
2016-09-01,22124185.0
2016-10-01,21904747.0
2016-11-01,23786562.0
2016-12-01,18839429.0
2017-01-01,20800073.0
2017-02-01,19494023.0
2017-03-01,20000358.0
2017-04-01,19534685.0
2017-05-01,19258219.0
2017-06-01,19288179.0
2017-07-01,20986394.0
2017-08-01,20251213.0
2017-09-01,20261298.0
2017-10-01,21537223.0
2017-11-01,21491073.0
2017-12-01,20057042.0
2018-01-01,19664406.0
2018-02-01,19312963.0
2018-03-01,20658186.0
2018-04-01,21634373.0
2018-05-01,23776684.0
2018-06-01,23892788.0
2018-07-01,25393825.0
2018-08-01,25188885.0
2018-09-01,20564412.0
2018-10-01,17858174.0
2018-11-01,17193985.0
2018-12-01,17448152.0
2019-01-01,21963625.0
2019-02-01,22713409.0
2019-03-01,27365103.0
2019-04-01,28495755.0
2019-05-01,26838117.0
2019-06-01,26335672.0
2019-07-01,24610244.0
2019-08-01,26511114.0
2019-09-01,24424715.0
2019-10-01,24633390.0
2019-11-01,24652827.0
2019-12-01,25595929.0
2020-01-01,27239231.0
2020-02-01,29428963.0
2020-03-01,27469341.0
2020-04-01,36426161.0
2020-05-01,36680987.0
2020-06-01,39058934.0
2020-07-01,43242157.0
2020-08-01,45711953.0
2020-09-01,45536902.0
2020-10-01,49531944.0
2020-11-01,46946226.0
2020-12-01,52389321.0
2021-01-01,52964449.0
2021-02-01,52967635.0
2021-03-01,61569011.0
2021-04-01,61586114.0
2021-05-01,63732512.0
2021-06-01,67397801.0
2021-07-01,64675612.0
2021-08-01,64872371.0
2021-09-01,68202864.0
2021-10-01,70573901.0
2021-11-01,87236945.0
2021-12-01,84132708.0
2022-01-01,79695797.0
2022-02-01,87900393.0
2022-03-01,93822225.0
2022-04-01,96213660.0
2022-05-01,105460834.0
2022-06-01,95981972.0
2022-07-01,97393892.0
2022-08-01,98050817.0
2022-09-01,94450992.0
2022-10-01,92511717.0
2022-11-01,92262019.0
2022-12-01,91636996.0
2023-01-01,95846198.0
2023-02-01,94514933.0
2023-03-01,96401430.0
2023-04-01,98893018.0
2023-05-01,115684641.0
2023-06-01,143381316.0
2023-07-01,154195514.0
2023-08-01,167017123.0
2023-09-01,181751799.0
2023-10-01,184353043.0
2023-11-01,207327306.0
2023-12-01,187347972.0
2024-01-01,194102833.0
2024-02-01,197200684.0
2024-03-01,200353834.0
2024-04-01,203432998.0
2024-05-01,219291518.0
2024-06-01,194292620.0
2024-07-01,193609316.0
2024-08-01,188416389.0
2024-09-01,182737277.0
2024-10-01,195953894.0
2024-11-01,208882908.0
2024-12-01,215376273.0
2025-01-01,217480820.0
2025-02-01,233049142.0
2025-03-01,242560781.0
2025-04-01,248491096.0
2025-05-01,252837028.0
2025-06-01,267192088.0
2025-07-01,267301637.0
2025-08-01,282017167.0
