Tarih,TP_DYVD_D12
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,12537125.0
2012-02-01,15089278.0
2012-03-01,15403829.0
2012-04-01,15864364.0
2012-05-01,16266628.0
2012-06-01,17830697.0
2012-07-01,13218138.0
2012-08-01,13686221.0
2012-09-01,13893049.0
2012-10-01,13213013.0
2012-11-01,13959272.0
2012-12-01,14299285.0
2013-01-01,14110509.0
2013-02-01,14792996.0
2013-03-01,15346352.0
2013-04-01,15796787.0
2013-05-01,16845549.0
2013-06-01,17730510.0
2013-07-01,17779666.0
2013-08-01,18561327.0
2013-09-01,19344879.0
2013-10-01,19167687.0
2013-11-01,20075331.0
2013-12-01,19849607.0
2014-01-01,21105570.0
2014-02-01,21507248.0
2014-03-01,21271207.0
2014-04-01,21178030.0
2014-05-01,21156363.0
2014-06-01,21427966.0
2014-07-01,21853379.0
2014-08-01,22146268.0
2014-09-01,23082497.0
2014-10-01,24151318.0
2014-11-01,24469798.0
2014-12-01,25196771.0
2015-01-01,24127310.0
2015-02-01,25681784.0
2015-03-01,25661168.0
2015-04-01,28032875.0
2015-05-01,27880972.0
2015-06-01,29093860.0
2015-07-01,31467627.0
2015-08-01,34484325.0
2015-09-01,35031382.0
2015-10-01,34875680.0
2015-11-01,33997885.0
2015-12-01,33431452.0
2016-01-01,34178387.0
