Tarih,TP_DYVD_D16
2016-02-01,35500031.85
2016-03-01,34620109.18
2016-04-01,34790707.15
2016-05-01,36128580.64
2016-06-01,36931493.24
2016-07-01,39045407.18
2016-08-01,39501699.4
2016-09-01,40289983.64
2016-10-01,42291032.99
2016-11-01,45869065.65
2016-12-01,49147912.01
2017-01-01,53279293.0
2017-02-01,50204747.18
2017-03-01,50070429.8
2017-04-01,49384510.18
2017-05-01,49049695.86
2017-06-01,48480284.79
2017-07-01,49223295.63
2017-08-01,47042228.95
2017-09-01,47821551.14
2017-10-01,50329078.2
2017-11-01,51942079.75
2017-12-01,54404866.6
2018-01-01,54329965.03
2018-02-01,54690541.23
2018-03-01,57461600.4
2018-04-01,57377247.15
2018-05-01,61964247.2
2018-06-01,63274414.84
2018-07-01,69275643.49
2018-08-01,91948573.27
2018-09-01,83961127.28
2018-10-01,78206088.83
2018-11-01,73225578.88
2018-12-01,76735602.19
2019-01-01,77080135.58
2019-02-01,81061499.36
2019-03-01,85544658.82
2019-04-01,89407442.44
2019-05-01,88547086.38
2019-06-01,85418490.16
2019-07-01,81090107.71
2019-08-01,85065676.77
2019-09-01,81802485.87
2019-10-01,83370265.24
2019-11-01,83152960.56
2019-12-01,85707672.3
2020-01-01,85279622.67
2020-02-01,87797473.84
2020-03-01,92561625.99
2020-04-01,96912624.89
2020-05-01,93023122.46
2020-06-01,91348866.81
2020-07-01,90860526.6
2020-08-01,94765671.63
2020-09-01,99788367.28
2020-10-01,107594783.57
2020-11-01,100801125.83
2020-12-01,95218519.98
2021-01-01,93459785.52
2021-02-01,96120433.99
2021-03-01,107470923.24
2021-04-01,104831333.15
2021-05-01,108122350.92
2021-06-01,108642776.06
2021-07-01,104566684.49
2021-08-01,102122573.31
2021-09-01,109271299.14
2021-10-01,115164576.28
2021-11-01,152708106.66
2021-12-01,163297728.63
2022-01-01,165879711.29
2022-02-01,169229273.52
2022-03-01,176959713.89
2022-04-01,175530376.44
2022-05-01,190397731.28
2022-06-01,194192884.15
2022-07-01,208492977.89
2022-08-01,212813180.71
2022-09-01,215093598.75
2022-10-01,194372243.41
2022-11-01,195700605.13
2022-12-01,196054003.1
2023-01-01,197729285.62
2023-02-01,195870036.36
2023-03-01,200382832.56
2023-04-01,202388463.18
2023-05-01,216240972.46
2023-06-01,270249754.82
2023-07-01,271820451.68
2023-08-01,266200473.45
2023-09-01,286719708.49
2023-10-01,302414044.8
2023-11-01,315780500.58
2023-12-01,332024685.62
2024-01-01,340636213.08
2024-02-01,348956574.64
2024-03-01,355962709.22
2024-04-01,347559082.89
2024-05-01,351983128.14
2024-06-01,342852821.6
2024-07-01,350704839.78
2024-08-01,358626570.93
2024-09-01,370689391.73
2024-10-01,369519314.97
2024-11-01,366286183.2
2024-12-01,354777652.0
2025-01-01,358036001.52
2025-02-01,368272788.08
2025-03-01,389019288.35
2025-04-01,448889742.98
2025-05-01,457284731.58
2025-06-01,481178643.0
2025-07-01,489019196.1
2025-08-01,495149263.95
