Tarih,TP_DYVD_D16
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,7729862.6
2012-02-01,7174174.55
2012-03-01,7244077.52
2012-04-01,7204629.04
2012-05-01,7059736.26
2012-06-01,7383891.73
2012-07-01,7359295.75
2012-08-01,7798512.62
2012-09-01,7714835.5
2012-10-01,7813620.99
2012-11-01,7547545.89
2012-12-01,7657467.95
2013-01-01,7788021.52
2013-02-01,7474911.54
2013-03-01,7771955.27
2013-04-01,7189681.23
2013-05-01,7522450.51
2013-06-01,7845587.91
2013-07-01,8288504.4
2013-08-01,8625919.96
2013-09-01,8707840.05
2013-10-01,8585805.22
2013-11-01,8558667.54
2013-12-01,12567449.86
2014-01-01,13393907.73
2014-02-01,13155613.74
2014-03-01,12644315.34
2014-04-01,13150271.53
2014-05-01,13368718.68
2014-06-01,13555162.95
2014-07-01,13810685.88
2014-08-01,13895072.29
2014-09-01,14267884.15
2014-10-01,14406634.62
2014-11-01,14300295.83
2014-12-01,15695439.41
2015-01-01,15722603.38
2015-02-01,17707212.46
2015-03-01,20316242.56
2015-04-01,22219136.22
2015-05-01,23728952.09
2015-06-01,24613390.2
2015-07-01,27762440.94
2015-08-01,30664670.45
2015-09-01,33625307.21
2015-10-01,33538699.97
2015-11-01,33736999.42
2015-12-01,35017667.99
2016-01-01,35310001.38
