Tarih,TP_DYVD_D13
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,4131651.0
2012-02-01,4179800.0
2012-03-01,4274919.0
2012-04-01,4230383.0
2012-05-01,4178844.0
2012-06-01,4281056.0
2012-07-01,4657506.0
2012-08-01,5604614.0
2012-09-01,6112628.0
2012-10-01,6526235.0
2012-11-01,5903100.0
2012-12-01,6002588.0
2013-01-01,6189247.0
2013-02-01,6111011.0
2013-03-01,6083108.0
2013-04-01,6080967.0
2013-05-01,6391201.0
2013-06-01,6614932.0
2013-07-01,6960661.0
2013-08-01,7580819.0
2013-09-01,7791744.0
2013-10-01,7904728.0
2013-11-01,8028902.0
2013-12-01,8607271.0
2014-01-01,8779519.0
2014-02-01,8737471.0
2014-03-01,8540180.0
2014-04-01,8694612.0
2014-05-01,8609864.0
2014-06-01,8885839.0
2014-07-01,9002102.0
2014-08-01,9352803.0
2014-09-01,9618742.0
2014-10-01,9306398.0
2014-11-01,9249028.0
2014-12-01,9376678.0
2015-01-01,9086570.0
2015-02-01,9318778.0
2015-03-01,9394510.0
2015-04-01,9967089.0
2015-05-01,9842326.0
2015-06-01,10070725.0
2015-07-01,10819183.0
2015-08-01,11966889.0
2015-09-01,12484537.0
2015-10-01,11939461.0
2015-11-01,11472938.0
2015-12-01,11880559.0
2016-01-01,12195797.0
