Tarih,TP_DYVD_D17
2016-02-01,10471178.0
2016-03-01,11539292.0
2016-04-01,11836789.0
2016-05-01,8776402.0
2016-06-01,12353125.0
2016-07-01,9193075.0
2016-08-01,8677595.0
2016-09-01,8444611.0
2016-10-01,8433336.0
2016-11-01,16644264.0
2016-12-01,16144944.0
2017-01-01,22078557.0
2017-02-01,16384803.0
2017-03-01,13855765.0
2017-04-01,15024689.0
2017-05-01,14518500.0
2017-06-01,13358306.0
2017-07-01,14980404.0
2017-08-01,18264868.0
2017-09-01,13485981.0
2017-10-01,16026409.0
2017-11-01,18389503.0
2017-12-01,16663379.0
2018-01-01,17315641.0
2018-02-01,14036303.0
2018-03-01,15135464.0
2018-04-01,16009359.0
2018-05-01,31525096.0
2018-06-01,30468272.0
2018-07-01,33991310.0
2018-08-01,94665010.0
2018-09-01,66350906.0
2018-10-01,48814465.0
2018-11-01,41208604.0
2018-12-01,35972906.0
2019-01-01,36308004.0
2019-02-01,29928088.0
2019-03-01,29970135.0
2019-04-01,32544701.0
2019-05-01,33370395.0
2019-06-01,31824391.0
2019-07-01,33922764.0
2019-08-01,32580796.0
2019-09-01,33455898.0
2019-10-01,33775818.0
2019-11-01,30930281.0
2019-12-01,28097713.0
2020-01-01,31411472.0
2020-02-01,32765110.0
2020-03-01,38589044.0
2020-04-01,33078510.0
2020-05-01,37526604.0
2020-06-01,35469176.0
2020-07-01,40370500.0
2020-08-01,40185958.0
2020-09-01,43775246.0
2020-10-01,46237784.0
2020-11-01,42856902.0
2020-12-01,40007418.0
2021-01-01,37493426.0
2021-02-01,35178158.0
2021-03-01,39071382.0
2021-04-01,34946656.0
2021-05-01,34478149.0
2021-06-01,34214867.0
2021-07-01,31910844.0
2021-08-01,29793812.0
2021-09-01,32437839.0
2021-10-01,34054093.0
2021-11-01,57390611.0
2021-12-01,53530823.0
2022-01-01,49777385.0
2022-02-01,52214211.0
2022-03-01,50400562.0
2022-04-01,53310663.0
2022-05-01,62877522.0
2022-06-01,68227569.0
2022-07-01,68023886.0
2022-08-01,70847853.0
2022-09-01,72896448.0
2022-10-01,66627597.0
2022-11-01,55420097.0
2022-12-01,52446942.0
2023-01-01,53859203.0
2023-02-01,59837463.0
2023-03-01,53121214.0
2023-04-01,48981700.0
2023-05-01,56373427.0
2023-06-01,59129502.0
2023-07-01,51113115.0
2023-08-01,48065787.0
2023-09-01,58002449.0
2023-10-01,61155415.0
2023-11-01,51816830.0
2023-12-01,52940711.0
2024-01-01,51712733.0
2024-02-01,52368505.0
2024-03-01,65202291.0
2024-04-01,71093527.0
2024-05-01,76126924.0
2024-06-01,78148981.0
2024-07-01,80274331.0
2024-08-01,72300072.0
2024-09-01,82465445.0
2024-10-01,87669670.0
2024-11-01,87030682.0
2024-12-01,83628238.0
2025-01-01,79823860.0
2025-02-01,77750435.0
2025-03-01,80302351.0
2025-04-01,118487196.0
2025-05-01,104483362.0
2025-06-01,137579694.0
2025-07-01,106216750.0
2025-08-01,105740820.0
