Tarih,TP_DYVD_D22
2016-03-01,1251356.0
2016-04-01,1261243.0
2016-05-01,1262784.0
2016-06-01,1315828.0
2016-07-01,1603378.0
2016-08-01,1521459.0
2016-09-01,1558758.0
2016-10-01,1686479.0
2016-11-01,1818085.0
2016-12-01,1948146.0
2017-01-01,2183218.0
2017-02-01,2151412.0
2017-03-01,2162568.0
2017-04-01,2140540.0
2017-05-01,2112753.0
2017-06-01,2040066.0
2017-07-01,1702828.0
2017-08-01,1698912.0
2017-09-01,1679501.0
2017-10-01,1815966.0
2017-11-01,2023244.0
2017-12-01,1986749.0
2018-01-01,1074584.0
2018-02-01,1069988.0
2018-03-01,1088939.0
2018-04-01,1123112.0
2018-05-01,1240673.0
2018-06-01,1235025.0
2018-07-01,1339792.0
2018-08-01,1179707.0
2018-09-01,1112191.0
2018-10-01,1060105.0
2018-11-01,998736.0
2018-12-01,1057773.0
2019-01-01,1034538.0
2019-02-01,1048650.0
2019-03-01,1105464.0
2019-04-01,1193383.0
2019-05-01,1177740.0
2019-06-01,1147347.0
2019-07-01,1138312.0
2019-08-01,1306112.0
2019-09-01,1341365.0
2019-10-01,1413013.0
2019-11-01,1454483.0
2019-12-01,1548611.0
2020-01-01,1653275.0
2020-02-01,1948467.0
2020-03-01,2121373.0
2020-04-01,2528193.0
2020-05-01,2596642.0
2020-06-01,2678847.0
2020-07-01,3181187.0
2020-08-01,3743177.0
2020-09-01,4028180.0
2020-10-01,4342093.0
2020-11-01,3947984.0
2020-12-01,3918379.0
2021-01-01,3871578.0
2021-02-01,3923098.0
2021-03-01,4428898.0
2021-04-01,4628848.0
2021-05-01,4929184.0
2021-06-01,4686605.0
2021-07-01,4688214.0
2021-08-01,4541768.0
2021-09-01,4552227.0
2021-10-01,4870065.0
2021-11-01,6498428.0
2021-12-01,6806395.0
2022-01-01,6639568.0
2022-02-01,7259381.0
2022-03-01,7706062.0
2022-04-01,7879497.0
2022-05-01,8508068.0
2022-06-01,8324015.0
2022-07-01,8970192.0
2022-08-01,9012066.0
2022-09-01,9185233.0
2022-10-01,9210134.0
2022-11-01,10761305.0
2022-12-01,12379505.0
2023-01-01,13176437.0
2023-02-01,12990531.0
2023-03-01,14439572.0
2023-04-01,15209614.0
2023-05-01,15774871.0
2023-06-01,18935900.0
2023-07-01,19892930.0
2023-08-01,19691328.0
2023-09-01,19476680.0
2023-10-01,21282676.0
2023-11-01,22153713.0
2023-12-01,23244460.0
2024-01-01,24762614.0
2024-02-01,25870141.0
2024-03-01,28913727.0
2024-04-01,29446994.0
2024-05-01,29237173.0
2024-06-01,29924703.0
2024-07-01,31397220.0
2024-08-01,35207044.0
2024-09-01,38794866.0
2024-10-01,41094283.0
2024-11-01,41056611.0
2024-12-01,41385685.0
2025-01-01,44225347.0
2025-02-01,47715232.0
2025-03-01,54292592.0
2025-04-01,63640494.0
2025-05-01,65790776.0
2025-06-01,67965221.0
2025-07-01,71011686.0
2025-08-01,74691198.0
