Tarih,TP_DF_TU_KAP
2001-02-06,676516.0
2001-02-07,677379.0
2001-02-08,681351.0
2001-02-09,680153.0
2001-02-12,679682.0
2001-02-13,680236.0
2001-02-14,682686.0
2001-02-15,685998.0
2001-02-16,685724.0
2001-02-19,682735.0
2001-02-20,687689.0
2001-02-21,686107.0
2001-02-22,981000.0
2001-02-23,1200000.0
2001-02-26,955000.0
2001-02-27,985000.0
2001-02-28,980000.0
2001-03-01,939000.0
2001-03-02,913000.0
2001-03-05,
2001-03-06,
2001-03-07,
2001-03-08,
2001-03-09,900000.0
2001-03-12,922644.0
2001-03-13,955000.0
2001-03-14,1001000.0
2001-03-15,1026000.0
2001-03-16,1011000.0
2001-03-19,994000.0
2001-03-20,982000.0
2001-03-21,980000.0
2001-03-22,984275.0
2001-03-23,977000.0
2001-03-26,984000.0
2001-03-27,986000.0
2001-03-28,997000.0
2001-03-29,1100000.0
2001-03-30,1070000.0
2001-04-02,1120115.0
2001-04-03,1220000.0
2001-04-04,1240000.0
2001-04-05,
2001-04-06,
2001-04-09,1240000.0
2001-04-10,1285000.0
2001-04-11,1295000.0
2001-04-12,1271000.0
2001-04-13,
2001-04-16,1175000.0
2001-04-17,
2001-04-18,1256000.0
2001-04-19,1235000.0
2001-04-20,
2001-04-23,
2001-04-24,1247000.0
2001-04-25,
2001-04-26,1235000.0
2001-04-27,
2001-04-30,
2001-05-01,
2001-05-02,1165000.0
2001-05-03,1169000.0
2001-05-04,
2001-05-07,
2001-05-08,
2001-05-09,
2001-05-10,
2001-05-11,1150000.0
2001-05-14,
2001-05-15,
2001-05-16,
2001-05-17,
2001-05-18,1108000.0
2001-05-21,1116000.0
2001-05-22,1110000.0
2001-05-23,1114000.0
2001-05-24,
2001-05-25,1107000.0
2001-05-28,1124000.0
2001-05-29,
2001-05-30,
2001-05-31,
2001-06-01,1154000.0
2001-06-04,1142000.0
2001-06-05,1175000.0
2001-06-06,
2001-06-07,1169000.0
2001-06-08,1169000.0
2001-06-11,1190000.0
2001-06-12,1192000.0
2001-06-13,1230000.0
2001-06-14,
2001-06-15,1195000.0
2001-06-18,1229000.0
2001-06-19,
2001-06-20,
2001-06-21,
2001-06-22,
2001-06-25,1300000.0
2001-06-26,
2001-06-27,
2001-06-28,1273000.0
2001-06-29,1260000.0
2001-07-02,1260000.0
2001-07-03,1275000.0
2001-07-04,1278000.0
2001-07-05,1278000.0
2001-07-06,1334000.0
2001-07-09,1304000.0
2001-07-10,1310000.0
2001-07-11,
2001-07-12,
2001-07-13,
2001-07-16,1384000.0
2001-07-17,
2001-07-18,
2001-07-19,1340000.0
2001-07-20,
2001-07-23,1320000.0
2001-07-24,1315000.0
2001-07-25,
2001-07-26,1320000.0
2001-07-27,
2001-07-30,1323000.0
2001-07-31,1330000.0
2001-08-01,
2001-08-02,1342000.0
2001-08-03,1342000.0
2001-08-06,1345000.0
2001-08-07,1365000.0
2001-08-08,1373000.0
2001-08-09,1380000.0
2001-08-10,1385000.0
2001-08-13,1399000.0
2001-08-14,1469000.0
2001-08-15,1515000.0
2001-08-16,1478000.0
2001-08-17,1462000.0
2001-08-20,1425000.0
2001-08-21,1437000.0
2001-08-22,1460000.0
2001-08-23,1470000.0
2001-08-24,1472000.0
2001-08-27,1426000.0
2001-08-28,1407000.0
2001-08-29,1373000.0
2001-08-30,
2001-08-31,1365000.0
2001-09-03,1392000.0
2001-09-04,1422000.0
2001-09-05,1414000.0
2001-09-06,1409000.0
2001-09-07,1402000.0
2001-09-10,1428000.0
2001-09-11,1425000.0
2001-09-12,1465000.0
2001-09-13,
2001-09-14,
2001-09-17,
2001-09-18,
2001-09-19,
2001-09-20,
2001-09-21,
2001-09-24,
2001-09-25,
2001-09-26,
2001-09-27,
2001-09-28,
2001-10-01,
2001-10-02,
2001-10-03,
2001-10-04,
2001-10-05,
2001-10-08,1633000.0
2001-10-09,
2001-10-10,
2001-10-11,
2001-10-12,
2001-10-15,
2001-10-16,
2001-10-17,
2001-10-18,
2001-10-19,
2001-10-22,
2001-10-23,
2001-10-24,
2001-10-25,
2001-10-26,
2001-10-29,
2001-10-30,
2001-10-31,
2001-11-01,
2001-11-02,
2001-11-05,
2001-11-06,
2001-11-07,
2001-11-08,
2001-11-09,
2001-11-12,
2001-11-13,
2001-11-14,
2001-11-15,
2001-11-16,
2001-11-19,
2001-11-20,
2001-11-21,
2001-11-22,
2001-11-23,
2001-11-26,
2001-11-27,
2001-11-28,
2001-11-29,
2001-11-30,
2001-12-03,1490000.0
2001-12-04,1478000.0
2001-12-05,1455000.0
2001-12-06,1455000.0
2001-12-07,1450000.0
2001-12-10,1445000.0
2001-12-11,1437000.0
2001-12-12,1428000.0
2001-12-13,1410000.0
2001-12-14,1436000.0
2001-12-17,
2001-12-18,
2001-12-19,1470000.0
2001-12-20,1482000.0
2001-12-21,1474000.0
2001-12-24,1477000.0
2001-12-25,
2001-12-26,
2001-12-27,1457000.0
2001-12-28,1441000.0
2001-12-31,1446000.0
2002-01-01,
2002-01-02,1449000.0
2002-01-03,1433000.0
2002-01-04,1413000.0
2002-01-07,1397000.0
2002-01-08,1393000.0
2002-01-09,1401000.0
2002-01-10,1388000.0
2002-01-11,1377000.0
2002-01-14,1362000.0
2002-01-15,1370000.0
2002-01-16,1373000.0
2002-01-17,1363000.0
2002-01-18,1349000.0
2002-01-21,1324000.0
2002-01-22,1336000.0
2002-01-23,1352000.0
2002-01-24,
2002-01-25,1330000.0
2002-01-28,
2002-01-29,1321000.0
2002-01-30,1328000.0
2002-01-31,1311000.0
2002-02-01,1303000.0
2002-02-04,1313000.0
2002-02-05,1308000.0
2002-02-06,1330000.0
2002-02-07,1335000.0
2002-02-08,1372000.0
2002-02-11,1385000.0
2002-02-12,1371000.0
2002-02-13,1348000.0
2002-02-14,1347000.0
2002-02-15,1343000.0
2002-02-18,1356000.0
2002-02-19,1365000.0
2002-02-20,1376000.0
2002-02-21,1365000.0
2002-02-22,
2002-02-25,
2002-02-26,
2002-02-27,
2002-02-28,1390000.0
2002-03-01,1390000.0
2002-03-04,
2002-03-05,
2002-03-06,1381000.0
2002-03-07,
2002-03-08,1363000.0
2002-03-11,1364000.0
2002-03-12,1364000.0
2002-03-13,1359000.0
2002-03-14,1354000.0
2002-03-15,1347000.0
2002-03-18,1352000.0
2002-03-19,1365000.0
2002-03-20,1348000.0
2002-03-21,1350000.0
2002-03-22,1339000.0
2002-03-25,1347000.0
2002-03-26,1344000.0
2002-03-27,1335000.0
2002-03-28,1339000.0
2002-03-29,1340000.0
2002-04-01,
2002-04-02,
2002-04-03,
2002-04-04,
2002-04-05,
2002-04-08,1315000.0
2002-04-09,
2002-04-10,
2002-04-11,
2002-04-12,
2002-04-15,
2002-04-16,1299000.0
2002-04-17,1309000.0
2002-04-18,
2002-04-19,
2002-04-22,1324000.0
2002-04-23,
2002-04-24,
2002-04-25,1371000.0
2002-04-26,
2002-04-29,
2002-04-30,
2002-05-01,
2002-05-02,
2002-05-03,1363000.0
2002-05-06,1379000.0
2002-05-07,
2002-05-08,1379000.0
2002-05-09,1383000.0
2002-05-10,
2002-05-13,
2002-05-14,
2002-05-15,
2002-05-16,
2002-05-17,
2002-05-20,1425000.0
2002-05-21,
2002-05-22,
2002-05-23,
2002-05-24,
2002-05-27,
2002-05-28,
2002-05-29,
2002-05-30,
2002-05-31,1433286.0
2002-06-03,
2002-06-04,
2002-06-05,
2002-06-06,
2002-06-07,
2002-06-10,
2002-06-11,1509000.0
2002-06-12,
2002-06-13,
2002-06-14,
2002-06-17,
2002-06-18,
2002-06-19,
2002-06-20,
2002-06-21,
2002-06-24,
2002-06-25,
2002-06-26,1631300.0
2002-06-27,
2002-06-28,1570942.0
2002-07-01,
2002-07-02,
2002-07-03,
2002-07-04,
2002-07-05,
2002-07-08,
2002-07-09,
2002-07-10,1667000.0
2002-07-11,1700000.0
2002-07-12,1661000.0
2002-07-15,
2002-07-16,1681000.0
2002-07-17,1673000.0
2002-07-18,1661000.0
2002-07-19,1662000.0
2002-07-22,1676000.0
2002-07-23,
2002-07-24,
2002-07-25,
2002-07-26,
2002-07-29,1699259.0
2002-07-30,
2002-07-31,1698000.0
2002-08-01,1680000.0
2002-08-02,1650000.0
2002-08-05,
2002-08-06,
2002-08-07,
2002-08-08,
2002-08-09,
2002-08-12,1644000.0
2002-08-13,
2002-08-14,1633000.0
2002-08-15,1659000.0
2002-08-16,1641000.0
2002-08-19,1644000.0
2002-08-20,1633000.0
2002-08-21,
2002-08-22,
2002-08-23,
2002-08-26,1632500.0
2002-08-27,1629000.0
2002-08-28,
2002-08-29,1627000.0
2002-08-30,
2002-09-02,
2002-09-03,
2002-09-04,
2002-09-05,
2002-09-06,
2002-09-09,
2002-09-10,
2002-09-11,
2002-09-12,
2002-09-13,
2002-09-16,
2002-09-17,
2002-09-18,
2002-09-19,
2002-09-20,
2002-09-23,
2002-09-24,
2002-09-25,
2002-09-26,
2002-09-27,
2002-09-30,
2002-10-01,
2002-10-02,
2002-10-03,
2002-10-04,
2002-10-07,
2002-10-08,
2002-10-09,
2002-10-10,
2002-10-11,
2002-10-14,
2002-10-15,
2002-10-16,
2002-10-17,
2002-10-18,
2002-10-21,
2002-10-22,
2002-10-23,
2002-10-24,
2002-10-25,
2002-10-28,
2002-10-29,
2002-10-30,
2002-10-31,
2002-11-01,
2002-11-04,
2002-11-05,
2002-11-06,
2002-11-07,
2002-11-08,
2002-11-11,
2002-11-12,
2002-11-13,
2002-11-14,
2002-11-15,
2002-11-18,
2002-11-19,
2002-11-20,
2002-11-21,
2002-11-22,
2002-11-25,
2002-11-26,
2002-11-27,
2002-11-28,
2002-11-29,
2002-12-02,
2002-12-03,
2002-12-04,
2002-12-05,
2002-12-06,
2002-12-09,
2002-12-10,
2002-12-11,
2002-12-12,
2002-12-13,
2002-12-16,
2002-12-17,
2002-12-18,
2002-12-19,
2002-12-20,
2002-12-23,
2002-12-24,
2002-12-25,
2002-12-26,
2002-12-27,
2002-12-30,
2002-12-31,
2003-01-01,
2003-01-02,
2003-01-03,
2003-01-06,
2003-01-07,
2003-01-08,
2003-01-09,
2003-01-10,
2003-01-13,
2003-01-14,
2003-01-15,
2003-01-16,
2003-01-17,
2003-01-20,
2003-01-21,
2003-01-22,
2003-01-23,
2003-01-24,
2003-01-27,
2003-01-28,
2003-01-29,
2003-01-30,
2003-01-31,
2003-02-03,
2003-02-04,
2003-02-05,
2003-02-06,
2003-02-07,
2003-02-10,
2003-02-11,
2003-02-12,
2003-02-13,
2003-02-14,
2003-02-17,
2003-02-18,
2003-02-19,
2003-02-20,
2003-02-21,
2003-02-24,
2003-02-25,
2003-02-26,
2003-02-27,
2003-02-28,
2003-03-03,
2003-03-04,
2003-03-05,
2003-03-06,
2003-03-07,
2003-03-10,
2003-03-11,
2003-03-12,
2003-03-13,
2003-03-14,
2003-03-17,
2003-03-18,
2003-03-19,
2003-03-20,
2003-03-21,
2003-03-24,
2003-03-25,
2003-03-26,
2003-03-27,
2003-03-28,
2003-03-31,
2003-04-01,
2003-04-02,
2003-04-03,
2003-04-04,
2003-04-07,
2003-04-08,
2003-04-09,
2003-04-10,
2003-04-11,
2003-04-14,
2003-04-15,
2003-04-16,
2003-04-17,
2003-04-18,
2003-04-21,
2003-04-22,
2003-04-23,
2003-04-24,
2003-04-25,
2003-04-28,
2003-04-29,
2003-04-30,
2003-05-01,
2003-05-02,
2003-05-05,
2003-05-06,
2003-05-07,
2003-05-08,
2003-05-09,
2003-05-12,
2003-05-13,
2003-05-14,
2003-05-15,
2003-05-16,
2003-05-19,
2003-05-20,
2003-05-21,
2003-05-22,
2003-05-23,
2003-05-26,
2003-05-27,
2003-05-28,
2003-05-29,
2003-05-30,
2003-06-02,
2003-06-03,
2003-06-04,
2003-06-05,
2003-06-06,
2003-06-09,
2003-06-10,
2003-06-11,
2003-06-12,
2003-06-13,
2003-06-16,
2003-06-17,
2003-06-18,
2003-06-19,
2003-06-20,
2003-06-23,
2003-06-24,
2003-06-25,
2003-06-26,
2003-06-27,
2003-06-30,
2003-07-01,
2003-07-02,
2003-07-03,
2003-07-04,
2003-07-07,
2003-07-08,
2003-07-09,
2003-07-10,
2003-07-11,
2003-07-14,
2003-07-15,
2003-07-16,
2003-07-17,
2003-07-18,
2003-07-21,
2003-07-22,
2003-07-23,
2003-07-24,
2003-07-25,
2003-07-28,
2003-07-29,
2003-07-30,
2003-07-31,
2003-08-01,
2003-08-04,
2003-08-05,
2003-08-06,
2003-08-07,
2003-08-08,
2003-08-11,
2003-08-12,
2003-08-13,
2003-08-14,
2003-08-15,
2003-08-18,
2003-08-19,
2003-08-20,
2003-08-21,
2003-08-22,
2003-08-25,
2003-08-26,
2003-08-27,
2003-08-28,
2003-08-29,
2003-09-01,
2003-09-02,
2003-09-03,
2003-09-04,
2003-09-05,
2003-09-08,
2003-09-09,
2003-09-10,
2003-09-11,
2003-09-12,
2003-09-15,
2003-09-16,
2003-09-17,
2003-09-18,
2003-09-19,
2003-09-22,
2003-09-23,
2003-09-24,
2003-09-25,
2003-09-26,
2003-09-29,
2003-09-30,
2003-10-01,
2003-10-02,
2003-10-03,
2003-10-06,
2003-10-07,
2003-10-08,
2003-10-09,
2003-10-10,
2003-10-13,
2003-10-14,
2003-10-15,
2003-10-16,
2003-10-17,
2003-10-20,
2003-10-21,
2003-10-22,
2003-10-23,
2003-10-24,
2003-10-27,
2003-10-28,
2003-10-29,
2003-10-30,
2003-10-31,
2003-11-03,
2003-11-04,
2003-11-05,
2003-11-06,
2003-11-07,
2003-11-10,
2003-11-11,
2003-11-12,
2003-11-13,
2003-11-14,
2003-11-17,
2003-11-18,
2003-11-19,
2003-11-20,
2003-11-21,
2003-11-24,
2003-11-25,
2003-11-26,
2003-11-27,
2003-11-28,
2003-12-01,
2003-12-02,
2003-12-03,
2003-12-04,
2003-12-05,
2003-12-08,
2003-12-09,
2003-12-10,
2003-12-11,
2003-12-12,
2003-12-15,
2003-12-16,
2003-12-17,
2003-12-18,
2003-12-19,
2003-12-22,
2003-12-23,
2003-12-24,
2003-12-25,
2003-12-26,
2003-12-29,
2003-12-30,
2003-12-31,
2004-01-01,
2004-01-02,
2004-01-05,
2004-01-06,
2004-01-07,
2004-01-08,
2004-01-09,
2004-01-12,
2004-01-13,
2004-01-14,
2004-01-15,
2004-01-16,
2004-01-19,
2004-01-20,
2004-01-21,
2004-01-22,
2004-01-23,
2004-01-26,
2004-01-27,
2004-01-28,
2004-01-29,
2004-01-30,
2004-02-02,
2004-02-03,
2004-02-04,
2004-02-05,
2004-02-06,
2004-02-09,
2004-02-10,
2004-02-11,
2004-02-12,
2004-02-13,
2004-02-16,
2004-02-17,
2004-02-18,
2004-02-19,
2004-02-20,
2004-02-23,
2004-02-24,
2004-02-25,
2004-02-26,
2004-02-27,
2004-03-01,
2004-03-02,
2004-03-03,
2004-03-04,
2004-03-05,
2004-03-08,
2004-03-09,
2004-03-10,
2004-03-11,
2004-03-12,
2004-03-15,
2004-03-16,
2004-03-17,
2004-03-18,
2004-03-19,
2004-03-22,
2004-03-23,
2004-03-24,
2004-03-25,
2004-03-26,
2004-03-29,
2004-03-30,
2004-03-31,
2004-04-01,
2004-04-02,
2004-04-05,
2004-04-06,
2004-04-07,
2004-04-08,
2004-04-09,
2004-04-12,
2004-04-13,
2004-04-14,
2004-04-15,
2004-04-16,
2004-04-19,
2004-04-20,
2004-04-21,
2004-04-22,
2004-04-23,
2004-04-26,
2004-04-27,
2004-04-28,
2004-04-29,
2004-04-30,
2004-05-03,
2004-05-04,
2004-05-05,
2004-05-06,
2004-05-07,
2004-05-10,
2004-05-11,
2004-05-12,
2004-05-13,
2004-05-14,
2004-05-17,
2004-05-18,
2004-05-19,
2004-05-20,
2004-05-21,
2004-05-24,
2004-05-25,
2004-05-26,
2004-05-27,
2004-05-28,
2004-05-31,
2004-06-01,
2004-06-02,
2004-06-03,
2004-06-04,
2004-06-07,
2004-06-08,
2004-06-09,
2004-06-10,
2004-06-11,
2004-06-14,
2004-06-15,
2004-06-16,
2004-06-17,
2004-06-18,
2004-06-21,
2004-06-22,
2004-06-23,
2004-06-24,
2004-06-25,
2004-06-28,
2004-06-29,
2004-06-30,
2004-07-01,
2004-07-02,
2004-07-05,
2004-07-06,
2004-07-07,
2004-07-08,
2004-07-09,
2004-07-12,
2004-07-13,
2004-07-14,
2004-07-15,
2004-07-16,
2004-07-19,
2004-07-20,
2004-07-21,
2004-07-22,
2004-07-23,
2004-07-26,
2004-07-27,
2004-07-28,
2004-07-29,
2004-07-30,
2004-08-02,
2004-08-03,
2004-08-04,
2004-08-05,
2004-08-06,
2004-08-09,
2004-08-10,
2004-08-11,
2004-08-12,
2004-08-13,
2004-08-16,
2004-08-17,
2004-08-18,
2004-08-19,
2004-08-20,
2004-08-23,
2004-08-24,
2004-08-25,
2004-08-26,
2004-08-27,
2004-08-30,
2004-08-31,
2004-09-01,
2004-09-02,
2004-09-03,
2004-09-06,
2004-09-07,
2004-09-08,
2004-09-09,
2004-09-10,
2004-09-13,
2004-09-14,
2004-09-15,
2004-09-16,
2004-09-17,
2004-09-20,
2004-09-21,
2004-09-22,
2004-09-23,
2004-09-24,
2004-09-27,
2004-09-28,
2004-09-29,
2004-09-30,
2004-10-01,
2004-10-04,
2004-10-05,
2004-10-06,
2004-10-07,
2004-10-08,
2004-10-11,
2004-10-12,
2004-10-13,
2004-10-14,
2004-10-15,
2004-10-18,
2004-10-19,
2004-10-20,
2004-10-21,
2004-10-22,
2004-10-25,
2004-10-26,
2004-10-27,
2004-10-28,
2004-10-29,
2004-11-01,
2004-11-02,
2004-11-03,
2004-11-04,
2004-11-05,
2004-11-08,
2004-11-09,
2004-11-10,
2004-11-11,
2004-11-12,
2004-11-15,
2004-11-16,
2004-11-17,
2004-11-18,
2004-11-19,
2004-11-22,
2004-11-23,
2004-11-24,
2004-11-25,
2004-11-26,
2004-11-29,
2004-11-30,
2004-12-01,
2004-12-02,
2004-12-03,
2004-12-06,
2004-12-07,
2004-12-08,
2004-12-09,
2004-12-10,
2004-12-13,
2004-12-14,
2004-12-15,
2004-12-16,
2004-12-17,
2004-12-20,
2004-12-21,
2004-12-22,
2004-12-23,
2004-12-24,
2004-12-27,
2004-12-28,
2004-12-29,
2004-12-30,
2004-12-31,
2005-01-03,
2005-01-04,
2005-01-05,
2005-01-06,
2005-01-07,
2005-01-10,
2005-01-11,
2005-01-12,
2005-01-13,
2005-01-14,
2005-01-17,
2005-01-18,
2005-01-19,
2005-01-20,
2005-01-21,
2005-01-24,
2005-01-25,
2005-01-26,
2005-01-27,
2005-01-28,
2005-01-31,
2005-02-01,
2005-02-02,
2005-02-03,
2005-02-04,
2005-02-07,
2005-02-08,
2005-02-09,
2005-02-10,
2005-02-11,
2005-02-14,
2005-02-15,
2005-02-16,
2005-02-17,
2005-02-18,
2005-02-21,
2005-02-22,
2005-02-23,
2005-02-24,
2005-02-25,
2005-02-28,
2005-03-01,
2005-03-02,
2005-03-03,
2005-03-04,
2005-03-07,
2005-03-08,
2005-03-09,
2005-03-10,
2005-03-11,
2005-03-14,
2005-03-15,
2005-03-16,
2005-03-17,
2005-03-18,
2005-03-21,
2005-03-22,
2005-03-23,
2005-03-24,
2005-03-25,
2005-03-28,
2005-03-29,
2005-03-30,
2005-03-31,
2005-04-01,
2005-04-04,
2005-04-05,
2005-04-06,
2005-04-07,
2005-04-08,
2005-04-11,
2005-04-12,
2005-04-13,
2005-04-14,
2005-04-15,
2005-04-18,
2005-04-19,
2005-04-20,
2005-04-21,
2005-04-22,
2005-04-25,
2005-04-26,
2005-04-27,
2005-04-28,
2005-04-29,
2005-05-02,
2005-05-03,
2005-05-04,
2005-05-05,
2005-05-06,
2005-05-09,
2005-05-10,
2005-05-11,
2005-05-12,
2005-05-13,
2005-05-16,
2005-05-17,
2005-05-18,
2005-05-19,
2005-05-20,
2005-05-23,
2005-05-24,
2005-05-25,
2005-05-26,
2005-05-27,
2005-05-30,
2005-05-31,
2005-06-01,
2005-06-02,
2005-06-03,
2005-06-06,
2005-06-07,
2005-06-08,
2005-06-09,
2005-06-10,
2005-06-13,
2005-06-14,
2005-06-15,
2005-06-16,
2005-06-17,
2005-06-20,
2005-06-21,
2005-06-22,
2005-06-23,
2005-06-24,
2005-06-27,
2005-06-28,
2005-06-29,
2005-06-30,
2005-07-01,
2005-07-04,
2005-07-05,
2005-07-06,
2005-07-07,
2005-07-08,
2005-07-11,
2005-07-12,
2005-07-13,
2005-07-14,
2005-07-15,
2005-07-18,
2005-07-19,
2005-07-20,
2005-07-21,
2005-07-22,
2005-07-25,
2005-07-26,
2005-07-27,
2005-07-28,
2005-07-29,
2005-08-01,
2005-08-02,
2005-08-03,
2005-08-04,
2005-08-05,
2005-08-08,
2005-08-09,
2005-08-10,
2005-08-11,
2005-08-12,
2005-08-15,
2005-08-16,
2005-08-17,
2005-08-18,
2005-08-19,
2005-08-22,
2005-08-23,
2005-08-24,
