Tarih,TP_KKHARTUT_KT18,TP_KKHARTUT_KT18
2007-09-07,2007-36,
2007-09-14,2007-37,
2007-09-21,2007-38,
2007-09-28,2007-39,
2007-10-05,2007-40,
2007-10-12,2007-41,
2007-10-19,2007-42,
2007-10-26,2007-43,
2007-11-02,2007-44,
2007-11-09,2007-45,
2007-11-16,2007-46,
2007-11-23,2007-47,
2007-11-30,2007-48,
2007-12-07,2007-49,
2007-12-14,2007-50,
2007-12-21,2007-51,
2007-12-28,2007-52,
2008-01-04,2008-1,
2008-01-11,2008-2,
2008-01-18,2008-3,
2008-01-25,2008-4,
2008-02-01,2008-5,
2008-02-08,2008-6,
2008-02-15,2008-7,
2008-02-22,2008-8,
2008-02-29,2008-9,
2008-03-07,2008-10,
2008-03-14,2008-11,
2008-03-21,2008-12,
2008-03-28,2008-13,
2008-04-04,2008-14,
2008-04-11,2008-15,
2008-04-18,2008-16,
2008-04-25,2008-17,
2008-05-02,2008-18,
2008-05-09,2008-19,
2008-05-16,2008-20,
2008-05-23,2008-21,
2008-05-30,2008-22,
2008-06-06,2008-23,
2008-06-13,2008-24,
2008-06-20,2008-25,
2008-06-27,2008-26,
2008-07-04,2008-27,
2008-07-11,2008-28,
2008-07-18,2008-29,
2008-07-25,2008-30,
2008-08-01,2008-31,
2008-08-08,2008-32,
2008-08-15,2008-33,
2008-08-22,2008-34,
2008-08-29,2008-35,
2008-09-05,2008-36,
2008-09-12,2008-37,
2008-09-19,2008-38,
2008-09-26,2008-39,
2008-10-03,2008-40,
2008-10-10,2008-41,
2008-10-17,2008-42,
2008-10-24,2008-43,
2008-10-31,2008-44,
2008-11-07,2008-45,
2008-11-14,2008-46,
2008-11-21,2008-47,
2008-11-28,2008-48,
2008-12-05,2008-49,
2008-12-12,2008-50,
2008-12-19,2008-51,
2008-12-26,2008-52,
2009-01-02,2009-1,
2009-01-09,2009-2,
2009-01-16,2009-3,
2009-01-23,2009-4,
2009-01-30,2009-5,
2009-02-06,2009-6,
2009-02-13,2009-7,
2009-02-20,2009-8,
2009-02-27,2009-9,
2009-03-06,2009-10,
2009-03-13,2009-11,
2009-03-20,2009-12,
2009-03-27,2009-13,
2009-04-03,2009-14,
2009-04-10,2009-15,
2009-04-17,2009-16,
2009-04-24,2009-17,
2009-05-01,2009-18,
2009-05-08,2009-19,
2009-05-15,2009-20,
2009-05-22,2009-21,
2009-05-29,2009-22,
2009-06-05,2009-23,
2009-06-12,2009-24,
2009-06-19,2009-25,
2009-06-26,2009-26,
2009-07-03,2009-27,
2009-07-10,2009-28,
2009-07-17,2009-29,
2009-07-24,2009-30,
2009-07-31,2009-31,
2009-08-07,2009-32,
2009-08-14,2009-33,
2009-08-21,2009-34,
2009-08-28,2009-35,
2009-09-04,2009-36,
2009-09-11,2009-37,
2009-09-18,2009-38,
2009-09-25,2009-39,
2009-10-02,2009-40,
2009-10-09,2009-41,
2009-10-16,2009-42,
2009-10-23,2009-43,
2009-10-30,2009-44,
2009-11-06,2009-45,
2009-11-13,2009-46,
2009-11-20,2009-47,
2009-11-27,2009-48,
2009-12-04,2009-49,
2009-12-11,2009-50,
2009-12-18,2009-51,
2009-12-25,2009-52,
2010-01-01,2010-1,
2010-01-08,2010-2,
2010-01-15,2010-3,
2010-01-22,2010-4,
2010-01-29,2010-5,
2010-02-05,2010-6,
2010-02-12,2010-7,
2010-02-19,2010-8,
2010-02-26,2010-9,
2010-03-05,2010-10,
2010-03-12,2010-11,
2010-03-19,2010-12,
2010-03-26,2010-13,
2010-04-02,2010-14,
2010-04-09,2010-15,
2010-04-16,2010-16,
2010-04-23,2010-17,
2010-04-30,2010-18,
2010-05-07,2010-19,
2010-05-14,2010-20,
2010-05-21,2010-21,
2010-05-28,2010-22,
2010-06-04,2010-23,
2010-06-11,2010-24,
2010-06-18,2010-25,
2010-06-25,2010-26,
2010-07-02,2010-27,
2010-07-09,2010-28,
2010-07-16,2010-29,
2010-07-23,2010-30,
2010-07-30,2010-31,
2010-08-06,2010-32,
2010-08-13,2010-33,
2010-08-20,2010-34,
2010-08-27,2010-35,
2010-09-03,2010-36,
2010-09-10,2010-37,
2010-09-17,2010-38,
2010-09-24,2010-39,
2010-10-01,2010-40,
2010-10-08,2010-41,
2010-10-15,2010-42,
2010-10-22,2010-43,
2010-10-29,2010-44,
2010-11-05,2010-45,
2010-11-12,2010-46,
2010-11-19,2010-47,
2010-11-26,2010-48,
2010-12-03,2010-49,
2010-12-10,2010-50,
2010-12-17,2010-51,
2010-12-24,2010-52,
2010-12-31,2010-53,
2011-01-07,2011-1,
2011-01-14,2011-2,
2011-01-21,2011-3,
2011-01-28,2011-4,
2011-02-04,2011-5,
2011-02-11,2011-6,
2011-02-18,2011-7,
2011-02-25,2011-8,
2011-03-04,2011-9,
2011-03-11,2011-10,
2011-03-18,2011-11,
2011-03-25,2011-12,
2011-04-01,2011-13,
2011-04-08,2011-14,
2011-04-15,2011-15,
2011-04-22,2011-16,
2011-04-29,2011-17,
2011-05-06,2011-18,
2011-05-13,2011-19,
2011-05-20,2011-20,
2011-05-27,2011-21,
2011-06-03,2011-22,
2011-06-10,2011-23,
2011-06-17,2011-24,
2011-06-24,2011-25,
2011-07-01,2011-26,
2011-07-08,2011-27,
2011-07-15,2011-28,
2011-07-22,2011-29,
2011-07-29,2011-30,
2011-08-05,2011-31,
2011-08-12,2011-32,
2011-08-19,2011-33,
2011-08-26,2011-34,
2011-09-02,2011-35,
2011-09-09,2011-36,
2011-09-16,2011-37,
2011-09-23,2011-38,
2011-09-30,2011-39,
2011-10-07,2011-40,
2011-10-14,2011-41,
2011-10-21,2011-42,
2011-10-28,2011-43,
2011-11-04,2011-44,
2011-11-11,2011-45,
2011-11-18,2011-46,
2011-11-25,2011-47,
2011-12-02,2011-48,
2011-12-09,2011-49,
2011-12-16,2011-50,
2011-12-23,2011-51,
2011-12-30,2011-52,
2012-01-06,2012-1,
2012-01-13,2012-2,
2012-01-20,2012-3,
2012-01-27,2012-4,
2012-02-03,2012-5,
2012-02-10,2012-6,
2012-02-17,2012-7,
2012-02-24,2012-8,
2012-03-02,2012-9,
2012-03-09,2012-10,
2012-03-16,2012-11,
2012-03-23,2012-12,
2012-03-30,2012-13,
2012-04-06,2012-14,
2012-04-13,2012-15,
2012-04-20,2012-16,
2012-04-27,2012-17,
2012-05-04,2012-18,
2012-05-11,2012-19,
2012-05-18,2012-20,
2012-05-25,2012-21,
2012-06-01,2012-22,
2012-06-08,2012-23,
2012-06-15,2012-24,
2012-06-22,2012-25,
2012-06-29,2012-26,
2012-07-06,2012-27,
2012-07-13,2012-28,
2012-07-20,2012-29,
2012-07-27,2012-30,
2012-08-03,2012-31,
2012-08-10,2012-32,
2012-08-17,2012-33,
2012-08-24,2012-34,
2012-08-31,2012-35,
2012-09-07,2012-36,
2012-09-14,2012-37,
2012-09-21,2012-38,
2012-09-28,2012-39,
2012-10-05,2012-40,
2012-10-12,2012-41,
2012-10-19,2012-42,
2012-10-26,2012-43,
2012-11-02,2012-44,
2012-11-09,2012-45,
2012-11-16,2012-46,
2012-11-23,2012-47,
2012-11-30,2012-48,
2012-12-07,2012-49,
2012-12-14,2012-50,
2012-12-21,2012-51,
2012-12-28,2012-52,
2013-01-04,2013-1,
2013-01-11,2013-2,
2013-01-18,2013-3,
2013-01-25,2013-4,
2013-02-01,2013-5,
2013-02-08,2013-6,
2013-02-15,2013-7,
2013-02-22,2013-8,
2013-03-01,2013-9,
2013-03-08,2013-10,
2013-03-15,2013-11,
2013-03-22,2013-12,
2013-03-29,2013-13,
2013-04-05,2013-14,
2013-04-12,2013-15,
2013-04-19,2013-16,
2013-04-26,2013-17,
2013-05-03,2013-18,
2013-05-10,2013-19,
2013-05-17,2013-20,
2013-05-24,2013-21,
2013-05-31,2013-22,
2013-06-07,2013-23,
2013-06-14,2013-24,
2013-06-21,2013-25,
2013-06-28,2013-26,
2013-07-05,2013-27,
2013-07-12,2013-28,
2013-07-19,2013-29,
2013-07-26,2013-30,
2013-08-02,2013-31,
2013-08-09,2013-32,
2013-08-16,2013-33,
2013-08-23,2013-34,
2013-08-30,2013-35,
2013-09-06,2013-36,
2013-09-13,2013-37,
2013-09-20,2013-38,
2013-09-27,2013-39,
2013-10-04,2013-40,
2013-10-11,2013-41,
2013-10-18,2013-42,
2013-10-25,2013-43,
2013-11-01,2013-44,
2013-11-08,2013-45,
2013-11-15,2013-46,
2013-11-22,2013-47,
2013-11-29,2013-48,
2013-12-06,2013-49,
2013-12-13,2013-50,
2013-12-20,2013-51,
2013-12-27,2013-52,
2014-01-03,2014-1,
2014-01-10,2014-2,
2014-01-17,2014-3,
2014-01-24,2014-4,
2014-01-31,2014-5,
2014-02-07,2014-6,
2014-02-14,2014-7,
2014-02-21,2014-8,
2014-02-28,2014-9,
2014-03-07,2014-10,39926.0
2014-03-14,2014-11,38980.0
2014-03-21,2014-12,38984.0
2014-03-28,2014-13,41526.0
2014-04-04,2014-14,49715.0
2014-04-11,2014-15,51444.0
2014-04-18,2014-16,57329.0
2014-04-25,2014-17,53874.0
2014-05-02,2014-18,56922.0
2014-05-09,2014-19,60557.0
2014-05-16,2014-20,54833.0
2014-05-23,2014-21,53874.0
2014-05-30,2014-22,58627.0
2014-06-06,2014-23,56367.0
2014-06-13,2014-24,57151.0
2014-06-20,2014-25,61650.0
2014-06-27,2014-26,59373.0
2014-07-04,2014-27,63059.0
2014-07-11,2014-28,56384.0
2014-07-18,2014-29,55909.0
2014-07-25,2014-30,57416.0
2014-08-01,2014-31,26356.0
2014-08-08,2014-32,54063.0
2014-08-15,2014-33,59288.0
2014-08-22,2014-34,61240.0
2014-08-29,2014-35,63236.0
2014-09-05,2014-36,60246.0
2014-09-12,2014-37,59735.0
2014-09-19,2014-38,62198.0
2014-09-26,2014-39,62088.0
2014-10-03,2014-40,65433.0
2014-10-10,2014-41,32922.0
2014-10-17,2014-42,65136.0
2014-10-24,2014-43,62796.0
2014-10-31,2014-44,64050.0
2014-11-07,2014-45,62935.0
2014-11-14,2014-46,67210.0
2014-11-21,2014-47,64122.0
2014-11-28,2014-48,65089.0
2014-12-05,2014-49,62286.0
2014-12-12,2014-50,60562.0
2014-12-19,2014-51,61718.0
2014-12-26,2014-52,60634.0
2015-01-02,2015-1,56529.0
2015-01-09,2015-2,47805.0
2015-01-16,2015-3,56365.0
2015-01-23,2015-4,57337.0
2015-01-30,2015-5,63643.0
2015-02-06,2015-6,56283.0
2015-02-13,2015-7,50841.0
2015-02-20,2015-8,47217.0
2015-02-27,2015-9,52356.0
2015-03-06,2015-10,53486.0
2015-03-13,2015-11,55631.0
2015-03-20,2015-12,55744.0
2015-03-27,2015-13,54216.0
2015-04-03,2015-14,57586.0
2015-04-10,2015-15,56915.0
2015-04-17,2015-16,65722.0
2015-04-24,2015-17,57505.0
2015-05-01,2015-18,65022.0
2015-05-08,2015-19,68860.0
2015-05-15,2015-20,70297.0
2015-05-22,2015-21,67266.0
2015-05-29,2015-22,73603.0
2015-06-05,2015-23,72070.0
2015-06-12,2015-24,71447.0
2015-06-19,2015-25,69205.0
2015-06-26,2015-26,70918.0
2015-07-03,2015-27,75207.0
2015-07-10,2015-28,68353.0
2015-07-17,2015-29,57821.0
2015-07-24,2015-30,56107.0
2015-07-31,2015-31,76295.0
2015-08-07,2015-32,73046.0
2015-08-14,2015-33,73050.0
2015-08-21,2015-34,73769.0
2015-08-28,2015-35,74150.0
2015-09-04,2015-36,76624.0
2015-09-11,2015-37,72873.0
2015-09-18,2015-38,78798.0
2015-09-25,2015-39,43778.0
2015-10-02,2015-40,67466.0
2015-10-09,2015-41,76969.0
2015-10-16,2015-42,81101.0
2015-10-23,2015-43,75714.0
2015-10-30,2015-44,76458.0
2015-11-06,2015-45,80483.0
2015-11-13,2015-46,81695.0
2015-11-20,2015-47,81866.0
2015-11-27,2015-48,74856.0
2015-12-04,2015-49,77261.0
2015-12-11,2015-50,73432.0
2015-12-18,2015-51,76205.0
2015-12-25,2015-52,73188.0
2016-01-01,2016-1,76600.0
2016-01-08,2016-2,62675.0
2016-01-15,2016-3,64342.0
2016-01-22,2016-4,64835.0
2016-01-29,2016-5,62551.0
2016-02-05,2016-6,69353.0
2016-02-12,2016-7,65296.0
2016-02-19,2016-8,69198.0
2016-02-26,2016-9,71073.0
2016-03-04,2016-10,80054.0
2016-03-11,2016-11,73377.0
2016-03-18,2016-12,74405.0
2016-03-25,2016-13,70234.0
2016-04-01,2016-14,79947.0
2016-04-08,2016-15,78476.0
2016-04-15,2016-16,79039.0
2016-04-22,2016-17,88840.0
2016-04-29,2016-18,86353.0
2016-05-06,2016-19,85373.0
2016-05-13,2016-20,85824.0
2016-05-20,2016-21,86199.0
2016-05-27,2016-22,87714.0
2016-06-03,2016-23,92502.0
2016-06-10,2016-24,85487.0
2016-06-17,2016-25,89993.0
2016-06-24,2016-26,98876.0
2016-07-01,2016-27,104946.0
2016-07-08,2016-28,31958.0
2016-07-15,2016-29,88422.0
2016-07-22,2016-30,84724.0
2016-07-29,2016-31,92389.0
2016-08-05,2016-32,93287.0
2016-08-12,2016-33,110398.0
2016-08-19,2016-34,93350.0
2016-08-26,2016-35,92324.0
2016-09-02,2016-36,97268.0
2016-09-09,2016-37,94414.0
2016-09-16,2016-38,27687.0
2016-09-23,2016-39,91615.0
2016-09-30,2016-40,106170.0
2016-10-07,2016-41,101901.0
2016-10-14,2016-42,99149.0
2016-10-21,2016-43,102697.0
2016-10-28,2016-44,102078.0
2016-11-04,2016-45,105249.0
2016-11-11,2016-46,100174.0
2016-11-18,2016-47,101136.0
2016-11-25,2016-48,100709.0
2016-12-02,2016-49,102775.0
2016-12-09,2016-50,96103.0
2016-12-16,2016-51,94722.0
2016-12-23,2016-52,94941.0
2016-12-30,2016-53,99595.0
2017-01-06,2017-1,74054.0
2017-01-13,2017-2,71106.0
2017-01-20,2017-3,78556.0
2017-01-27,2017-4,78781.0
2017-02-03,2017-5,79358.0
2017-02-10,2017-6,81038.0
2017-02-17,2017-7,79293.0
2017-02-24,2017-8,81647.0
2017-03-03,2017-9,101511.0
2017-03-10,2017-10,96773.0
2017-03-17,2017-11,92584.0
2017-03-24,2017-12,96840.0
2017-03-31,2017-13,104465.0
2017-04-07,2017-14,93247.0
2017-04-14,2017-15,96946.0
2017-04-21,2017-16,102896.0
2017-04-28,2017-17,108069.0
2017-05-05,2017-18,103037.0
2017-05-12,2017-19,101545.0
2017-05-19,2017-20,103179.0
2017-05-26,2017-21,108728.0
2017-06-02,2017-22,108153.0
2017-06-09,2017-23,103493.0
2017-06-16,2017-24,112720.0
2017-06-23,2017-25,115621.0
2017-06-30,2017-26,75720.0
2017-07-07,2017-27,129561.0
2017-07-14,2017-28,121289.0
2017-07-21,2017-29,125044.0
2017-07-28,2017-30,122843.0
2017-08-04,2017-31,118505.0
2017-08-11,2017-32,124213.0
2017-08-18,2017-33,122942.0
2017-08-25,2017-34,118998.0
2017-09-01,2017-35,85782.0
2017-09-08,2017-36,79096.0
2017-09-15,2017-37,123350.0
2017-09-22,2017-38,124322.0
2017-09-29,2017-39,135370.0
2017-10-06,2017-40,134091.0
2017-10-13,2017-41,136582.0
2017-10-20,2017-42,136544.0
2017-10-27,2017-43,136402.0
2017-11-03,2017-44,135819.0
2017-11-10,2017-45,131135.0
2017-11-17,2017-46,131348.0
2017-11-24,2017-47,127270.0
2017-12-01,2017-48,136931.0
2017-12-08,2017-49,123181.0
2017-12-15,2017-50,124423.0
2017-12-22,2017-51,131090.0
2017-12-29,2017-52,147848.0
2018-01-05,2018-1,98690.0
2018-01-12,2018-2,107709.0
2018-01-19,2018-3,105952.0
2018-01-26,2018-4,107635.0
2018-02-02,2018-5,118290.0
2018-02-09,2018-6,110578.0
2018-02-16,2018-7,115996.0
2018-02-23,2018-8,113295.0
2018-03-02,2018-9,127746.0
2018-03-09,2018-10,116408.0
2018-03-16,2018-11,121034.0
2018-03-23,2018-12,129589.0
2018-03-30,2018-13,128232.0
2018-04-06,2018-14,129865.0
2018-04-13,2018-15,130050.0
2018-04-20,2018-16,132517.0
2018-04-27,2018-17,128633.0
2018-05-04,2018-18,143470.0
2018-05-11,2018-19,136622.0
2018-05-18,2018-20,138133.0
2018-05-25,2018-21,142993.0
2018-06-01,2018-22,152156.0
2018-06-08,2018-23,136807.0
2018-06-15,2018-24,109312.0
2018-06-22,2018-25,115489.0
2018-06-29,2018-26,149558.0
2018-07-06,2018-27,149136.0
2018-07-13,2018-28,153614.0
2018-07-20,2018-29,150959.0
2018-07-27,2018-30,145923.0
2018-08-03,2018-31,166515.0
2018-08-10,2018-32,140380.0
2018-08-17,2018-33,202143.0
2018-08-24,2018-34,53070.0
2018-08-31,2018-35,165624.0
2018-09-07,2018-36,169788.0
2018-09-14,2018-37,166045.0
2018-09-21,2018-38,179955.0
2018-09-28,2018-39,177849.0
2018-10-05,2018-40,176834.0
2018-10-12,2018-41,166762.0
2018-10-19,2018-42,167607.0
2018-10-26,2018-43,158095.0
2018-11-02,2018-44,160051.0
2018-11-09,2018-45,165532.0
2018-11-16,2018-46,161042.0
2018-11-23,2018-47,154552.0
2018-11-30,2018-48,165630.0
2018-12-07,2018-49,153365.0
2018-12-14,2018-50,143556.0
2018-12-21,2018-51,147073.0
2018-12-28,2018-52,162176.0
2019-01-04,2019-1,116977.0
2019-01-11,2019-2,120080.0
