Tarih,TP_OSUVBG03
2011-07-01,33511485075.0
2011-08-01,34652658665.0
2011-09-01,33950668321.0
2011-10-01,34792448532.0
2011-11-01,34221489979.0
2011-12-01,34932714058.0
2012-01-01,35033977114.0
2012-02-01,35761695204.0
2012-03-01,35530699519.0
2012-04-01,36322058725.0
2012-05-01,35896692081.0
2012-06-01,36122854904.0
2012-07-01,35819019766.0
2012-08-01,35291167115.0
2012-09-01,36887913695.0
2012-10-01,38429838612.0
2012-11-01,39797746588.0
2012-12-01,41747267063.0
2013-01-01,41908330234.0
2013-02-01,42202355187.0
2013-03-01,43095789113.0
2013-04-01,44700602312.0
2013-05-01,45508773744.0
2013-06-01,47035405729.0
2013-07-01,48496392666.0
2013-08-01,48100963046.0
2013-09-01,49213490584.0
2013-10-01,50959632075.0
2013-11-01,51231276558.0
2013-12-01,54670829209.0
2014-01-01,54874096039.0
2014-02-01,55367533589.0
2014-03-01,55921528197.0
2014-04-01,58283949051.0
2014-05-01,58231629246.0
2014-06-01,60325639615.0
2014-07-01,62073930187.0
2014-08-01,61954536479.0
2014-09-01,61887741814.0
2014-10-01,64234819436.0
2014-11-01,64166594282.0
2014-12-01,65813439032.0
2015-01-01,65284780326.0
2015-02-01,66092179078.0
2015-03-01,68684534787.0
2015-04-01,70202266868.0
2015-05-01,75030385960.0
2015-06-01,75416345649.0
2015-07-01,76578340787.0
2015-08-01,78660794480.0
2015-09-01,82036222032.0
2015-10-01,83464480913.0
2015-11-01,84705307017.0
2015-12-01,86021105810.0
2016-01-01,85771243507.0
2016-02-01,86871247776.0
2016-03-01,87647438148.0
2016-04-01,88384593574.0
2016-05-01,87784800018.0
2016-06-01,89941604202.0
2016-07-01,88716457583.0
2016-08-01,88609672808.0
2016-09-01,88015174008.0
2016-10-01,89124831881.0
2016-11-01,87994073844.0
2016-12-01,87419421277.0
2017-01-01,87752509687.0
2017-02-01,87516474638.0
2017-03-01,88444200413.0
2017-04-01,88413850395.0
2017-05-01,90865523087.0
2017-06-01,92177272277.0
2017-07-01,93135182734.0
2017-08-01,93181387418.0
2017-09-01,92306670109.0
2017-10-01,94434352629.0
2017-11-01,93698369612.0
2017-12-01,96316620326.0
2018-01-01,98359633135.0
2018-02-01,98673160490.0
2018-03-01,97509724327.0
2018-04-01,97434201354.0
2018-05-01,95947353651.0
2018-06-01,94992982968.0
2018-07-01,94117893989.0
2018-08-01,92626338407.0
2018-09-01,89218569122.0
2018-10-01,87533990418.0
2018-11-01,86968803919.0
2018-12-01,85454294191.0
2019-01-01,85390402977.0
2019-02-01,85169142958.0
2019-03-01,85699009401.0
2019-04-01,84040786333.0
2019-05-01,82980026756.0
2019-06-01,81403734794.0
2019-07-01,79109282463.0
2019-08-01,78223504470.0
2019-09-01,77108271786.0
2019-10-01,74361407700.0
2019-11-01,75164012850.0
2019-12-01,64411136660.0
2020-01-01,63394979465.0
2020-02-01,63241092478.0
2020-03-01,63098618265.0
2020-04-01,61582421645.0
2020-05-01,61094270256.0
2020-06-01,60652701575.0
2020-07-01,61393019179.0
2020-08-01,61574127864.0
2020-09-01,61748606813.0
2020-10-01,61261876283.0
2020-11-01,60787816760.0
2020-12-01,61194828844.0
2021-01-01,61816348913.0
2021-02-01,61581934830.0
2021-03-01,60193509251.0
2021-04-01,59426250266.0
2021-05-01,58858661388.0
2021-06-01,57959439730.0
2021-07-01,57477914304.0
2021-08-01,56927070740.0
2021-09-01,56699553386.0
2021-10-01,55716995188.0
2021-11-01,55498674460.0
2021-12-01,55978018163.0
2022-01-01,55684068807.0
2022-02-01,54293732298.0
2022-03-01,53235800275.0
2022-04-01,52142272137.0
2022-05-01,50928293093.0
2022-06-01,50476043061.0
2022-07-01,49840511840.0
2022-08-01,49563819037.0
2022-09-01,48470627842.0
2022-10-01,46466798978.0
2022-11-01,45560510278.0
2022-12-01,44055660504.0
2023-01-01,42766107368.0
2023-02-01,42793594566.0
2023-03-01,42123573976.0
2023-04-01,41904841317.0
2023-05-01,42214430240.0
2023-06-01,42538069962.0
2023-07-01,42770862904.0
2023-08-01,43202102846.0
2023-09-01,45226989091.0
2023-10-01,45843035303.0
2023-11-01,48402404802.0
2023-12-01,48401116888.0
2024-01-01,48642101277.0
2024-02-01,49657800022.0
2024-03-01,50590470513.0
2024-04-01,49264503182.0
2024-05-01,50848288759.0
2024-06-01,52700420569.0
2024-07-01,52852595342.0
2024-08-01,53337425608.0
2024-09-01,53774076097.0
2024-10-01,53483321896.0
2024-11-01,53654070477.0
2024-12-01,55302721914.0
2025-01-01,56022340065.0
2025-02-01,57101825715.0
2025-03-01,59745832486.0
2025-04-01,61658613939.0
2025-05-01,63817093500.0
2025-06-01,68426000264.0
2025-07-01,71194202358.0
2025-08-01,73566687139.0
