Tarih,TP_TLDTHVADE_KB5,TP_TLDTHVADE_KB5
2007-03-16,2007-11,2070641.0
2007-03-23,2007-12,2070778.0
2007-03-30,2007-13,2645991.0
2007-04-06,2007-14,2592837.0
2007-04-13,2007-15,2652190.0
2007-04-20,2007-16,3016149.0
2007-04-27,2007-17,3032643.0
2007-05-04,2007-18,2892182.0
2007-05-11,2007-19,3083075.0
2007-05-18,2007-20,3209328.0
2007-05-25,2007-21,3218860.0
2007-06-01,2007-22,3158756.0
2007-06-08,2007-23,3164021.0
2007-06-15,2007-24,3175750.0
2007-06-22,2007-25,3170338.0
2007-06-29,2007-26,3222160.0
2007-07-06,2007-27,3249613.0
2007-07-13,2007-28,3357217.0
2007-07-20,2007-29,3408088.0
2007-07-27,2007-30,3613316.0
2007-08-03,2007-31,3690247.0
2007-08-10,2007-32,3736924.0
2007-08-17,2007-33,3753585.0
2007-08-24,2007-34,3453728.0
2007-08-31,2007-35,3394946.0
2007-09-07,2007-36,3471888.0
2007-09-14,2007-37,3503390.0
2007-09-21,2007-38,3629233.0
2007-09-28,2007-39,3684979.0
2007-10-05,2007-40,3700541.0
2007-10-12,2007-41,3722231.0
2007-10-19,2007-42,3641894.0
2007-10-26,2007-43,3667506.0
2007-11-02,2007-44,3635437.0
2007-11-09,2007-45,3660786.0
2007-11-16,2007-46,3651990.0
2007-11-23,2007-47,3590297.0
2007-11-30,2007-48,3510131.0
2007-12-07,2007-49,3571506.0
2007-12-14,2007-50,3562364.0
2007-12-21,2007-51,3559608.0
2007-12-28,2007-52,3681304.0
2008-01-04,2008-1,3706480.0
2008-01-11,2008-2,3702823.0
2008-01-18,2008-3,3700257.0
2008-01-25,2008-4,3642832.0
2008-02-01,2008-5,3602988.0
2008-02-08,2008-6,3539154.0
2008-02-15,2008-7,3527153.0
2008-02-22,2008-8,3466527.0
2008-02-29,2008-9,3465981.0
2008-03-07,2008-10,3488011.0
2008-03-14,2008-11,3545149.0
2008-03-21,2008-12,3482758.0
2008-03-28,2008-13,3382735.0
2008-04-04,2008-14,3496982.0
2008-04-11,2008-15,3246265.0
2008-04-18,2008-16,2961712.0
2008-04-25,2008-17,2942719.0
2008-05-02,2008-18,2955103.0
2008-05-09,2008-19,2922192.0
2008-05-16,2008-20,2946513.0
2008-05-23,2008-21,3003181.0
2008-05-30,2008-22,3000622.0
2008-06-06,2008-23,3046459.0
2008-06-13,2008-24,3001950.0
2008-06-20,2008-25,3003114.0
2008-06-27,2008-26,2920757.0
2008-07-04,2008-27,3308577.0
2008-07-11,2008-28,3336029.0
2008-07-18,2008-29,3468183.0
2008-07-25,2008-30,4069787.0
2008-08-01,2008-31,4057796.0
2008-08-08,2008-32,4399135.0
2008-08-15,2008-33,4410375.0
2008-08-22,2008-34,4460930.0
2008-08-29,2008-35,4475802.0
2008-09-05,2008-36,4386200.0
2008-09-12,2008-37,4391268.0
2008-09-19,2008-38,4453631.0
2008-09-26,2008-39,4375289.0
2008-10-03,2008-40,4293355.0
2008-10-10,2008-41,4328367.0
2008-10-17,2008-42,4309495.0
2008-10-24,2008-43,4308939.0
2008-10-31,2008-44,4310804.0
2008-11-07,2008-45,4307229.0
2008-11-14,2008-46,4258489.0
2008-11-21,2008-47,4161727.0
2008-11-28,2008-48,4332850.0
2008-12-05,2008-49,4355358.0
2008-12-12,2008-50,4341751.0
2008-12-19,2008-51,4472289.0
2008-12-26,2008-52,4510829.0
2009-01-02,2009-1,4614266.0
2009-01-09,2009-2,4299716.0
2009-01-16,2009-3,4056477.0
2009-01-23,2009-4,4111867.0
2009-01-30,2009-5,4117557.0
2009-02-06,2009-6,4144087.0
2009-02-13,2009-7,4147741.0
2009-02-20,2009-8,4155934.0
2009-02-27,2009-9,4142580.0
2009-03-06,2009-10,4101353.0
2009-03-13,2009-11,4102435.0
2009-03-20,2009-12,4159782.0
2009-03-27,2009-13,4222332.0
2009-04-03,2009-14,4316059.0
2009-04-10,2009-15,4256163.0
2009-04-17,2009-16,4306552.0
2009-04-24,2009-17,4431201.0
2009-05-01,2009-18,4450947.0
2009-05-08,2009-19,4539204.0
2009-05-15,2009-20,4574689.0
2009-05-22,2009-21,4599244.0
2009-05-29,2009-22,4592152.0
2009-06-05,2009-23,4572475.0
2009-06-12,2009-24,4578068.0
2009-06-19,2009-25,4577352.0
2009-06-26,2009-26,4488058.0
2009-07-03,2009-27,4260949.0
2009-07-10,2009-28,4236581.0
2009-07-17,2009-29,4298208.0
2009-07-24,2009-30,4444113.0
2009-07-31,2009-31,4482474.0
2009-08-07,2009-32,4553003.0
2009-08-14,2009-33,4596213.0
2009-08-21,2009-34,4610118.0
2009-08-28,2009-35,4609857.0
2009-09-04,2009-36,4575078.0
2009-09-11,2009-37,4882916.0
2009-09-18,2009-38,4925989.0
2009-09-25,2009-39,4947771.0
2009-10-02,2009-40,4937564.0
2009-10-09,2009-41,5324194.0
2009-10-16,2009-42,5341549.0
2009-10-23,2009-43,5377997.0
2009-10-30,2009-44,5381721.0
2009-11-06,2009-45,5372519.0
2009-11-13,2009-46,5366635.0
2009-11-20,2009-47,5219771.0
2009-11-27,2009-48,5219728.0
2009-12-04,2009-49,5224135.0
2009-12-11,2009-50,5194904.0
2009-12-18,2009-51,5048578.0
2009-12-25,2009-52,5038761.0
2010-01-01,2010-1,4985031.0
2010-01-08,2010-2,4808534.0
2010-01-15,2010-3,4716701.0
2010-01-22,2010-4,4716645.0
2010-01-29,2010-5,4055037.0
2010-02-05,2010-6,3727190.0
2010-02-12,2010-7,3719377.0
2010-02-19,2010-8,3695905.0
2010-02-26,2010-9,3686267.0
2010-03-05,2010-10,3667953.0
2010-03-12,2010-11,3662812.0
2010-03-19,2010-12,3380304.0
2010-03-26,2010-13,3395333.0
2010-04-02,2010-14,3376890.0
2010-04-09,2010-15,3232757.0
2010-04-16,2010-16,3210952.0
2010-04-23,2010-17,3207522.0
2010-04-30,2010-18,3199186.0
2010-05-07,2010-19,3165678.0
2010-05-14,2010-20,3104222.0
2010-05-21,2010-21,3039789.0
2010-05-28,2010-22,3033156.0
2010-06-04,2010-23,3031492.0
2010-06-11,2010-24,3018022.0
2010-06-18,2010-25,3025736.0
2010-06-25,2010-26,3096962.0
2010-07-02,2010-27,3096199.0
2010-07-09,2010-28,3090847.0
2010-07-16,2010-29,3328321.0
2010-07-23,2010-30,3201678.0
2010-07-30,2010-31,3263611.0
2010-08-06,2010-32,3271879.0
2010-08-13,2010-33,3282838.0
2010-08-20,2010-34,3308111.0
2010-08-27,2010-35,3271810.0
2010-09-03,2010-36,3267118.0
2010-09-10,2010-37,3274996.0
2010-09-17,2010-38,3383596.0
2010-09-24,2010-39,3424856.0
2010-10-01,2010-40,3495346.0
2010-10-08,2010-41,3514849.0
2010-10-15,2010-42,3555392.0
2010-10-22,2010-43,3598554.0
2010-10-29,2010-44,3775203.0
2010-11-05,2010-45,3911896.0
2010-11-12,2010-46,3926793.0
2010-11-19,2010-47,
2010-11-26,2010-48,3932960.0
2010-12-03,2010-49,3952592.0
2010-12-10,2010-50,4000992.0
2010-12-17,2010-51,4035355.0
2010-12-24,2010-52,4124728.0
2010-12-31,2010-53,4471827.0
2011-01-07,2011-1,4785180.0
2011-01-14,2011-2,5451070.0
2011-01-21,2011-3,5613455.0
2011-01-28,2011-4,5743041.0
2011-02-04,2011-5,6315843.0
2011-02-11,2011-6,6608893.0
2011-02-18,2011-7,6882361.0
2011-02-25,2011-8,7024127.0
2011-03-04,2011-9,7028713.0
2011-03-11,2011-10,7188601.0
2011-03-18,2011-11,7205826.0
2011-03-25,2011-12,7268538.0
2011-04-01,2011-13,7516196.0
2011-04-08,2011-14,7924204.0
2011-04-15,2011-15,8638928.0
2011-04-22,2011-16,9543330.0
2011-04-29,2011-17,9998201.0
2011-05-06,2011-18,10492471.0
2011-05-13,2011-19,10940579.0
2011-05-20,2011-20,11061036.0
2011-05-27,2011-21,11144428.0
2011-06-03,2011-22,11390408.0
2011-06-10,2011-23,11543836.0
2011-06-17,2011-24,11675301.0
2011-06-24,2011-25,11797374.0
2011-07-01,2011-26,12138746.0
2011-07-08,2011-27,12306206.0
2011-07-15,2011-28,12168751.0
2011-07-22,2011-29,12381597.0
2011-07-29,2011-30,12608742.0
2011-08-05,2011-31,13871634.0
2011-08-12,2011-32,14111884.0
2011-08-19,2011-33,14328915.0
2011-08-26,2011-34,14656887.0
2011-09-02,2011-35,14684860.0
2011-09-09,2011-36,14939320.0
2011-09-16,2011-37,15406964.0
2011-09-23,2011-38,15798725.0
2011-09-30,2011-39,16005355.0
2011-10-07,2011-40,16025904.0
2011-10-14,2011-41,16048201.0
2011-10-21,2011-42,15880636.0
2011-10-28,2011-43,15643966.0
2011-11-04,2011-44,15396687.0
2011-11-11,2011-45,15322968.0
2011-11-18,2011-46,15226244.0
2011-11-25,2011-47,15210680.0
2011-12-02,2011-48,14852857.0
2011-12-09,2011-49,14782755.0
2011-12-16,2011-50,14622412.0
2011-12-23,2011-51,14753284.0
2011-12-30,2011-52,14594732.0
2012-01-06,2012-1,13863714.0
2012-01-13,2012-2,13911852.0
2012-01-20,2012-3,12925580.0
2012-01-27,2012-4,12907978.0
2012-02-03,2012-5,12424804.0
2012-02-10,2012-6,12345603.0
2012-02-17,2012-7,12870045.0
2012-02-24,2012-8,12703458.0
2012-03-02,2012-9,13121118.0
2012-03-09,2012-10,13271603.0
2012-03-16,2012-11,13250317.0
2012-03-23,2012-12,13045219.0
2012-03-30,2012-13,13013024.0
2012-04-06,2012-14,12739186.0
2012-04-13,2012-15,12697739.0
2012-04-20,2012-16,11945630.0
2012-04-27,2012-17,11724960.0
2012-05-04,2012-18,11732585.0
2012-05-11,2012-19,11603759.0
2012-05-18,2012-20,11502485.0
2012-05-25,2012-21,11507710.0
2012-06-01,2012-22,11351492.0
2012-06-08,2012-23,11467144.0
2012-06-15,2012-24,11423294.0
2012-06-22,2012-25,11311791.0
2012-06-29,2012-26,11354251.0
2012-07-06,2012-27,11338558.0
2012-07-13,2012-28,11335078.0
2012-07-20,2012-29,11315179.0
2012-07-27,2012-30,11180473.0
2012-08-03,2012-31,11161378.0
2012-08-10,2012-32,11108182.0
2012-08-17,2012-33,10772539.0
2012-08-24,2012-34,10525747.0
2012-08-31,2012-35,10350454.0
2012-09-07,2012-36,10354917.0
2012-09-14,2012-37,10211233.0
2012-09-21,2012-38,10053480.0
2012-09-28,2012-39,9687377.0
2012-10-05,2012-40,9593482.0
2012-10-12,2012-41,9345044.0
2012-10-19,2012-42,9343959.0
2012-10-26,2012-43,9345758.0
2012-11-02,2012-44,9350620.0
2012-11-09,2012-45,9518625.0
2012-11-16,2012-46,9612644.0
2012-11-23,2012-47,9733886.0
2012-11-30,2012-48,9844323.0
2012-12-07,2012-49,10111163.0
2012-12-14,2012-50,10211819.0
2012-12-21,2012-51,10321215.0
2012-12-28,2012-52,10588572.0
2013-01-04,2013-1,11518684.0
2013-01-11,2013-2,13392358.0
2013-01-18,2013-3,14168219.0
2013-01-25,2013-4,15551577.0
2013-02-01,2013-5,17441876.0
2013-02-08,2013-6,18634003.0
2013-02-15,2013-7,19899174.0
2013-02-22,2013-8,20432472.0
2013-03-01,2013-9,21539689.0
2013-03-08,2013-10,22514259.0
2013-03-15,2013-11,23815564.0
2013-03-22,2013-12,24776282.0
2013-03-29,2013-13,26631395.0
2013-04-05,2013-14,27164212.0
2013-04-12,2013-15,27591180.0
2013-04-19,2013-16,28790010.0
2013-04-26,2013-17,29260473.0
2013-05-03,2013-18,29904130.0
2013-05-10,2013-19,30723604.0
2013-05-17,2013-20,31996828.0
2013-05-24,2013-21,32808597.0
2013-05-31,2013-22,33803367.0
2013-06-07,2013-23,34066401.0
2013-06-14,2013-24,34125188.0
2013-06-21,2013-25,34218804.0
2013-06-28,2013-26,33969450.0
2013-07-05,2013-27,33697025.0
2013-07-12,2013-28,32170881.0
2013-07-19,2013-29,31791870.0
2013-07-26,2013-30,31908832.0
2013-08-02,2013-31,31476124.0
2013-08-09,2013-32,31071039.0
2013-08-16,2013-33,31608697.0
2013-08-23,2013-34,30969226.0
2013-08-30,2013-35,30152459.0
2013-09-06,2013-36,29236398.0
2013-09-13,2013-37,28370402.0
2013-09-20,2013-38,28452276.0
2013-09-27,2013-39,27211998.0
2013-10-04,2013-40,26900121.0
2013-10-11,2013-41,26220744.0
2013-10-18,2013-42,
2013-10-25,2013-43,25969770.0
2013-11-01,2013-44,25222364.0
2013-11-08,2013-45,24907355.0
2013-11-15,2013-46,24440916.0
2013-11-22,2013-47,24716102.0
2013-11-29,2013-48,24834816.0
2013-12-06,2013-49,23965259.0
2013-12-13,2013-50,24496334.0
2013-12-20,2013-51,25098379.0
2013-12-27,2013-52,24769779.0
2014-01-03,2014-1,24337817.0
2014-01-10,2014-2,23959365.0
2014-01-17,2014-3,23714261.0
2014-01-24,2014-4,23820859.0
2014-01-31,2014-5,22875574.0
2014-02-07,2014-6,22860576.0
2014-02-14,2014-7,22390091.0
2014-02-21,2014-8,22341070.0
2014-02-28,2014-9,21455647.0
2014-03-07,2014-10,21300051.0
2014-03-14,2014-11,21325260.0
2014-03-21,2014-12,21557399.0
2014-03-28,2014-13,21590753.0
2014-04-04,2014-14,21103143.0
2014-04-11,2014-15,21523878.0
2014-04-18,2014-16,21625282.0
2014-04-25,2014-17,21864070.0
2014-05-02,2014-18,22264039.0
2014-05-09,2014-19,22622889.0
2014-05-16,2014-20,23454906.0
2014-05-23,2014-21,23133426.0
2014-05-30,2014-22,22723013.0
2014-06-06,2014-23,23667985.0
2014-06-13,2014-24,23859297.0
2014-06-20,2014-25,24611190.0
2014-06-27,2014-26,24617505.0
2014-07-04,2014-27,24448242.0
2014-07-11,2014-28,24547143.0
2014-07-18,2014-29,24575982.0
2014-07-25,2014-30,24973955.0
2014-08-01,2014-31,24934068.0
2014-08-08,2014-32,25214311.0
2014-08-15,2014-33,25676198.0
2014-08-22,2014-34,25664860.0
2014-08-29,2014-35,25767097.0
2014-09-05,2014-36,25426480.0
2014-09-12,2014-37,25434446.0
2014-09-19,2014-38,26041586.0
2014-09-26,2014-39,24598743.0
2014-10-03,2014-40,24599065.0
2014-10-10,2014-41,24528233.0
2014-10-17,2014-42,24630314.0
2014-10-24,2014-43,24653479.0
2014-10-31,2014-44,24927091.0
2014-11-07,2014-45,25164928.0
2014-11-14,2014-46,25215922.0
2014-11-21,2014-47,24419561.0
2014-11-28,2014-48,24889414.0
2014-12-05,2014-49,24758782.0
2014-12-12,2014-50,24720579.0
2014-12-19,2014-51,25607012.0
2014-12-26,2014-52,25462620.0
2015-01-02,2015-1,25476798.0
2015-01-09,2015-2,25247095.0
2015-01-16,2015-3,25981778.0
2015-01-23,2015-4,26223294.0
2015-01-30,2015-5,26660405.0
2015-02-06,2015-6,26663490.0
2015-02-13,2015-7,25322441.0
2015-02-20,2015-8,29460384.0
2015-02-27,2015-9,29722688.0
2015-03-06,2015-10,29703078.0
2015-03-13,2015-11,29915362.0
2015-03-20,2015-12,30539887.0
2015-03-27,2015-13,29666743.0
2015-04-03,2015-14,29691051.0
2015-04-10,2015-15,30146035.0
2015-04-17,2015-16,30158913.0
2015-04-24,2015-17,29798199.0
2015-05-01,2015-18,28720892.0
2015-05-08,2015-19,28116521.0
2015-05-15,2015-20,28790284.0
2015-05-22,2015-21,28615965.0
2015-05-29,2015-22,28675176.0
2015-06-05,2015-23,27567796.0
2015-06-12,2015-24,27210605.0
2015-06-19,2015-25,26341350.0
2015-06-26,2015-26,26210479.0
2015-07-03,2015-27,25835472.0
2015-07-10,2015-28,26273788.0
2015-07-17,2015-29,25642334.0
2015-07-24,2015-30,25900636.0
2015-07-31,2015-31,25921286.0
2015-08-07,2015-32,25744608.0
2015-08-14,2015-33,25689188.0
2015-08-21,2015-34,22087308.0
2015-08-28,2015-35,21770765.0
2015-09-04,2015-36,21683740.0
2015-09-11,2015-37,21461372.0
2015-09-18,2015-38,21727629.0
2015-09-25,2015-39,21701557.0
2015-10-02,2015-40,21820417.0
2015-10-09,2015-41,21639013.0
2015-10-16,2015-42,22013225.0
2015-10-23,2015-43,22062797.0
2015-10-30,2015-44,22258570.0
2015-11-06,2015-45,22217271.0
2015-11-13,2015-46,22232423.0
2015-11-20,2015-47,22738489.0
2015-11-27,2015-48,22689974.0
2015-12-04,2015-49,22198008.0
2015-12-11,2015-50,22211104.0
2015-12-18,2015-51,22046848.0
2015-12-25,2015-52,22128683.0
2016-01-01,2016-1,22082681.0
2016-01-08,2016-2,22206000.0
2016-01-15,2016-3,22420106.0
2016-01-22,2016-4,22123084.0
2016-01-29,2016-5,21927493.0
2016-02-05,2016-6,22099560.0
2016-02-12,2016-7,22547699.0
2016-02-19,2016-8,23315575.0
2016-02-26,2016-9,23211562.0
2016-03-04,2016-10,23544653.0
2016-03-11,2016-11,23492489.0
2016-03-18,2016-12,24054664.0
2016-03-25,2016-13,24219889.0
2016-04-01,2016-14,24754935.0
2016-04-08,2016-15,24864539.0
2016-04-15,2016-16,25401602.0
2016-04-22,2016-17,25623564.0
2016-04-29,2016-18,25983384.0
2016-05-06,2016-19,25022145.0
2016-05-13,2016-20,25083482.0
2016-05-20,2016-21,25176733.0
2016-05-27,2016-22,25477756.0
2016-06-03,2016-23,25172468.0
2016-06-10,2016-24,24974645.0
2016-06-17,2016-25,25834640.0
2016-06-24,2016-26,26022903.0
2016-07-01,2016-27,26170460.0
