Tarih,TP_TLDTHVADE_KB12,TP_TLDTHVADE_KB12
2007-03-16,2007-11,116347626.85
2007-03-23,2007-12,115533879.29
2007-03-30,2007-13,117022832.85
2007-04-06,2007-14,115873386.03
2007-04-13,2007-15,118044404.34
2007-04-20,2007-16,118364002.74
2007-04-27,2007-17,116816271.9
2007-05-04,2007-18,117353295.09
2007-05-11,2007-19,117347259.37
2007-05-18,2007-20,116284549.02
2007-05-25,2007-21,117651567.91
2007-06-01,2007-22,116974314.45
2007-06-08,2007-23,116509988.88
2007-06-15,2007-24,117768869.12
2007-06-22,2007-25,116543300.8
2007-06-29,2007-26,117994008.15
2007-07-06,2007-27,117236017.53
2007-07-13,2007-28,118559612.16
2007-07-20,2007-29,119080218.69
2007-07-27,2007-30,117700207.53
2007-08-03,2007-31,117325485.58
2007-08-10,2007-32,116326160.02
2007-08-17,2007-33,123232804.03
2007-08-24,2007-34,118765737.64
2007-08-31,2007-35,120477199.1
2007-09-07,2007-36,118169857.61
2007-09-14,2007-37,117279100.25
2007-09-21,2007-38,116935502.0
2007-09-28,2007-39,115501772.1
2007-10-05,2007-40,114911600.97
2007-10-12,2007-41,113578363.18
2007-10-19,2007-42,116927374.45
2007-10-26,2007-43,117322150.06
2007-11-02,2007-44,115487096.49
2007-11-09,2007-45,117341581.7
2007-11-16,2007-46,115830598.42
2007-11-23,2007-47,117135601.3
2007-11-30,2007-48,116219729.49
2007-12-07,2007-49,114511183.04
2007-12-14,2007-50,115669485.21
2007-12-21,2007-51,116050196.28
2007-12-28,2007-52,117827780.59
2008-01-04,2008-1,118847026.47
2008-01-11,2008-2,117722308.62
2008-01-18,2008-3,118870322.92
2008-01-25,2008-4,119638092.56
2008-02-01,2008-5,119172150.76
2008-02-08,2008-6,119414869.53
2008-02-15,2008-7,119616830.39
2008-02-22,2008-8,120062604.74
2008-02-29,2008-9,119471881.88
2008-03-07,2008-10,120753428.54
2008-03-14,2008-11,125022290.52
2008-03-21,2008-12,124532185.13
2008-03-28,2008-13,127083835.68
2008-04-04,2008-14,128286905.11
2008-04-11,2008-15,132394492.19
2008-04-18,2008-16,134496066.22
2008-04-25,2008-17,134218881.19
2008-05-02,2008-18,133676345.29
2008-05-09,2008-19,133240974.94
2008-05-16,2008-20,132481481.04
2008-05-23,2008-21,135248347.79
2008-05-30,2008-22,133110994.87
2008-06-06,2008-23,133006844.95
2008-06-13,2008-24,134274325.75
2008-06-20,2008-25,133827532.05
2008-06-27,2008-26,134635648.52
2008-07-04,2008-27,137594469.69
2008-07-11,2008-28,134756577.01
2008-07-18,2008-29,135397421.63
2008-07-25,2008-30,137028569.21
2008-08-01,2008-31,133534337.12
2008-08-08,2008-32,134212385.38
2008-08-15,2008-33,130892073.76
2008-08-22,2008-34,131709971.61
2008-08-29,2008-35,131481446.17
2008-09-05,2008-36,132646598.5
2008-09-12,2008-37,133543854.98
2008-09-19,2008-38,137484750.85
2008-09-26,2008-39,134221944.41
2008-10-03,2008-40,133771323.96
2008-10-10,2008-41,140266957.67
2008-10-17,2008-42,145910658.6
2008-10-24,2008-43,159494894.11
2008-10-31,2008-44,142927502.75
2008-11-07,2008-45,145084125.29
2008-11-14,2008-46,151348624.93
2008-11-21,2008-47,155016565.8
2008-11-28,2008-48,147915356.37
2008-12-05,2008-49,147370959.3
2008-12-12,2008-50,149593273.77
2008-12-19,2008-51,152835251.23
2008-12-26,2008-52,150347564.99
2009-01-02,2009-1,151228310.41
2009-01-09,2009-2,150476564.36
2009-01-16,2009-3,154773120.45
2009-01-23,2009-4,155171435.18
2009-01-30,2009-5,152580332.1
2009-02-06,2009-6,153825604.91
2009-02-13,2009-7,153029026.32
2009-02-20,2009-8,152320799.17
2009-02-27,2009-9,153932648.84
2009-03-06,2009-10,155835148.71
2009-03-13,2009-11,161650187.77
2009-03-20,2009-12,158429770.35
2009-03-27,2009-13,158437135.18
2009-04-03,2009-14,156668989.47
2009-04-10,2009-15,153826664.44
2009-04-17,2009-16,155618449.47
2009-04-24,2009-17,157530631.98
2009-05-01,2009-18,155583146.12
2009-05-08,2009-19,152068906.24
2009-05-15,2009-20,156882318.71
2009-05-22,2009-21,154607456.87
2009-05-29,2009-22,155324100.19
2009-06-05,2009-23,155487323.95
2009-06-12,2009-24,154159500.25
2009-06-19,2009-25,154755627.82
2009-06-26,2009-26,155028757.72
2009-07-03,2009-27,154454891.28
2009-07-10,2009-28,155082904.42
2009-07-17,2009-29,155286718.52
2009-07-24,2009-30,154333533.78
2009-07-31,2009-31,154466092.54
2009-08-07,2009-32,157682938.77
2009-08-14,2009-33,156962640.91
2009-08-21,2009-34,157642198.66
2009-08-28,2009-35,158696124.34
2009-09-04,2009-36,158768463.29
2009-09-11,2009-37,160794058.3
2009-09-18,2009-38,160140207.04
2009-09-25,2009-39,162031217.77
2009-10-02,2009-40,161379933.47
2009-10-09,2009-41,159319394.92
2009-10-16,2009-42,160960899.2
2009-10-23,2009-43,160640279.06
2009-10-30,2009-44,162278143.12
2009-11-06,2009-45,160506228.21
2009-11-13,2009-46,161958377.79
2009-11-20,2009-47,162479095.99
2009-11-27,2009-48,161175791.48
2009-12-04,2009-49,160426462.61
2009-12-11,2009-50,160791448.3
2009-12-18,2009-51,160974876.35
2009-12-25,2009-52,162949041.49
2010-01-01,2010-1,160346943.34
2010-01-08,2010-2,159974027.28
2010-01-15,2010-3,161086819.91
2010-01-22,2010-4,161455188.71
2010-01-29,2010-5,160769816.75
2010-02-05,2010-6,160696152.43
2010-02-12,2010-7,160482098.08
2010-02-19,2010-8,159753527.48
2010-02-26,2010-9,160405804.71
2010-03-05,2010-10,158539128.3
2010-03-12,2010-11,159405474.69
2010-03-19,2010-12,159702107.45
2010-03-26,2010-13,159825854.29
2010-04-02,2010-14,160971471.07
2010-04-09,2010-15,160111746.64
2010-04-16,2010-16,162075562.19
2010-04-23,2010-17,161443042.25
2010-04-30,2010-18,161796945.06
2010-05-07,2010-19,164294603.28
2010-05-14,2010-20,159805360.73
2010-05-21,2010-21,161483642.62
2010-05-28,2010-22,157494905.74
2010-06-04,2010-23,157965647.32
2010-06-11,2010-24,157706699.47
2010-06-18,2010-25,157739984.47
2010-06-25,2010-26,160385007.82
2010-07-02,2010-27,160926508.13
2010-07-09,2010-28,161743018.57
2010-07-16,2010-29,162174345.55
2010-07-23,2010-30,163896241.13
2010-07-30,2010-31,163394147.79
2010-08-06,2010-32,164692322.38
2010-08-13,2010-33,164467196.18
2010-08-20,2010-34,164011562.17
2010-08-27,2010-35,165115256.98
2010-09-03,2010-36,164455144.11
2010-09-10,2010-37,164267761.76
2010-09-17,2010-38,165841486.67
2010-09-24,2010-39,167960901.63
2010-10-01,2010-40,167823422.48
2010-10-08,2010-41,169119124.26
2010-10-15,2010-42,168235656.1
2010-10-22,2010-43,170702469.69
2010-10-29,2010-44,170487563.85
2010-11-05,2010-45,170994372.72
2010-11-12,2010-46,172441215.91
2010-11-19,2010-47,
2010-11-26,2010-48,166448832.39
2010-12-03,2010-49,170255085.75
2010-12-10,2010-50,170257491.97
2010-12-17,2010-51,171301510.24
2010-12-24,2010-52,171805693.32
2010-12-31,2010-53,170591169.26
2011-01-07,2011-1,168154902.19
2011-01-14,2011-2,167667705.19
2011-01-21,2011-3,170884868.42
2011-01-28,2011-4,170951154.03
2011-02-04,2011-5,169681884.44
2011-02-11,2011-6,168307339.06
2011-02-18,2011-7,170742755.95
2011-02-25,2011-8,175184598.21
2011-03-04,2011-9,174815170.28
2011-03-11,2011-10,174471891.94
2011-03-18,2011-11,176506976.89
2011-03-25,2011-12,179272916.45
2011-04-01,2011-13,178003176.96
2011-04-08,2011-14,177747727.27
2011-04-15,2011-15,180095808.96
2011-04-22,2011-16,179669181.11
2011-04-29,2011-17,178946865.53
2011-05-06,2011-18,179819087.2
2011-05-13,2011-19,180919167.29
2011-05-20,2011-20,179914758.13
2011-05-27,2011-21,182304434.87
2011-06-03,2011-22,179336481.58
2011-06-10,2011-23,180850783.21
2011-06-17,2011-24,184378502.98
2011-06-24,2011-25,186711037.47
2011-07-01,2011-26,182478421.3
2011-07-08,2011-27,183918989.1
2011-07-15,2011-28,186737051.47
2011-07-22,2011-29,190288663.35
2011-07-29,2011-30,189350728.39
2011-08-05,2011-31,194363636.55
2011-08-12,2011-32,198501042.1
2011-08-19,2011-33,199883052.49
2011-08-26,2011-34,198040597.94
2011-09-02,2011-35,197497058.25
2011-09-09,2011-36,200202859.38
2011-09-16,2011-37,200560569.25
2011-09-23,2011-38,203342364.38
2011-09-30,2011-39,203340924.71
2011-10-07,2011-40,203699691.85
2011-10-14,2011-41,217335309.3
2011-10-21,2011-42,219713721.52
2011-10-28,2011-43,212726353.25
2011-11-04,2011-44,212546752.1
2011-11-11,2011-45,215128889.31
2011-11-18,2011-46,217354457.81
2011-11-25,2011-47,220605788.77
2011-12-02,2011-48,216905654.03
2011-12-09,2011-49,219705081.92
2011-12-16,2011-50,223333294.81
2011-12-23,2011-51,224751223.78
2011-12-30,2011-52,222476597.01
2012-01-06,2012-1,222378736.28
2012-01-13,2012-2,220378012.38
2012-01-20,2012-3,219912547.57
2012-01-27,2012-4,219458157.48
2012-02-03,2012-5,217914460.13
2012-02-10,2012-6,219846973.13
2012-02-17,2012-7,220844653.69
2012-02-24,2012-8,223918522.61
2012-03-02,2012-9,223496461.15
2012-03-09,2012-10,225691032.59
2012-03-16,2012-11,227922830.1
2012-03-23,2012-12,228387156.98
2012-03-30,2012-13,226565558.87
2012-04-06,2012-14,227214669.56
2012-04-13,2012-15,229474820.67
2012-04-20,2012-16,230982126.12
2012-04-27,2012-17,228175067.75
2012-05-04,2012-18,228217667.51
2012-05-11,2012-19,231614003.93
2012-05-18,2012-20,235508395.27
2012-05-25,2012-21,234854769.77
2012-06-01,2012-22,237155246.1
2012-06-08,2012-23,235109956.01
2012-06-15,2012-24,235069240.31
2012-06-22,2012-25,235387464.15
2012-06-29,2012-26,236398496.06
2012-07-06,2012-27,236343981.02
2012-07-13,2012-28,235143063.66
2012-07-20,2012-29,234370982.47
2012-07-27,2012-30,234199967.07
2012-08-03,2012-31,230985297.99
2012-08-10,2012-32,232206736.48
2012-08-17,2012-33,232316916.73
2012-08-24,2012-34,231656749.32
2012-08-31,2012-35,231076952.25
2012-09-07,2012-36,231131812.53
2012-09-14,2012-37,233478642.49
2012-09-21,2012-38,232228490.72
2012-09-28,2012-39,230829298.37
2012-10-05,2012-40,231792490.52
2012-10-12,2012-41,232682307.5
2012-10-19,2012-42,232559280.31
2012-10-26,2012-43,233092392.84
2012-11-02,2012-44,231770218.38
2012-11-09,2012-45,231712077.57
2012-11-16,2012-46,231312832.4
2012-11-23,2012-47,232381953.99
2012-11-30,2012-48,231199755.6
2012-12-07,2012-49,231755077.46
2012-12-14,2012-50,233183329.38
2012-12-21,2012-51,236826587.79
2012-12-28,2012-52,239477186.42
2013-01-04,2013-1,234967191.2
2013-01-11,2013-2,237921640.14
2013-01-18,2013-3,240028033.4
2013-01-25,2013-4,241278254.6
2013-02-01,2013-5,240712039.04
2013-02-08,2013-6,241196034.12
2013-02-15,2013-7,239082250.24
2013-02-22,2013-8,239510414.45
2013-03-01,2013-9,238500708.22
2013-03-08,2013-10,238498581.36
2013-03-15,2013-11,241309042.97
2013-03-22,2013-12,240628861.44
2013-03-29,2013-13,240457496.69
2013-04-05,2013-14,242572246.58
2013-04-12,2013-15,245018166.17
2013-04-19,2013-16,247868348.98
2013-04-26,2013-17,247907235.65
2013-05-03,2013-18,247330757.07
2013-05-10,2013-19,247743613.76
2013-05-17,2013-20,246886456.55
2013-05-24,2013-21,248669035.36
2013-05-31,2013-22,256118378.97
2013-06-07,2013-23,255070616.63
2013-06-14,2013-24,252071970.95
2013-06-21,2013-25,260906481.49
2013-06-28,2013-26,255246255.52
2013-07-05,2013-27,256360659.02
2013-07-12,2013-28,263435809.85
2013-07-19,2013-29,263281489.45
2013-07-26,2013-30,268016275.25
2013-08-02,2013-31,274449913.46
2013-08-09,2013-32,273435671.3
2013-08-16,2013-33,279209195.39
2013-08-23,2013-34,288592874.13
2013-08-30,2013-35,295662183.77
2013-09-06,2013-36,301786790.51
2013-09-13,2013-37,299327785.35
2013-09-20,2013-38,297565164.8
2013-09-27,2013-39,302304886.76
2013-10-04,2013-40,297342374.59
2013-10-11,2013-41,296050511.66
2013-10-18,2013-42,
2013-10-25,2013-43,300441051.51
2013-11-01,2013-44,300478667.66
2013-11-08,2013-45,303523481.61
2013-11-15,2013-46,306375917.74
2013-11-22,2013-47,305857301.29
2013-11-29,2013-48,309091085.11
2013-12-06,2013-49,314544181.26
2013-12-13,2013-50,315081524.53
2013-12-20,2013-51,326463772.7
2013-12-27,2013-52,337253312.19
2014-01-03,2014-1,332326949.15
2014-01-10,2014-2,334720142.72
2014-01-17,2014-3,338466044.53
2014-01-24,2014-4,362765489.62
2014-01-31,2014-5,353875060.61
2014-02-07,2014-6,354115459.6
2014-02-14,2014-7,353928432.4
2014-02-21,2014-8,355846983.29
2014-02-28,2014-9,359503593.66
2014-03-07,2014-10,358362354.32
2014-03-14,2014-11,365945736.27
2014-03-21,2014-12,369683304.0
2014-03-28,2014-13,367675167.51
2014-04-04,2014-14,357623445.75
2014-04-11,2014-15,358329907.43
2014-04-18,2014-16,359819992.94
2014-04-25,2014-17,362210149.18
2014-05-02,2014-18,357026139.44
2014-05-09,2014-19,350328759.85
2014-05-16,2014-20,354288489.39
2014-05-23,2014-21,351868508.99
2014-05-30,2014-22,350806258.02
2014-06-06,2014-23,349093512.8
2014-06-13,2014-24,350711233.11
2014-06-20,2014-25,353268999.39
2014-06-27,2014-26,345331661.27
2014-07-04,2014-27,339031066.49
2014-07-11,2014-28,340918942.86
2014-07-18,2014-29,344772898.4
2014-07-25,2014-30,345844706.31
2014-08-01,2014-31,354117055.42
2014-08-08,2014-32,358170201.84
2014-08-15,2014-33,360901476.37
2014-08-22,2014-34,364297568.47
2014-08-29,2014-35,362110384.28
2014-09-05,2014-36,362327679.72
2014-09-12,2014-37,365479250.19
2014-09-19,2014-38,369869920.07
2014-09-26,2014-39,374305539.05
2014-10-03,2014-40,374554466.14
2014-10-10,2014-41,378159973.21
2014-10-17,2014-42,380397794.02
2014-10-24,2014-43,378623830.28
2014-10-31,2014-44,376109703.38
2014-11-07,2014-45,387049913.69
2014-11-14,2014-46,381248947.7
2014-11-21,2014-47,377175936.28
2014-11-28,2014-48,371412981.64
2014-12-05,2014-49,369840014.99
2014-12-12,2014-50,369286938.61
2014-12-19,2014-51,370232867.66
2014-12-26,2014-52,368089577.59
2015-01-02,2015-1,364556097.17
2015-01-09,2015-2,361741032.06
2015-01-16,2015-3,363458027.82
2015-01-23,2015-4,361014554.61
2015-01-30,2015-5,368519646.71
2015-02-06,2015-6,375308719.27
2015-02-13,2015-7,382485312.17
2015-02-20,2015-8,385012428.4
2015-02-27,2015-9,385012428.4
2015-03-06,2015-10,405674278.43
2015-03-13,2015-11,405886474.69
2015-03-20,2015-12,412140836.77
2015-03-27,2015-13,417523692.81
2015-04-03,2015-14,415151703.69
2015-04-10,2015-15,417006922.74
2015-04-17,2015-16,428209326.4
2015-04-24,2015-17,435390378.36
2015-05-01,2015-18,435849935.44
2015-05-08,2015-19,444150615.66
2015-05-15,2015-20,440554938.37
2015-05-22,2015-21,442339455.79
2015-05-29,2015-22,451212294.72
2015-06-05,2015-23,468231247.0
2015-06-12,2015-24,484258371.17
2015-06-19,2015-25,491534056.72
2015-06-26,2015-26,487464599.77
2015-07-03,2015-27,490132631.87
2015-07-10,2015-28,488495050.56
2015-07-17,2015-29,487697114.28
2015-07-24,2015-30,508207410.36
2015-07-31,2015-31,512423021.65
2015-08-07,2015-32,511604017.87
2015-08-14,2015-33,528103834.44
2015-08-21,2015-34,545983976.55
2015-08-28,2015-35,540652027.78
2015-09-04,2015-36,546283213.95
2015-09-11,2015-37,561126523.78
2015-09-18,2015-38,568668930.08
2015-09-25,2015-39,559355905.37
2015-10-02,2015-40,559641906.52
2015-10-09,2015-41,548261009.71
2015-10-16,2015-42,552314617.57
2015-10-23,2015-43,545943636.1
2015-10-30,2015-44,551479413.16
2015-11-06,2015-45,538202213.67
2015-11-13,2015-46,538005450.94
2015-11-20,2015-47,531818368.3
2015-11-27,2015-48,545058639.17
2015-12-04,2015-49,541938099.09
2015-12-11,2015-50,551614994.82
2015-12-18,2015-51,542230777.08
2015-12-25,2015-52,539079025.73
2016-01-01,2016-1,531845893.8
2016-01-08,2016-2,538826820.37
2016-01-15,2016-3,539483741.27
2016-01-22,2016-4,534692558.41
2016-01-29,2016-5,532453139.72
2016-02-05,2016-6,536395031.97
2016-02-12,2016-7,541658761.63
2016-02-19,2016-8,544441719.83
2016-02-26,2016-9,544572404.07
2016-03-04,2016-10,541969944.99
2016-03-11,2016-11,541453473.58
2016-03-18,2016-12,551422429.86
2016-03-25,2016-13,552979044.71
2016-04-01,2016-14,551659019.4
2016-04-08,2016-15,552190542.67
2016-04-15,2016-16,553855397.99
2016-04-22,2016-17,554247175.76
2016-04-29,2016-18,575107075.38
2016-05-06,2016-19,564911261.08
2016-05-13,2016-20,565788393.15
2016-05-20,2016-21,567955290.45
2016-05-27,2016-22,564532771.69
2016-06-03,2016-23,564607555.4
2016-06-10,2016-24,562882330.14
2016-06-17,2016-25,565799135.51
2016-06-24,2016-26,568338628.84
2016-07-01,2016-27,549865319.29
