Tarih,TP_TLDTHVADE_KB11,TP_TLDTHVADE_KB11
2007-03-16,2007-11,10086182.26
2007-03-23,2007-12,10009867.05
2007-03-30,2007-13,10091646.59
2007-04-06,2007-14,9926448.78
2007-04-13,2007-15,10045943.69
2007-04-20,2007-16,10044822.84
2007-04-27,2007-17,9853990.25
2007-05-04,2007-18,10048670.04
2007-05-11,2007-19,10047926.85
2007-05-18,2007-20,10028263.08
2007-05-25,2007-21,10117219.39
2007-06-01,2007-22,10049449.8
2007-06-08,2007-23,10021192.88
2007-06-15,2007-24,10036841.19
2007-06-22,2007-25,9918535.54
2007-06-29,2007-26,10084662.71
2007-07-06,2007-27,10050852.01
2007-07-13,2007-28,10151072.56
2007-07-20,2007-29,10044333.4
2007-07-27,2007-30,10088635.39
2007-08-03,2007-31,10282046.89
2007-08-10,2007-32,10358368.63
2007-08-17,2007-33,11169235.93
2007-08-24,2007-34,10752057.5
2007-08-31,2007-35,10909630.92
2007-09-07,2007-36,10730964.66
2007-09-14,2007-37,10616750.85
2007-09-21,2007-38,11004459.11
2007-09-28,2007-39,10912503.58
2007-10-05,2007-40,10817532.43
2007-10-12,2007-41,10752822.61
2007-10-19,2007-42,11030092.59
2007-10-26,2007-43,11054573.22
2007-11-02,2007-44,10942862.79
2007-11-09,2007-45,11210697.9
2007-11-16,2007-46,11111976.2
2007-11-23,2007-47,11394610.17
2007-11-30,2007-48,11177924.69
2007-12-07,2007-49,10897240.79
2007-12-14,2007-50,10978562.7
2007-12-21,2007-51,10942624.24
2007-12-28,2007-52,11706598.55
2008-01-04,2008-1,11796651.36
2008-01-11,2008-2,11793523.89
2008-01-18,2008-3,11931432.85
2008-01-25,2008-4,12084996.28
2008-02-01,2008-5,12240096.88
2008-02-08,2008-6,12354978.94
2008-02-15,2008-7,12321886.08
2008-02-22,2008-8,12507617.21
2008-02-29,2008-9,12460388.12
2008-03-07,2008-10,12935477.69
2008-03-14,2008-11,13320428.01
2008-03-21,2008-12,13048589.75
2008-03-28,2008-13,13238002.48
2008-04-04,2008-14,13137916.19
2008-04-11,2008-15,13582190.6
2008-04-18,2008-16,13883458.8
2008-04-25,2008-17,13314051.18
2008-05-02,2008-18,12860908.11
2008-05-09,2008-19,12598508.8
2008-05-16,2008-20,12636285.95
2008-05-23,2008-21,12755089.67
2008-05-30,2008-22,12334957.2
2008-06-06,2008-23,12345087.74
2008-06-13,2008-24,12606014.13
2008-06-20,2008-25,12415823.92
2008-06-27,2008-26,12334749.5
2008-07-04,2008-27,11969741.41
2008-07-11,2008-28,11615545.68
2008-07-18,2008-29,11718331.14
2008-07-25,2008-30,11724411.51
2008-08-01,2008-31,11359571.6
2008-08-08,2008-32,11406419.59
2008-08-15,2008-33,11302402.61
2008-08-22,2008-34,11545170.61
2008-08-29,2008-35,11610211.19
2008-09-05,2008-36,11747807.96
2008-09-12,2008-37,11784230.95
2008-09-19,2008-38,12312980.68
2008-09-26,2008-39,12063607.57
2008-10-03,2008-40,11979268.24
2008-10-10,2008-41,12722907.91
2008-10-17,2008-42,13316855.94
2008-10-24,2008-43,14576099.44
2008-10-31,2008-44,13012658.48
2008-11-07,2008-45,12994049.85
2008-11-14,2008-46,13474351.27
2008-11-21,2008-47,13842559.62
2008-11-28,2008-48,13048782.21
2008-12-05,2008-49,12710447.01
2008-12-12,2008-50,12751818.5
2008-12-19,2008-51,13642012.77
2008-12-26,2008-52,13993783.59
2009-01-02,2009-1,13791475.33
2009-01-09,2009-2,13757458.29
2009-01-16,2009-3,13932930.69
2009-01-23,2009-4,13941367.64
2009-01-30,2009-5,13514728.14
2009-02-06,2009-6,13448693.31
2009-02-13,2009-7,13249043.27
2009-02-20,2009-8,12641048.14
2009-02-27,2009-9,12781504.88
2009-03-06,2009-10,12994276.46
2009-03-13,2009-11,13602932.57
2009-03-20,2009-12,13374158.48
2009-03-27,2009-13,13284492.98
2009-04-03,2009-14,12812532.19
2009-04-10,2009-15,12301552.48
2009-04-17,2009-16,12553646.87
2009-04-24,2009-17,12623335.45
2009-05-01,2009-18,12550606.88
2009-05-08,2009-19,12091732.03
2009-05-15,2009-20,12543670.39
2009-05-22,2009-21,12635459.04
2009-05-29,2009-22,12740140.21
2009-06-05,2009-23,12719437.73
2009-06-12,2009-24,12598635.91
2009-06-19,2009-25,12659694.3
2009-06-26,2009-26,12585586.31
2009-07-03,2009-27,12667637.96
2009-07-10,2009-28,12725112.19
2009-07-17,2009-29,12662850.49
2009-07-24,2009-30,12585484.56
2009-07-31,2009-31,12580432.17
2009-08-07,2009-32,12763252.84
2009-08-14,2009-33,12760635.42
2009-08-21,2009-34,12908875.54
2009-08-28,2009-35,13016386.7
2009-09-04,2009-36,13055583.84
2009-09-11,2009-37,13061928.64
2009-09-18,2009-38,12968869.87
2009-09-25,2009-39,13049536.78
2009-10-02,2009-40,13097357.98
2009-10-09,2009-41,12871776.16
2009-10-16,2009-42,13010707.49
2009-10-23,2009-43,13214566.01
2009-10-30,2009-44,13495703.05
2009-11-06,2009-45,13445731.34
2009-11-13,2009-46,13573200.48
2009-11-20,2009-47,13636067.77
2009-11-27,2009-48,13947050.15
2009-12-04,2009-49,13789498.43
2009-12-11,2009-50,13760399.11
2009-12-18,2009-51,13569372.75
2009-12-25,2009-52,13524812.03
2010-01-01,2010-1,13283628.08
2010-01-08,2010-2,13067658.52
2010-01-15,2010-3,12958201.93
2010-01-22,2010-4,12987781.1
2010-01-29,2010-5,12927991.38
2010-02-05,2010-6,13122878.34
2010-02-12,2010-7,12995115.9
2010-02-19,2010-8,12903500.72
2010-02-26,2010-9,13181734.93
2010-03-05,2010-10,13157011.4
2010-03-12,2010-11,13214106.06
2010-03-19,2010-12,13162317.47
2010-03-26,2010-13,13035158.04
2010-04-02,2010-14,13056526.68
2010-04-09,2010-15,12762632.34
2010-04-16,2010-16,12741337.45
2010-04-23,2010-17,12700674.82
2010-04-30,2010-18,12625462.77
2010-05-07,2010-19,13027475.2
2010-05-14,2010-20,12439729.45
2010-05-21,2010-21,12817921.95
2010-05-28,2010-22,12501209.12
2010-06-04,2010-23,12303681.99
2010-06-11,2010-24,12198167.87
2010-06-18,2010-25,12169531.16
2010-06-25,2010-26,12307872.15
2010-07-02,2010-27,12488350.87
2010-07-09,2010-28,12371349.03
2010-07-16,2010-29,12464057.12
2010-07-23,2010-30,12376563.86
2010-07-30,2010-31,12236221.86
2010-08-06,2010-32,12298622.81
2010-08-13,2010-33,12246086.91
2010-08-20,2010-34,12202340.63
2010-08-27,2010-35,12557971.46
2010-09-03,2010-36,12523236.2
2010-09-10,2010-37,12509530.55
2010-09-17,2010-38,12631503.38
2010-09-24,2010-39,12719652.06
2010-10-01,2010-40,12541342.6
2010-10-08,2010-41,12519019.03
2010-10-15,2010-42,12422969.22
2010-10-22,2010-43,12500532.53
2010-10-29,2010-44,13897075.4
2010-11-05,2010-45,13729234.75
2010-11-12,2010-46,13701458.65
2010-11-19,2010-47,
2010-11-26,2010-48,13362978.38
2010-12-03,2010-49,13816203.71
2010-12-10,2010-50,13995660.52
2010-12-17,2010-51,14324613.76
2010-12-24,2010-52,14390735.0
2010-12-31,2010-53,14555896.43
2011-01-07,2011-1,14516025.82
2011-01-14,2011-2,14799070.95
2011-01-21,2011-3,15091677.19
2011-01-28,2011-4,15388311.19
2011-02-04,2011-5,15261620.9
2011-02-11,2011-6,15113244.59
2011-02-18,2011-7,15190135.18
2011-02-25,2011-8,15507185.73
2011-03-04,2011-9,15709868.91
2011-03-11,2011-10,15435691.29
2011-03-18,2011-11,15640338.32
2011-03-25,2011-12,15366315.55
2011-04-01,2011-13,15536623.1
2011-04-08,2011-14,15366334.28
2011-04-15,2011-15,15592772.0
2011-04-22,2011-16,15710505.84
2011-04-29,2011-17,16080966.9
2011-05-06,2011-18,16126747.38
2011-05-13,2011-19,16558848.77
2011-05-20,2011-20,16628956.62
2011-05-27,2011-21,17038222.86
2011-06-03,2011-22,17188961.13
2011-06-10,2011-23,17130628.98
2011-06-17,2011-24,17288829.69
2011-06-24,2011-25,17513592.15
2011-07-01,2011-26,17666827.61
2011-07-08,2011-27,17672022.83
2011-07-15,2011-28,17946662.41
2011-07-22,2011-29,18615657.49
2011-07-29,2011-30,18665328.51
2011-08-05,2011-31,19578201.82
2011-08-12,2011-32,20306673.59
2011-08-19,2011-33,20725989.76
2011-08-26,2011-34,20614434.17
2011-09-02,2011-35,20427394.13
2011-09-09,2011-36,20587202.71
2011-09-16,2011-37,20857693.07
2011-09-23,2011-38,21299098.43
2011-09-30,2011-39,21800336.54
2011-10-07,2011-40,21372729.81
2011-10-14,2011-41,21822487.89
2011-10-21,2011-42,22103018.56
2011-10-28,2011-43,19486239.96
2011-11-04,2011-44,19232377.69
2011-11-11,2011-45,19285228.87
2011-11-18,2011-46,19640374.9
2011-11-25,2011-47,20103638.53
2011-12-02,2011-48,19645538.2
2011-12-09,2011-49,19855749.35
2011-12-16,2011-50,19866911.03
2011-12-23,2011-51,20027257.04
2011-12-30,2011-52,19892821.9
2012-01-06,2012-1,19481383.43
2012-01-13,2012-2,18984319.08
2012-01-20,2012-3,19105496.44
2012-01-27,2012-4,19236671.27
2012-02-03,2012-5,18895470.76
2012-02-10,2012-6,19079031.71
2012-02-17,2012-7,19196495.89
2012-02-24,2012-8,19743211.73
2012-03-02,2012-9,19724702.16
2012-03-09,2012-10,19965835.99
2012-03-16,2012-11,19945223.57
2012-03-23,2012-12,20184315.22
2012-03-30,2012-13,20134318.25
2012-04-06,2012-14,19983674.03
2012-04-13,2012-15,20035316.57
2012-04-20,2012-16,20084445.16
2012-04-27,2012-17,19862353.91
2012-05-04,2012-18,19697791.89
2012-05-11,2012-19,19939991.94
2012-05-18,2012-20,20712538.15
2012-05-25,2012-21,20794961.23
2012-06-01,2012-22,20927204.35
2012-06-08,2012-23,20968938.97
2012-06-15,2012-24,21031188.83
2012-06-22,2012-25,20882471.74
2012-06-29,2012-26,21223125.1
2012-07-06,2012-27,21130166.63
2012-07-13,2012-28,21010336.49
2012-07-20,2012-29,20920568.17
2012-07-27,2012-30,21081844.68
2012-08-03,2012-31,20777176.85
2012-08-10,2012-32,21049441.43
2012-08-17,2012-33,21402518.06
2012-08-24,2012-34,21790373.27
2012-08-31,2012-35,22394470.64
2012-09-07,2012-36,22594399.55
2012-09-14,2012-37,23042506.92
2012-09-21,2012-38,23159145.52
2012-09-28,2012-39,22944611.83
2012-10-05,2012-40,23224485.95
2012-10-12,2012-41,23297521.51
2012-10-19,2012-42,23385893.87
2012-10-26,2012-43,23415218.51
2012-11-02,2012-44,23203130.23
2012-11-09,2012-45,22966765.68
2012-11-16,2012-46,22827975.18
2012-11-23,2012-47,22852232.39
2012-11-30,2012-48,22819144.56
2012-12-07,2012-49,22800498.97
2012-12-14,2012-50,22785537.69
2012-12-21,2012-51,23142593.98
2012-12-28,2012-52,23074970.87
2013-01-04,2013-1,22895792.9
2013-01-11,2013-2,23316781.11
2013-01-18,2013-3,23286743.84
2013-01-25,2013-4,23866148.11
2013-02-01,2013-5,24856269.93
2013-02-08,2013-6,25002070.62
2013-02-15,2013-7,25067789.68
2013-02-22,2013-8,25228692.9
2013-03-01,2013-9,25135672.7
2013-03-08,2013-10,25225949.99
2013-03-15,2013-11,25655965.14
2013-03-22,2013-12,25689832.25
2013-03-29,2013-13,25712321.84
2013-04-05,2013-14,25770564.99
2013-04-12,2013-15,25859250.76
2013-04-19,2013-16,26663719.47
2013-04-26,2013-17,26659745.27
2013-05-03,2013-18,26866471.01
2013-05-10,2013-19,27025716.74
2013-05-17,2013-20,27578916.94
2013-05-24,2013-21,28727419.44
2013-05-31,2013-22,29861888.78
2013-06-07,2013-23,30467411.36
2013-06-14,2013-24,30158808.37
2013-06-21,2013-25,31349372.37
2013-06-28,2013-26,31014192.68
2013-07-05,2013-27,31113465.69
2013-07-12,2013-28,31235223.65
2013-07-19,2013-29,30783960.08
2013-07-26,2013-30,31229243.71
2013-08-02,2013-31,31189679.64
2013-08-09,2013-32,31171272.78
2013-08-16,2013-33,31808553.41
2013-08-23,2013-34,32918649.47
2013-08-30,2013-35,33436701.42
2013-09-06,2013-36,33932077.52
2013-09-13,2013-37,33729264.24
2013-09-20,2013-38,33495471.07
2013-09-27,2013-39,34430625.09
2013-10-04,2013-40,34297047.99
2013-10-11,2013-41,34103730.67
2013-10-18,2013-42,
2013-10-25,2013-43,34163211.15
2013-11-01,2013-44,33952279.84
2013-11-08,2013-45,34161371.13
2013-11-15,2013-46,34208237.34
2013-11-22,2013-47,33595071.02
2013-11-29,2013-48,34780710.33
2013-12-06,2013-49,35647710.65
2013-12-13,2013-50,35774741.28
2013-12-20,2013-51,36428990.98
2013-12-27,2013-52,38348769.98
2014-01-03,2014-1,38343325.16
2014-01-10,2014-2,38168606.72
2014-01-17,2014-3,37906183.38
2014-01-24,2014-4,40615857.71
2014-01-31,2014-5,38721175.79
2014-02-07,2014-6,38310259.98
2014-02-14,2014-7,37471619.77
2014-02-21,2014-8,38110737.21
2014-02-28,2014-9,39076410.55
2014-03-07,2014-10,39281486.65
2014-03-14,2014-11,40173876.63
2014-03-21,2014-12,40409711.88
2014-03-28,2014-13,39578688.26
2014-04-04,2014-14,38633020.45
2014-04-11,2014-15,38716574.94
2014-04-18,2014-16,38872797.49
2014-04-25,2014-17,39116734.29
2014-05-02,2014-18,38560003.37
2014-05-09,2014-19,37939641.89
2014-05-16,2014-20,38123213.43
2014-05-23,2014-21,37841660.71
2014-05-30,2014-22,37245821.88
2014-06-06,2014-23,36745456.15
2014-06-13,2014-24,37351202.44
2014-06-20,2014-25,37763761.34
2014-06-27,2014-26,37030080.89
2014-07-04,2014-27,37031107.76
2014-07-11,2014-28,37212135.48
2014-07-18,2014-29,37354832.7
2014-07-25,2014-30,36755473.73
2014-08-01,2014-31,37259326.05
2014-08-08,2014-32,37963890.87
2014-08-15,2014-33,37856163.43
2014-08-22,2014-34,38276929.93
2014-08-29,2014-35,37438440.86
2014-09-05,2014-36,36882389.56
2014-09-12,2014-37,37503530.3
2014-09-19,2014-38,38876667.09
2014-09-26,2014-39,38203284.09
2014-10-03,2014-40,38262211.36
2014-10-10,2014-41,38385577.38
2014-10-17,2014-42,38122442.12
2014-10-24,2014-43,37464853.74
2014-10-31,2014-44,36456647.6
2014-11-07,2014-45,37212594.91
2014-11-14,2014-46,36772401.56
2014-11-21,2014-47,36579028.66
2014-11-28,2014-48,36497165.21
2014-12-05,2014-49,36476504.63
2014-12-12,2014-50,37317697.42
2014-12-19,2014-51,37537503.5
2014-12-26,2014-52,37134457.61
2015-01-02,2015-1,36747849.44
2015-01-09,2015-2,35387719.61
2015-01-16,2015-3,35240948.52
2015-01-23,2015-4,34756750.91
2015-01-30,2015-5,36141086.79
2015-02-06,2015-6,36527369.08
2015-02-13,2015-7,36939364.05
2015-02-20,2015-8,36655714.13
2015-02-27,2015-9,36655714.13
2015-03-06,2015-10,38970140.29
2015-03-13,2015-11,38426997.49
2015-03-20,2015-12,38408149.81
2015-03-27,2015-13,39349882.78
2015-04-03,2015-14,39160163.65
2015-04-10,2015-15,38689611.39
2015-04-17,2015-16,40029122.14
2015-04-24,2015-17,40846291.17
2015-05-01,2015-18,40314038.89
2015-05-08,2015-19,41051749.6
2015-05-15,2015-20,40166556.57
2015-05-22,2015-21,39830151.42
2015-05-29,2015-22,40474097.31
2015-06-05,2015-23,43488288.0
2015-06-12,2015-24,44547764.15
2015-06-19,2015-25,45553329.52
2015-06-26,2015-26,45588314.14
2015-07-03,2015-27,47588854.8
2015-07-10,2015-28,47869997.35
2015-07-17,2015-29,47809385.53
2015-07-24,2015-30,50124290.59
2015-07-31,2015-31,53182667.93
2015-08-07,2015-32,53183979.54
2015-08-14,2015-33,56099342.06
2015-08-21,2015-34,59823747.34
2015-08-28,2015-35,60834417.23
2015-09-04,2015-36,62531697.2
2015-09-11,2015-37,65097103.99
2015-09-18,2015-38,72081543.01
2015-09-25,2015-39,64856953.68
2015-10-02,2015-40,65996389.32
2015-10-09,2015-41,64888937.29
2015-10-16,2015-42,65410198.92
2015-10-23,2015-43,64397930.07
2015-10-30,2015-44,66494652.16
2015-11-06,2015-45,63679138.39
2015-11-13,2015-46,63696075.39
2015-11-20,2015-47,62629682.2
2015-11-27,2015-48,64290499.26
2015-12-04,2015-49,64701679.44
2015-12-11,2015-50,65555061.45
2015-12-18,2015-51,64407206.35
2015-12-25,2015-52,65526825.71
2016-01-01,2016-1,66294227.45
2016-01-08,2016-2,67321341.53
2016-01-15,2016-3,67561292.46
2016-01-22,2016-4,66410971.98
2016-01-29,2016-5,66748954.4
2016-02-05,2016-6,67124717.68
2016-02-12,2016-7,67721878.09
2016-02-19,2016-8,67585276.18
2016-02-26,2016-9,67929409.52
2016-03-04,2016-10,68458051.48
2016-03-11,2016-11,67360389.22
2016-03-18,2016-12,69248018.64
2016-03-25,2016-13,68771358.62
2016-04-01,2016-14,70394239.09
2016-04-08,2016-15,70542346.24
2016-04-15,2016-16,71542773.09
2016-04-22,2016-17,71763601.34
2016-04-29,2016-18,76178149.63
2016-05-06,2016-19,75220671.97
2016-05-13,2016-20,76579446.27
2016-05-20,2016-21,75469149.34
2016-05-27,2016-22,76166094.26
2016-06-03,2016-23,76643725.45
2016-06-10,2016-24,77038216.74
2016-06-17,2016-25,78049296.05
2016-06-24,2016-26,77994507.51
2016-07-01,2016-27,76981291.35
