Tarih,TP_TLDTHVADE_KB8,TP_TLDTHVADE_KB8
2007-03-16,2007-11,39150430.94
2007-03-23,2007-12,38638085.29
2007-03-30,2007-13,39767656.71
2007-04-06,2007-14,39784489.06
2007-04-13,2007-15,40915325.88
2007-04-20,2007-16,41462165.01
2007-04-27,2007-17,40947228.77
2007-05-04,2007-18,40899107.96
2007-05-11,2007-19,41546382.49
2007-05-18,2007-20,40777312.57
2007-05-25,2007-21,42096096.28
2007-06-01,2007-22,41154396.02
2007-06-08,2007-23,40390541.91
2007-06-15,2007-24,39969248.8
2007-06-22,2007-25,39221145.11
2007-06-29,2007-26,39290616.72
2007-07-06,2007-27,40018418.76
2007-07-13,2007-28,39834629.73
2007-07-20,2007-29,40883246.72
2007-07-27,2007-30,40130810.11
2007-08-03,2007-31,38594953.83
2007-08-10,2007-32,38507520.49
2007-08-17,2007-33,40652167.48
2007-08-24,2007-34,38969534.93
2007-08-31,2007-35,40526108.12
2007-09-07,2007-36,39885849.07
2007-09-14,2007-37,38837465.34
2007-09-21,2007-38,38718546.88
2007-09-28,2007-39,37695511.15
2007-10-05,2007-40,37419695.64
2007-10-12,2007-41,37208557.36
2007-10-19,2007-42,38254333.6
2007-10-26,2007-43,37796607.41
2007-11-02,2007-44,37247173.25
2007-11-09,2007-45,37769498.33
2007-11-16,2007-46,36337138.47
2007-11-23,2007-47,36100075.94
2007-11-30,2007-48,36071657.56
2007-12-07,2007-49,35550162.48
2007-12-14,2007-50,36407379.74
2007-12-21,2007-51,37776155.89
2007-12-28,2007-52,36911181.7
2008-01-04,2008-1,38094046.08
2008-01-11,2008-2,37672956.0
2008-01-18,2008-3,37072944.6
2008-01-25,2008-4,36964870.26
2008-02-01,2008-5,37680702.0
2008-02-08,2008-6,38820256.67
2008-02-15,2008-7,38568217.44
2008-02-22,2008-8,39647549.36
2008-02-29,2008-9,39113936.31
2008-03-07,2008-10,39024333.38
2008-03-14,2008-11,40762803.28
2008-03-21,2008-12,40778607.09
2008-03-28,2008-13,41150925.5
2008-04-04,2008-14,42923230.94
2008-04-11,2008-15,44920919.98
2008-04-18,2008-16,45439162.65
2008-04-25,2008-17,44863352.22
2008-05-02,2008-18,47143110.58
2008-05-09,2008-19,46794875.19
2008-05-16,2008-20,45862770.12
2008-05-23,2008-21,46539030.13
2008-05-30,2008-22,44865728.9
2008-06-06,2008-23,44380554.55
2008-06-13,2008-24,44992947.48
2008-06-20,2008-25,45378568.65
2008-06-27,2008-26,44876763.07
2008-07-04,2008-27,47598470.53
2008-07-11,2008-28,47455223.34
2008-07-18,2008-29,47026342.78
2008-07-25,2008-30,48677614.03
2008-08-01,2008-31,49626386.77
2008-08-08,2008-32,48474703.89
2008-08-15,2008-33,45644693.22
2008-08-22,2008-34,45731244.58
2008-08-29,2008-35,45759986.17
2008-09-05,2008-36,43623196.63
2008-09-12,2008-37,43829918.81
2008-09-19,2008-38,44596367.45
2008-09-26,2008-39,44109143.09
2008-10-03,2008-40,44610432.65
2008-10-10,2008-41,50163830.53
2008-10-17,2008-42,53294097.29
2008-10-24,2008-43,57834391.38
2008-10-31,2008-44,53620822.92
2008-11-07,2008-45,52337952.16
2008-11-14,2008-46,51555056.07
2008-11-21,2008-47,52924640.71
2008-11-28,2008-48,50446254.01
2008-12-05,2008-49,49334836.61
2008-12-12,2008-50,50752989.22
2008-12-19,2008-51,55649924.83
2008-12-26,2008-52,52683352.63
2009-01-02,2009-1,54499999.69
2009-01-09,2009-2,55748627.55
2009-01-16,2009-3,53614223.07
2009-01-23,2009-4,53641986.03
2009-01-30,2009-5,52878691.48
2009-02-06,2009-6,52113655.57
2009-02-13,2009-7,51085438.87
2009-02-20,2009-8,50511297.54
2009-02-27,2009-9,51504009.39
2009-03-06,2009-10,52711184.83
2009-03-13,2009-11,54502667.28
2009-03-20,2009-12,52832848.19
2009-03-27,2009-13,50855308.84
2009-04-03,2009-14,51064224.77
2009-04-10,2009-15,52985078.4
2009-04-17,2009-16,53495751.32
2009-04-24,2009-17,55402064.17
2009-05-01,2009-18,56169236.4
2009-05-08,2009-19,52893399.86
2009-05-15,2009-20,54719261.58
2009-05-22,2009-21,53043248.89
2009-05-29,2009-22,51927645.72
2009-06-05,2009-23,51304982.99
2009-06-12,2009-24,52033323.93
2009-06-19,2009-25,52431749.03
2009-06-26,2009-26,53230658.77
2009-07-03,2009-27,53550414.18
2009-07-10,2009-28,53457464.48
2009-07-17,2009-29,54589732.67
2009-07-24,2009-30,53190127.91
2009-07-31,2009-31,52534334.33
2009-08-07,2009-32,53989886.65
2009-08-14,2009-33,50803604.88
2009-08-21,2009-34,50496026.84
2009-08-28,2009-35,50184481.4
2009-09-04,2009-36,50228679.6
2009-09-11,2009-37,52197710.52
2009-09-18,2009-38,52219596.15
2009-09-25,2009-39,53016898.25
2009-10-02,2009-40,51760798.94
2009-10-09,2009-41,51356089.76
2009-10-16,2009-42,51821940.7
2009-10-23,2009-43,52042314.91
2009-10-30,2009-44,52418860.45
2009-11-06,2009-45,53255418.71
2009-11-13,2009-46,53645498.24
2009-11-20,2009-47,53604248.51
2009-11-27,2009-48,52493233.19
2009-12-04,2009-49,48817306.79
2009-12-11,2009-50,49830082.27
2009-12-18,2009-51,49025230.8
2009-12-25,2009-52,49651648.57
2010-01-01,2010-1,47655022.51
2010-01-08,2010-2,49664799.86
2010-01-15,2010-3,50232031.85
2010-01-22,2010-4,50624213.7
2010-01-29,2010-5,48962747.49
2010-02-05,2010-6,48232818.34
2010-02-12,2010-7,49509101.59
2010-02-19,2010-8,49456593.92
2010-02-26,2010-9,49270326.08
2010-03-05,2010-10,48322828.88
2010-03-12,2010-11,48224188.19
2010-03-19,2010-12,48379143.46
2010-03-26,2010-13,48011020.42
2010-04-02,2010-14,50747103.95
2010-04-09,2010-15,51843741.24
2010-04-16,2010-16,52971068.23
2010-04-23,2010-17,53107935.5
2010-04-30,2010-18,54986641.38
2010-05-07,2010-19,54271556.03
2010-05-14,2010-20,52941002.15
2010-05-21,2010-21,52930660.7
2010-05-28,2010-22,50869267.27
2010-06-04,2010-23,49087750.77
2010-06-11,2010-24,48726045.64
2010-06-18,2010-25,48420039.97
2010-06-25,2010-26,50279049.45
2010-07-02,2010-27,51926679.09
2010-07-09,2010-28,52985932.37
2010-07-16,2010-29,52884441.91
2010-07-23,2010-30,53147224.68
2010-07-30,2010-31,52340255.11
2010-08-06,2010-32,52139287.67
2010-08-13,2010-33,50864568.12
2010-08-20,2010-34,52579309.85
2010-08-27,2010-35,53107791.93
2010-09-03,2010-36,54564518.45
2010-09-10,2010-37,55641237.0
2010-09-17,2010-38,56203991.24
2010-09-24,2010-39,56541888.74
2010-10-01,2010-40,55980602.52
2010-10-08,2010-41,56546931.85
2010-10-15,2010-42,55081540.61
2010-10-22,2010-43,52284820.26
2010-10-29,2010-44,49517080.93
2010-11-05,2010-45,50640737.28
2010-11-12,2010-46,51359565.09
2010-11-19,2010-47,
2010-11-26,2010-48,52145256.4
2010-12-03,2010-49,53873629.23
2010-12-10,2010-50,53161583.16
2010-12-17,2010-51,51772771.68
2010-12-24,2010-52,48725794.08
2010-12-31,2010-53,46023965.98
2011-01-07,2011-1,46593637.38
2011-01-14,2011-2,44491960.82
2011-01-21,2011-3,45748522.35
2011-01-28,2011-4,44580792.85
2011-02-04,2011-5,42315446.08
2011-02-11,2011-6,40973963.91
2011-02-18,2011-7,41692572.47
2011-02-25,2011-8,44001602.39
2011-03-04,2011-9,42214582.05
2011-03-11,2011-10,42360447.59
2011-03-18,2011-11,43490605.77
2011-03-25,2011-12,45581589.27
2011-04-01,2011-13,40816235.52
2011-04-08,2011-14,41897214.64
2011-04-15,2011-15,43911682.56
2011-04-22,2011-16,43858888.01
2011-04-29,2011-17,41210419.5
2011-05-06,2011-18,40237729.36
2011-05-13,2011-19,40936305.52
2011-05-20,2011-20,39299320.86
2011-05-27,2011-21,39427284.02
2011-06-03,2011-22,40383391.07
2011-06-10,2011-23,39900300.05
2011-06-17,2011-24,40558812.95
2011-06-24,2011-25,39905848.49
2011-07-01,2011-26,36704005.44
2011-07-08,2011-27,38449805.33
2011-07-15,2011-28,38474521.64
2011-07-22,2011-29,38378408.89
2011-07-29,2011-30,37306661.9
2011-08-05,2011-31,35588281.91
2011-08-12,2011-32,36725668.73
2011-08-19,2011-33,36034685.94
2011-08-26,2011-34,35248780.62
2011-09-02,2011-35,35710127.89
2011-09-09,2011-36,36995747.6
2011-09-16,2011-37,38807488.85
2011-09-23,2011-38,37282773.31
2011-09-30,2011-39,36529050.2
2011-10-07,2011-40,36750055.59
2011-10-14,2011-41,38108995.63
2011-10-21,2011-42,40296600.49
2011-10-28,2011-43,39070793.73
2011-11-04,2011-44,39274067.67
2011-11-11,2011-45,39649291.22
2011-11-18,2011-46,38203147.17
2011-11-25,2011-47,37763422.66
2011-12-02,2011-48,39770108.66
2011-12-09,2011-49,41912618.19
2011-12-16,2011-50,44466652.0
2011-12-23,2011-51,45982509.01
2011-12-30,2011-52,40907912.96
2012-01-06,2012-1,42705414.41
2012-01-13,2012-2,41250953.07
2012-01-20,2012-3,39533982.34
2012-01-27,2012-4,40630510.85
2012-02-03,2012-5,38698028.19
2012-02-10,2012-6,38543875.97
2012-02-17,2012-7,38045051.91
2012-02-24,2012-8,37461823.08
2012-03-02,2012-9,40129590.91
2012-03-09,2012-10,39230346.72
2012-03-16,2012-11,39598138.35
2012-03-23,2012-12,38255017.79
2012-03-30,2012-13,38872956.43
2012-04-06,2012-14,38654782.09
2012-04-13,2012-15,39524633.34
2012-04-20,2012-16,40709057.32
2012-04-27,2012-17,38678415.42
2012-05-04,2012-18,38890286.62
2012-05-11,2012-19,37873370.35
2012-05-18,2012-20,37205264.08
2012-05-25,2012-21,36910949.43
2012-06-01,2012-22,37202381.33
2012-06-08,2012-23,37480919.72
2012-06-15,2012-24,39893090.08
2012-06-22,2012-25,40073050.09
2012-06-29,2012-26,38794697.69
2012-07-06,2012-27,37251939.45
2012-07-13,2012-28,36497573.55
2012-07-20,2012-29,37050958.08
2012-07-27,2012-30,36404593.35
2012-08-03,2012-31,36897976.98
2012-08-10,2012-32,38045557.43
2012-08-17,2012-33,37781535.37
2012-08-24,2012-34,37831362.8
2012-08-31,2012-35,36304232.99
2012-09-07,2012-36,36646410.8
2012-09-14,2012-37,36685298.9
2012-09-21,2012-38,38546238.02
2012-09-28,2012-39,36010095.35
2012-10-05,2012-40,36983995.39
2012-10-12,2012-41,36345722.14
2012-10-19,2012-42,35701833.22
2012-10-26,2012-43,35340370.5
2012-11-02,2012-44,36315063.19
2012-11-09,2012-45,36726836.32
2012-11-16,2012-46,36042965.73
2012-11-23,2012-47,37913104.43
2012-11-30,2012-48,36579882.01
2012-12-07,2012-49,37901569.26
2012-12-14,2012-50,38863830.28
2012-12-21,2012-51,40526438.12
2012-12-28,2012-52,39147726.73
2013-01-04,2013-1,40444907.24
2013-01-11,2013-2,39991268.72
2013-01-18,2013-3,41363962.71
2013-01-25,2013-4,40532654.53
2013-02-01,2013-5,40394367.88
2013-02-08,2013-6,39717330.08
2013-02-15,2013-7,37965422.77
2013-02-22,2013-8,38103212.23
2013-03-01,2013-9,38917517.23
2013-03-08,2013-10,38034779.98
2013-03-15,2013-11,38067440.22
2013-03-22,2013-12,36928802.87
2013-03-29,2013-13,35874220.63
2013-04-05,2013-14,36575090.91
2013-04-12,2013-15,37451154.43
2013-04-19,2013-16,37692366.5
2013-04-26,2013-17,38069380.58
2013-05-03,2013-18,39176927.55
2013-05-10,2013-19,38480077.06
2013-05-17,2013-20,37506111.86
2013-05-24,2013-21,37801340.18
2013-05-31,2013-22,41649481.66
2013-06-07,2013-23,43120691.69
2013-06-14,2013-24,41253051.33
2013-06-21,2013-25,42062839.56
2013-06-28,2013-26,37236108.68
2013-07-05,2013-27,36874309.16
2013-07-12,2013-28,37548111.16
2013-07-19,2013-29,36820859.52
2013-07-26,2013-30,37533233.47
2013-08-02,2013-31,38201809.18
2013-08-09,2013-32,40412486.11
2013-08-16,2013-33,38728173.25
2013-08-23,2013-34,40154191.55
2013-08-30,2013-35,39825632.09
2013-09-06,2013-36,39674883.63
2013-09-13,2013-37,39338852.94
2013-09-20,2013-38,38964988.58
2013-09-27,2013-39,40786295.84
2013-10-04,2013-40,39475675.65
2013-10-11,2013-41,37838966.58
2013-10-18,2013-42,
2013-10-25,2013-43,40883392.09
2013-11-01,2013-44,40188385.89
2013-11-08,2013-45,42236248.15
2013-11-15,2013-46,42025260.32
2013-11-22,2013-47,39864976.08
2013-11-29,2013-48,41051943.48
2013-12-06,2013-49,44208810.02
2013-12-13,2013-50,47386529.13
2013-12-20,2013-51,50876537.96
2013-12-27,2013-52,51090716.29
2014-01-03,2014-1,50076178.67
2014-01-10,2014-2,50235695.23
2014-01-17,2014-3,48276703.9
2014-01-24,2014-4,50554756.58
2014-01-31,2014-5,49429409.59
2014-02-07,2014-6,51232625.5
2014-02-14,2014-7,49768292.6
2014-02-21,2014-8,51395254.5
2014-02-28,2014-9,52854448.2
2014-03-07,2014-10,50875801.82
2014-03-14,2014-11,51465498.28
2014-03-21,2014-12,55070243.55
2014-03-28,2014-13,55761798.59
2014-04-04,2014-14,50459939.75
2014-04-11,2014-15,51121756.6
2014-04-18,2014-16,52901518.21
2014-04-25,2014-17,52826111.4
2014-05-02,2014-18,54199812.89
2014-05-09,2014-19,52364183.11
2014-05-16,2014-20,52553439.59
2014-05-23,2014-21,53323450.66
2014-05-30,2014-22,52911060.87
2014-06-06,2014-23,52947502.08
2014-06-13,2014-24,54116925.34
2014-06-20,2014-25,54681181.19
2014-06-27,2014-26,51216244.49
2014-07-04,2014-27,49750146.09
2014-07-11,2014-28,49935207.25
2014-07-18,2014-29,52457335.57
2014-07-25,2014-30,51597763.63
2014-08-01,2014-31,52565424.18
2014-08-08,2014-32,51483508.07
2014-08-15,2014-33,52128044.79
2014-08-22,2014-34,52230121.1
2014-08-29,2014-35,52511711.44
2014-09-05,2014-36,53213822.44
2014-09-12,2014-37,51165713.69
2014-09-19,2014-38,52584162.41
2014-09-26,2014-39,54362180.52
2014-10-03,2014-40,56154917.32
2014-10-10,2014-41,55514585.11
2014-10-17,2014-42,58137348.14
2014-10-24,2014-43,58513942.93
2014-10-31,2014-44,58620272.27
2014-11-07,2014-45,60480357.9
2014-11-14,2014-46,57453657.79
2014-11-21,2014-47,57795876.69
2014-11-28,2014-48,57882315.57
2014-12-05,2014-49,58071057.18
2014-12-12,2014-50,58221269.12
2014-12-19,2014-51,58479113.88
2014-12-26,2014-52,57958041.47
2015-01-02,2015-1,56554560.82
2015-01-09,2015-2,56438842.84
2015-01-16,2015-3,56138009.6
2015-01-23,2015-4,53823245.6
2015-01-30,2015-5,52805659.2
2015-02-06,2015-6,55471498.93
2015-02-13,2015-7,55324612.48
2015-02-20,2015-8,57321538.63
2015-02-27,2015-9,57321538.63
2015-03-06,2015-10,60029575.05
2015-03-13,2015-11,58592958.25
2015-03-20,2015-12,63478207.85
2015-03-27,2015-13,64010312.19
2015-04-03,2015-14,63372341.85
2015-04-10,2015-15,65908997.95
2015-04-17,2015-16,64139683.07
2015-04-24,2015-17,64821291.53
2015-05-01,2015-18,65777663.4
2015-05-08,2015-19,70380094.96
2015-05-15,2015-20,69002732.78
2015-05-22,2015-21,68726488.29
2015-05-29,2015-22,66749040.37
2015-06-05,2015-23,72327794.0
2015-06-12,2015-24,77163203.61
2015-06-19,2015-25,81678600.52
2015-06-26,2015-26,80771438.93
2015-07-03,2015-27,79187008.32
2015-07-10,2015-28,76616085.74
2015-07-17,2015-29,77022248.3
2015-07-24,2015-30,77844164.09
2015-07-31,2015-31,79497588.47
2015-08-07,2015-32,78839198.99
2015-08-14,2015-33,79185263.59
2015-08-21,2015-34,84892157.78
2015-08-28,2015-35,80164493.28
2015-09-04,2015-36,81936565.25
2015-09-11,2015-37,86961535.53
2015-09-18,2015-38,85862509.44
2015-09-25,2015-39,87418954.2
2015-10-02,2015-40,85926342.89
2015-10-09,2015-41,84859854.65
2015-10-16,2015-42,83169996.38
2015-10-23,2015-43,81170650.63
2015-10-30,2015-44,80529263.12
2015-11-06,2015-45,80078005.68
2015-11-13,2015-46,79277157.42
2015-11-20,2015-47,82468831.38
2015-11-27,2015-48,85372775.15
2015-12-04,2015-49,85627573.1
2015-12-11,2015-50,88201815.13
2015-12-18,2015-51,87142791.09
2015-12-25,2015-52,84680224.84
2016-01-01,2016-1,77672958.62
2016-01-08,2016-2,80124925.4
2016-01-15,2016-3,77195087.41
2016-01-22,2016-4,74855000.98
2016-01-29,2016-5,74323454.75
2016-02-05,2016-6,75893053.18
2016-02-12,2016-7,77714504.56
2016-02-19,2016-8,78800778.08
2016-02-26,2016-9,75974359.95
2016-03-04,2016-10,76304219.85
2016-03-11,2016-11,75936712.41
2016-03-18,2016-12,74873182.33
2016-03-25,2016-13,75129088.42
2016-04-01,2016-14,74663622.99
2016-04-08,2016-15,74800612.83
2016-04-15,2016-16,76243144.08
2016-04-22,2016-17,81163906.07
2016-04-29,2016-18,79446423.85
2016-05-06,2016-19,78221901.67
2016-05-13,2016-20,76443138.96
2016-05-20,2016-21,77866440.8
2016-05-27,2016-22,77943275.57
2016-06-03,2016-23,78589481.37
2016-06-10,2016-24,79042805.16
2016-06-17,2016-25,81520414.31
2016-06-24,2016-26,82565581.61
2016-07-01,2016-27,73759749.88
