Tarih,TP_TLDTHVADE_KB17,TP_TLDTHVADE_KB17
2007-03-16,2007-11,12156823.26
2007-03-23,2007-12,12080645.05
2007-03-30,2007-13,12737637.59
2007-04-06,2007-14,12519285.78
2007-04-13,2007-15,12698133.69
2007-04-20,2007-16,13060971.84
2007-04-27,2007-17,12886633.25
2007-05-04,2007-18,12940852.04
2007-05-11,2007-19,13131001.85
2007-05-18,2007-20,13237591.08
2007-05-25,2007-21,13336079.39
2007-06-01,2007-22,13208205.8
2007-06-08,2007-23,13185213.88
2007-06-15,2007-24,13212591.19
2007-06-22,2007-25,13088873.54
2007-06-29,2007-26,13306822.71
2007-07-06,2007-27,13300465.01
2007-07-13,2007-28,13508289.56
2007-07-20,2007-29,13452421.4
2007-07-27,2007-30,13701951.39
2007-08-03,2007-31,13972293.89
2007-08-10,2007-32,14095292.63
2007-08-17,2007-33,14922820.93
2007-08-24,2007-34,14205785.5
2007-08-31,2007-35,14304576.92
2007-09-07,2007-36,14202852.66
2007-09-14,2007-37,14120140.85
2007-09-21,2007-38,14633692.11
2007-09-28,2007-39,14597482.58
2007-10-05,2007-40,14518073.43
2007-10-12,2007-41,14475053.61
2007-10-19,2007-42,14671986.59
2007-10-26,2007-43,14722079.22
2007-11-02,2007-44,14578299.79
2007-11-09,2007-45,14871483.9
2007-11-16,2007-46,14763966.2
2007-11-23,2007-47,14984907.17
2007-11-30,2007-48,14688055.69
2007-12-07,2007-49,14468746.79
2007-12-14,2007-50,14540926.7
2007-12-21,2007-51,14502232.24
2007-12-28,2007-52,15387902.55
2008-01-04,2008-1,15503131.36
2008-01-11,2008-2,15496346.89
2008-01-18,2008-3,15631689.85
2008-01-25,2008-4,15727828.28
2008-02-01,2008-5,15843084.88
2008-02-08,2008-6,15894132.94
2008-02-15,2008-7,15849039.08
2008-02-22,2008-8,15974144.21
2008-02-29,2008-9,15926369.12
2008-03-07,2008-10,16423488.69
2008-03-14,2008-11,16865577.01
2008-03-21,2008-12,16531347.75
2008-03-28,2008-13,16620737.48
2008-04-04,2008-14,16634898.19
2008-04-11,2008-15,16828455.6
2008-04-18,2008-16,16845170.8
2008-04-25,2008-17,16256770.18
2008-05-02,2008-18,15816011.11
2008-05-09,2008-19,15520700.8
2008-05-16,2008-20,15582798.95
2008-05-23,2008-21,15758270.67
2008-05-30,2008-22,15335579.2
2008-06-06,2008-23,15391546.74
2008-06-13,2008-24,15607964.13
2008-06-20,2008-25,15418937.92
2008-06-27,2008-26,15255506.5
2008-07-04,2008-27,15278318.41
2008-07-11,2008-28,14951574.68
2008-07-18,2008-29,15186514.14
2008-07-25,2008-30,15794198.51
2008-08-01,2008-31,15417367.6
2008-08-08,2008-32,15805554.59
2008-08-15,2008-33,15712777.61
2008-08-22,2008-34,16006100.61
2008-08-29,2008-35,16086013.19
2008-09-05,2008-36,16134007.96
2008-09-12,2008-37,16175498.95
2008-09-19,2008-38,16766611.68
2008-09-26,2008-39,16438896.57
2008-10-03,2008-40,16272623.24
2008-10-10,2008-41,17051274.91
2008-10-17,2008-42,17626350.94
2008-10-24,2008-43,18885038.44
2008-10-31,2008-44,17323462.48
2008-11-07,2008-45,17301278.85
2008-11-14,2008-46,17732840.27
2008-11-21,2008-47,18004286.62
2008-11-28,2008-48,17381632.21
2008-12-05,2008-49,17065805.01
2008-12-12,2008-50,17093569.5
2008-12-19,2008-51,18114301.77
2008-12-26,2008-52,18504612.59
2009-01-02,2009-1,18405741.33
2009-01-09,2009-2,18057174.29
2009-01-16,2009-3,17989407.69
2009-01-23,2009-4,18053234.64
2009-01-30,2009-5,17632285.14
2009-02-06,2009-6,17592780.31
2009-02-13,2009-7,17396784.27
2009-02-20,2009-8,16796982.14
2009-02-27,2009-9,16924084.88
2009-03-06,2009-10,17095629.46
2009-03-13,2009-11,17705367.57
2009-03-20,2009-12,17533940.48
2009-03-27,2009-13,17506824.98
2009-04-03,2009-14,17128591.19
2009-04-10,2009-15,16557715.48
2009-04-17,2009-16,16860198.87
2009-04-24,2009-17,17054536.45
2009-05-01,2009-18,17001553.88
2009-05-08,2009-19,16630936.03
2009-05-15,2009-20,17118359.39
2009-05-22,2009-21,17234703.04
2009-05-29,2009-22,17332292.21
2009-06-05,2009-23,17291912.73
2009-06-12,2009-24,17176703.91
2009-06-19,2009-25,17237046.3
2009-06-26,2009-26,17073644.31
2009-07-03,2009-27,16928586.96
2009-07-10,2009-28,16961693.19
2009-07-17,2009-29,16961058.49
2009-07-24,2009-30,17029597.56
2009-07-31,2009-31,17062906.17
2009-08-07,2009-32,17316255.84
2009-08-14,2009-33,17356848.42
2009-08-21,2009-34,17518993.54
2009-08-28,2009-35,17626243.7
2009-09-04,2009-36,17630661.84
2009-09-11,2009-37,17944844.64
2009-09-18,2009-38,17894858.87
2009-09-25,2009-39,17997307.78
2009-10-02,2009-40,18034921.98
2009-10-09,2009-41,18195970.16
2009-10-16,2009-42,18352256.49
2009-10-23,2009-43,18592563.01
2009-10-30,2009-44,18877424.05
2009-11-06,2009-45,18818250.34
2009-11-13,2009-46,18939835.48
2009-11-20,2009-47,18855838.77
2009-11-27,2009-48,19166778.15
2009-12-04,2009-49,19013633.43
2009-12-11,2009-50,18955303.11
2009-12-18,2009-51,18617950.75
2009-12-25,2009-52,18563573.03
2010-01-01,2010-1,18268659.08
2010-01-08,2010-2,17876192.52
2010-01-15,2010-3,17674902.93
2010-01-22,2010-4,17704426.1
2010-01-29,2010-5,16983028.38
2010-02-05,2010-6,16850068.34
2010-02-12,2010-7,16714492.9
2010-02-19,2010-8,16599405.72
2010-02-26,2010-9,16868001.93
2010-03-05,2010-10,16824964.4
2010-03-12,2010-11,16876918.06
2010-03-19,2010-12,16542621.47
2010-03-26,2010-13,16430491.04
2010-04-02,2010-14,16433416.68
2010-04-09,2010-15,15995389.34
2010-04-16,2010-16,15952289.45
2010-04-23,2010-17,15908196.82
2010-04-30,2010-18,15824648.77
2010-05-07,2010-19,16193153.2
2010-05-14,2010-20,15543951.45
2010-05-21,2010-21,15857710.95
2010-05-28,2010-22,15534365.12
2010-06-04,2010-23,15335173.99
2010-06-11,2010-24,15216189.87
2010-06-18,2010-25,15195267.16
2010-06-25,2010-26,15404834.15
2010-07-02,2010-27,15584549.87
2010-07-09,2010-28,15462196.03
2010-07-16,2010-29,15792378.12
2010-07-23,2010-30,15578241.86
2010-07-30,2010-31,15499832.86
2010-08-06,2010-32,15570501.81
2010-08-13,2010-33,15528924.91
2010-08-20,2010-34,15510451.63
2010-08-27,2010-35,15829781.46
2010-09-03,2010-36,15790354.2
2010-09-10,2010-37,15784526.55
2010-09-17,2010-38,16015099.38
2010-09-24,2010-39,16144508.06
2010-10-01,2010-40,16036688.6
2010-10-08,2010-41,16033868.03
2010-10-15,2010-42,15978361.22
2010-10-22,2010-43,16099086.53
2010-10-29,2010-44,17672278.4
2010-11-05,2010-45,17641130.75
2010-11-12,2010-46,17628251.65
2010-11-19,2010-47,
2010-11-26,2010-48,17295938.38
2010-12-03,2010-49,17768795.71
2010-12-10,2010-50,17996652.52
2010-12-17,2010-51,18359968.76
2010-12-24,2010-52,18515463.0
2010-12-31,2010-53,19027723.43
2011-01-07,2011-1,19301205.82
2011-01-14,2011-2,20250140.95
2011-01-21,2011-3,20705132.19
2011-01-28,2011-4,21131352.19
2011-02-04,2011-5,21577463.9
2011-02-11,2011-6,21722137.59
2011-02-18,2011-7,22072496.18
2011-02-25,2011-8,22531312.73
2011-03-04,2011-9,22738581.91
2011-03-11,2011-10,22624292.29
2011-03-18,2011-11,22846164.32
2011-03-25,2011-12,22634853.55
2011-04-01,2011-13,23052819.1
2011-04-08,2011-14,23290538.28
2011-04-15,2011-15,24231700.0
2011-04-22,2011-16,25253835.84
2011-04-29,2011-17,26079167.9
2011-05-06,2011-18,26619218.38
2011-05-13,2011-19,27499427.77
2011-05-20,2011-20,27689992.62
2011-05-27,2011-21,28182650.86
2011-06-03,2011-22,28579369.13
2011-06-10,2011-23,28674464.98
2011-06-17,2011-24,28964130.69
2011-06-24,2011-25,29310966.15
2011-07-01,2011-26,29805573.61
2011-07-08,2011-27,29978228.83
2011-07-15,2011-28,30115413.41
2011-07-22,2011-29,30997254.49
2011-07-29,2011-30,31274070.51
2011-08-05,2011-31,33449835.82
2011-08-12,2011-32,34418557.59
2011-08-19,2011-33,35054904.76
2011-08-26,2011-34,35271321.17
2011-09-02,2011-35,35112254.13
2011-09-09,2011-36,35526522.71
2011-09-16,2011-37,36264657.07
2011-09-23,2011-38,37097823.43
2011-09-30,2011-39,37805691.54
2011-10-07,2011-40,37398633.81
2011-10-14,2011-41,37870688.89
2011-10-21,2011-42,37983654.56
2011-10-28,2011-43,35130205.96
2011-11-04,2011-44,34629064.69
2011-11-11,2011-45,34608196.87
2011-11-18,2011-46,34866618.9
2011-11-25,2011-47,35314318.53
2011-12-02,2011-48,34498395.2
2011-12-09,2011-49,34638504.35
2011-12-16,2011-50,34489323.03
2011-12-23,2011-51,34780541.04
2011-12-30,2011-52,34487553.9
2012-01-06,2012-1,33345097.43
2012-01-13,2012-2,32896171.08
2012-01-20,2012-3,32031076.44
2012-01-27,2012-4,32144649.27
2012-02-03,2012-5,31320274.76
2012-02-10,2012-6,31424634.71
2012-02-17,2012-7,32066540.89
2012-02-24,2012-8,32446669.73
2012-03-02,2012-9,32845820.16
2012-03-09,2012-10,33237438.99
2012-03-16,2012-11,33195540.57
2012-03-23,2012-12,33229534.22
2012-03-30,2012-13,33147342.25
2012-04-06,2012-14,32722860.03
2012-04-13,2012-15,32733055.57
2012-04-20,2012-16,32030075.16
2012-04-27,2012-17,31587313.91
2012-05-04,2012-18,31430376.89
2012-05-11,2012-19,31543750.94
2012-05-18,2012-20,32215023.15
2012-05-25,2012-21,32302671.23
2012-06-01,2012-22,32278696.35
2012-06-08,2012-23,32436082.97
2012-06-15,2012-24,32454482.83
2012-06-22,2012-25,32194262.74
2012-06-29,2012-26,32577376.1
2012-07-06,2012-27,32468724.63
2012-07-13,2012-28,32345414.49
2012-07-20,2012-29,32235747.17
2012-07-27,2012-30,32262317.68
2012-08-03,2012-31,31938554.85
2012-08-10,2012-32,32157623.43
2012-08-17,2012-33,32175057.06
2012-08-24,2012-34,32316120.27
2012-08-31,2012-35,32744924.64
2012-09-07,2012-36,32949316.55
2012-09-14,2012-37,33253739.92
2012-09-21,2012-38,33212625.52
2012-09-28,2012-39,32631988.83
2012-10-05,2012-40,32817967.95
2012-10-12,2012-41,32642565.51
2012-10-19,2012-42,32729852.87
2012-10-26,2012-43,32760976.51
2012-11-02,2012-44,32553750.23
2012-11-09,2012-45,32485390.68
2012-11-16,2012-46,32440619.18
2012-11-23,2012-47,32586118.39
2012-11-30,2012-48,32663467.56
2012-12-07,2012-49,32911661.97
2012-12-14,2012-50,32997356.69
2012-12-21,2012-51,33463808.98
2012-12-28,2012-52,33663542.87
2013-01-04,2013-1,34414476.9
2013-01-11,2013-2,36709139.11
2013-01-18,2013-3,37454962.84
2013-01-25,2013-4,39417725.11
2013-02-01,2013-5,42298145.93
2013-02-08,2013-6,43636073.62
2013-02-15,2013-7,44966963.68
2013-02-22,2013-8,45661164.9
2013-03-01,2013-9,46675361.7
2013-03-08,2013-10,47740208.99
2013-03-15,2013-11,49471529.14
2013-03-22,2013-12,50466114.25
2013-03-29,2013-13,52343716.84
2013-04-05,2013-14,52934776.99
2013-04-12,2013-15,53450430.76
2013-04-19,2013-16,55453729.47
2013-04-26,2013-17,55920218.27
2013-05-03,2013-18,56770601.01
2013-05-10,2013-19,57749320.74
2013-05-17,2013-20,59575744.94
2013-05-24,2013-21,61536016.44
2013-05-31,2013-22,63665255.78
2013-06-07,2013-23,64533812.36
2013-06-14,2013-24,64283996.37
2013-06-21,2013-25,65568176.37
2013-06-28,2013-26,64983642.68
2013-07-05,2013-27,64810490.69
2013-07-12,2013-28,63406104.65
2013-07-19,2013-29,62575830.08
2013-07-26,2013-30,63138075.71
2013-08-02,2013-31,62665803.64
2013-08-09,2013-32,62242311.78
2013-08-16,2013-33,63417250.41
2013-08-23,2013-34,63887875.47
2013-08-30,2013-35,63589160.42
2013-09-06,2013-36,63168475.52
2013-09-13,2013-37,62099666.24
2013-09-20,2013-38,61947747.07
2013-09-27,2013-39,61642623.09
2013-10-04,2013-40,61197168.99
2013-10-11,2013-41,60324474.67
2013-10-18,2013-42,
2013-10-25,2013-43,60132981.15
2013-11-01,2013-44,59174643.84
2013-11-08,2013-45,59068726.13
2013-11-15,2013-46,58649153.34
2013-11-22,2013-47,58311173.02
2013-11-29,2013-48,59615526.33
2013-12-06,2013-49,59612969.65
2013-12-13,2013-50,60271075.28
2013-12-20,2013-51,61527369.98
2013-12-27,2013-52,63118548.98
2014-01-03,2014-1,62681142.16
2014-01-10,2014-2,62127971.72
2014-01-17,2014-3,61620444.38
2014-01-24,2014-4,64436716.71
2014-01-31,2014-5,61596749.79
2014-02-07,2014-6,61170835.98
2014-02-14,2014-7,59861710.77
2014-02-21,2014-8,60451807.21
2014-02-28,2014-9,60532057.55
2014-03-07,2014-10,60581537.65
2014-03-14,2014-11,61499136.63
2014-03-21,2014-12,61967110.88
2014-03-28,2014-13,61169441.26
2014-04-04,2014-14,59736163.45
2014-04-11,2014-15,60240452.94
2014-04-18,2014-16,60498079.49
2014-04-25,2014-17,60980804.29
2014-05-02,2014-18,60824042.37
2014-05-09,2014-19,60562530.89
2014-05-16,2014-20,61578119.43
2014-05-23,2014-21,60975086.71
2014-05-30,2014-22,59968834.88
2014-06-06,2014-23,60413441.15
2014-06-13,2014-24,61210499.44
2014-06-20,2014-25,62374951.34
2014-06-27,2014-26,61647585.89
2014-07-04,2014-27,61479349.76
2014-07-11,2014-28,61759278.48
2014-07-18,2014-29,61930814.7
2014-07-25,2014-30,61729428.73
2014-08-01,2014-31,62193394.05
2014-08-08,2014-32,63178201.87
2014-08-15,2014-33,63532361.43
2014-08-22,2014-34,63941789.93
2014-08-29,2014-35,63205537.86
2014-09-05,2014-36,62308869.56
2014-09-12,2014-37,62937976.3
2014-09-19,2014-38,64918253.09
2014-09-26,2014-39,62802027.09
2014-10-03,2014-40,62861276.36
2014-10-10,2014-41,62913810.38
2014-10-17,2014-42,62752756.12
2014-10-24,2014-43,62118332.74
2014-10-31,2014-44,61383738.6
2014-11-07,2014-45,62377522.91
2014-11-14,2014-46,61988323.56
2014-11-21,2014-47,60998589.66
2014-11-28,2014-48,61386579.21
2014-12-05,2014-49,61235286.63
2014-12-12,2014-50,62038276.42
2014-12-19,2014-51,63144515.5
2014-12-26,2014-52,62597077.61
2015-01-02,2015-1,62224647.44
2015-01-09,2015-2,60634814.61
2015-01-16,2015-3,61222726.52
2015-01-23,2015-4,60980044.91
2015-01-30,2015-5,62801491.79
2015-02-06,2015-6,63190859.08
2015-02-13,2015-7,62261805.05
2015-02-20,2015-8,66116098.13
2015-02-27,2015-9,66378402.13
2015-03-06,2015-10,68673218.29
2015-03-13,2015-11,68342359.49
2015-03-20,2015-12,68948036.81
2015-03-27,2015-13,69016625.78
2015-04-03,2015-14,68851214.65
2015-04-10,2015-15,68835646.39
2015-04-17,2015-16,70188035.14
2015-04-24,2015-17,70644490.17
2015-05-01,2015-18,69034930.89
2015-05-08,2015-19,69168270.6
2015-05-15,2015-20,68956840.57
2015-05-22,2015-21,68446116.42
2015-05-29,2015-22,69149273.31
2015-06-05,2015-23,71056084.0
2015-06-12,2015-24,71758369.15
2015-06-19,2015-25,71894679.52
2015-06-26,2015-26,71798793.14
2015-07-03,2015-27,73424326.8
2015-07-10,2015-28,74143785.35
2015-07-17,2015-29,73451719.53
2015-07-24,2015-30,76024926.59
2015-07-31,2015-31,79103953.93
2015-08-07,2015-32,78928587.54
2015-08-14,2015-33,81788530.06
2015-08-21,2015-34,81911055.34
2015-08-28,2015-35,82605182.23
2015-09-04,2015-36,84215437.2
2015-09-11,2015-37,86558475.99
2015-09-18,2015-38,93809172.01
2015-09-25,2015-39,86558510.68
2015-10-02,2015-40,87816806.32
2015-10-09,2015-41,86527950.29
2015-10-16,2015-42,87423423.92
2015-10-23,2015-43,86460727.07
2015-10-30,2015-44,88753222.16
2015-11-06,2015-45,85896409.39
2015-11-13,2015-46,85928498.39
2015-11-20,2015-47,85368171.2
2015-11-27,2015-48,86980473.26
2015-12-04,2015-49,86899687.44
2015-12-11,2015-50,87766165.45
2015-12-18,2015-51,86454054.35
2015-12-25,2015-52,87655508.71
2016-01-01,2016-1,88376908.45
2016-01-08,2016-2,89527341.53
2016-01-15,2016-3,89981398.46
2016-01-22,2016-4,88534055.98
2016-01-29,2016-5,88676447.4
2016-02-05,2016-6,89224277.68
2016-02-12,2016-7,90269577.09
2016-02-19,2016-8,90900851.18
2016-02-26,2016-9,91140971.52
2016-03-04,2016-10,92002704.48
2016-03-11,2016-11,90852878.22
2016-03-18,2016-12,93302682.64
2016-03-25,2016-13,92991247.62
2016-04-01,2016-14,95149174.09
2016-04-08,2016-15,95406885.24
2016-04-15,2016-16,96944375.09
2016-04-22,2016-17,97387165.34
2016-04-29,2016-18,102161533.63
2016-05-06,2016-19,100242816.97
2016-05-13,2016-20,101662928.27
2016-05-20,2016-21,100645882.34
2016-05-27,2016-22,101643850.26
2016-06-03,2016-23,101816193.45
2016-06-10,2016-24,102012861.74
2016-06-17,2016-25,103883936.05
2016-06-24,2016-26,104017410.51
2016-07-01,2016-27,103151751.35
