Tarih,TP_TLDTHVADE_KB1,TP_TLDTHVADE_KB1
2007-03-16,2007-11,27293479.0
2007-03-23,2007-12,24888701.0
2007-03-30,2007-13,26026994.0
2007-04-06,2007-14,24422861.0
2007-04-13,2007-15,26828291.0
2007-04-20,2007-16,25992932.0
2007-04-27,2007-17,28341026.0
2007-05-04,2007-18,25353900.0
2007-05-11,2007-19,28437188.0
2007-05-18,2007-20,28674687.0
2007-05-25,2007-21,26911160.0
2007-06-01,2007-22,28284798.0
2007-06-08,2007-23,26838194.0
2007-06-15,2007-24,30803206.0
2007-06-22,2007-25,28290881.0
2007-06-29,2007-26,28553757.0
2007-07-06,2007-27,27855628.0
2007-07-13,2007-28,29267734.0
2007-07-20,2007-29,27947577.0
2007-07-27,2007-30,28789179.0
2007-08-03,2007-31,27367902.0
2007-08-10,2007-32,28230387.0
2007-08-17,2007-33,32398992.0
2007-08-24,2007-34,29276681.0
2007-08-31,2007-35,30001032.0
2007-09-07,2007-36,27859205.0
2007-09-14,2007-37,30302195.0
2007-09-21,2007-38,28963560.0
2007-09-28,2007-39,28824160.0
2007-10-05,2007-40,30540436.0
2007-10-12,2007-41,29330340.0
2007-10-19,2007-42,28726983.0
2007-10-26,2007-43,31374166.0
2007-11-02,2007-44,28473911.0
2007-11-09,2007-45,27503196.0
2007-11-16,2007-46,31893168.0
2007-11-23,2007-47,28815218.0
2007-11-30,2007-48,30085609.0
2007-12-07,2007-49,27490585.0
2007-12-14,2007-50,33283887.0
2007-12-21,2007-51,32336899.0
2007-12-28,2007-52,32112411.0
2008-01-04,2008-1,28701146.0
2008-01-11,2008-2,29601321.0
2008-01-18,2008-3,29280471.0
2008-01-25,2008-4,29537530.0
2008-02-01,2008-5,28783243.0
2008-02-08,2008-6,28019996.0
2008-02-15,2008-7,32125226.0
2008-02-22,2008-8,29106251.0
2008-02-29,2008-9,31199964.0
2008-03-07,2008-10,28818410.0
2008-03-14,2008-11,32506722.0
2008-03-21,2008-12,31159601.0
2008-03-28,2008-13,32351051.0
2008-04-04,2008-14,30802466.0
2008-04-11,2008-15,32844841.0
2008-04-18,2008-16,32421802.0
2008-04-25,2008-17,31901909.0
2008-05-02,2008-18,32291478.0
2008-05-09,2008-19,29854249.0
2008-05-16,2008-20,33974993.0
2008-05-23,2008-21,30987338.0
2008-05-30,2008-22,31161885.0
2008-06-06,2008-23,30620028.0
2008-06-13,2008-24,33311798.0
2008-06-20,2008-25,31994944.0
2008-06-27,2008-26,36469146.0
2008-07-04,2008-27,30602306.0
2008-07-11,2008-28,32036399.0
2008-07-18,2008-29,31924919.0
2008-07-25,2008-30,31531119.0
2008-08-01,2008-31,33304488.0
2008-08-08,2008-32,29945672.0
2008-08-15,2008-33,35774204.0
2008-08-22,2008-34,32106861.0
2008-08-29,2008-35,31623553.0
2008-09-05,2008-36,30617170.0
2008-09-12,2008-37,33614390.0
2008-09-19,2008-38,33479779.0
2008-09-26,2008-39,39096340.0
2008-10-03,2008-40,33807200.0
2008-10-10,2008-41,33390832.0
2008-10-17,2008-42,34616689.0
2008-10-24,2008-43,34702509.0
2008-10-31,2008-44,34438082.0
2008-11-07,2008-45,31297626.0
2008-11-14,2008-46,34320505.0
2008-11-21,2008-47,32653352.0
2008-11-28,2008-48,32637620.0
2008-12-05,2008-49,33487885.0
2008-12-12,2008-50,32347624.0
2008-12-19,2008-51,32673892.0
2008-12-26,2008-52,35888140.0
2009-01-02,2009-1,32512158.0
2009-01-09,2009-2,29589083.0
2009-01-16,2009-3,35167243.0
2009-01-23,2009-4,32564476.0
2009-01-30,2009-5,32017121.0
2009-02-06,2009-6,30603455.0
2009-02-13,2009-7,33593723.0
2009-02-20,2009-8,33163929.0
2009-02-27,2009-9,38495922.0
2009-03-06,2009-10,33137054.0
2009-03-13,2009-11,35341036.0
2009-03-20,2009-12,34415532.0
2009-03-27,2009-13,36280362.0
2009-04-03,2009-14,32258538.0
2009-04-10,2009-15,33762542.0
2009-04-17,2009-16,34158220.0
2009-04-24,2009-17,35281663.0
2009-05-01,2009-18,36127162.0
2009-05-08,2009-19,32305421.0
2009-05-15,2009-20,37776093.0
2009-05-22,2009-21,34513411.0
2009-05-29,2009-22,36130858.0
2009-06-05,2009-23,33376278.0
2009-06-12,2009-24,37226327.0
2009-06-19,2009-25,35411584.0
2009-06-26,2009-26,38723969.0
2009-07-03,2009-27,33547064.0
2009-07-10,2009-28,35146598.0
2009-07-17,2009-29,37911302.0
2009-07-24,2009-30,35902490.0
2009-07-31,2009-31,41572782.0
2009-08-07,2009-32,34311447.0
2009-08-14,2009-33,39194469.0
2009-08-21,2009-34,36945390.0
2009-08-28,2009-35,36125749.0
2009-09-04,2009-36,35013379.0
2009-09-11,2009-37,39278491.0
2009-09-18,2009-38,39556123.0
2009-09-25,2009-39,38237169.0
2009-10-02,2009-40,39229194.0
2009-10-09,2009-41,36568923.0
2009-10-16,2009-42,41572465.0
2009-10-23,2009-43,38717624.0
2009-10-30,2009-44,38654849.0
2009-11-06,2009-45,35829041.0
2009-11-13,2009-46,40157134.0
2009-11-20,2009-47,40670137.0
2009-11-27,2009-48,42692457.0
2009-12-04,2009-49,36640384.0
2009-12-11,2009-50,40488395.0
2009-12-18,2009-51,41925210.0
2009-12-25,2009-52,43418581.0
2010-01-01,2010-1,46200611.0
2010-01-08,2010-2,39065682.0
2010-01-15,2010-3,45005793.0
2010-01-22,2010-4,41749209.0
2010-01-29,2010-5,41857443.0
2010-02-05,2010-6,39870146.0
2010-02-12,2010-7,42885259.0
2010-02-19,2010-8,41068966.0
2010-02-26,2010-9,48459809.0
2010-03-05,2010-10,40469236.0
2010-03-12,2010-11,43599468.0
2010-03-19,2010-12,42320201.0
2010-03-26,2010-13,45742995.0
2010-04-02,2010-14,43745352.0
2010-04-09,2010-15,41407596.0
2010-04-16,2010-16,46976428.0
2010-04-23,2010-17,44523499.0
2010-04-30,2010-18,45674375.0
2010-05-07,2010-19,42048811.0
2010-05-14,2010-20,48677545.0
2010-05-21,2010-21,45934726.0
2010-05-28,2010-22,45677028.0
2010-06-04,2010-23,43524609.0
2010-06-11,2010-24,47191330.0
2010-06-18,2010-25,47185718.0
2010-06-25,2010-26,47944518.0
2010-07-02,2010-27,47806477.0
2010-07-09,2010-28,45546573.0
2010-07-16,2010-29,51326289.0
2010-07-23,2010-30,48423620.0
2010-07-30,2010-31,52135214.0
2010-08-06,2010-32,45035289.0
2010-08-13,2010-33,49451380.0
2010-08-20,2010-34,47209296.0
2010-08-27,2010-35,52695798.0
2010-09-03,2010-36,48617136.0
2010-09-10,2010-37,50082785.0
2010-09-17,2010-38,50271801.0
2010-09-24,2010-39,50915400.0
2010-10-01,2010-40,52265802.0
2010-10-08,2010-41,47745722.0
2010-10-15,2010-42,53630663.0
2010-10-22,2010-43,50823033.0
2010-10-29,2010-44,56049778.0
2010-11-05,2010-45,50087858.0
2010-11-12,2010-46,56453931.0
2010-11-19,2010-47,
2010-11-26,2010-48,55090878.0
2010-12-03,2010-49,48581130.0
2010-12-10,2010-50,50423462.0
2010-12-17,2010-51,53969641.0
2010-12-24,2010-52,56421384.0
2010-12-31,2010-53,62031609.0
2011-01-07,2011-1,52120924.0
2011-01-14,2011-2,59000267.0
2011-01-21,2011-3,56015361.0
2011-01-28,2011-4,55850032.0
2011-02-04,2011-5,54048244.0
2011-02-11,2011-6,57454226.0
2011-02-18,2011-7,61110052.0
2011-02-25,2011-8,58585887.0
2011-03-04,2011-9,55892848.0
2011-03-11,2011-10,58165746.0
2011-03-18,2011-11,57544254.0
2011-03-25,2011-12,57472167.0
2011-04-01,2011-13,58353491.0
2011-04-08,2011-14,56037479.0
2011-04-15,2011-15,62312782.0
2011-04-22,2011-16,59200641.0
2011-04-29,2011-17,59478701.0
2011-05-06,2011-18,56854509.0
2011-05-13,2011-19,63506194.0
2011-05-20,2011-20,60672169.0
2011-05-27,2011-21,64697552.0
2011-06-03,2011-22,61651565.0
2011-06-10,2011-23,59473001.0
2011-06-17,2011-24,62442360.0
2011-06-24,2011-25,63434004.0
2011-07-01,2011-26,66005497.0
2011-07-08,2011-27,59785238.0
2011-07-15,2011-28,67489607.0
2011-07-22,2011-29,65918294.0
2011-07-29,2011-30,65165244.0
2011-08-05,2011-31,60529843.0
2011-08-12,2011-32,66062005.0
2011-08-19,2011-33,64873705.0
2011-08-26,2011-34,71219438.0
2011-09-02,2011-35,61434294.0
2011-09-09,2011-36,60929139.0
2011-09-16,2011-37,66750458.0
2011-09-23,2011-38,65001638.0
2011-09-30,2011-39,66483288.0
2011-10-07,2011-40,60602416.0
2011-10-14,2011-41,67885350.0
2011-10-21,2011-42,64431732.0
2011-10-28,2011-43,64587008.0
2011-11-04,2011-44,64458273.0
2011-11-11,2011-45,62129960.0
2011-11-18,2011-46,67299656.0
2011-11-25,2011-47,63940121.0
2011-12-02,2011-48,62803834.0
2011-12-09,2011-49,60774934.0
2011-12-16,2011-50,66877779.0
2011-12-23,2011-51,65692447.0
2011-12-30,2011-52,67670324.0
2012-01-06,2012-1,58118920.0
2012-01-13,2012-2,67003718.0
2012-01-20,2012-3,61668835.0
2012-01-27,2012-4,66551674.0
2012-02-03,2012-5,58118746.0
2012-02-10,2012-6,57941776.0
2012-02-17,2012-7,66300980.0
2012-02-24,2012-8,62906739.0
2012-03-02,2012-9,60597416.0
2012-03-09,2012-10,60310283.0
2012-03-16,2012-11,66405316.0
2012-03-23,2012-12,64142083.0
2012-03-30,2012-13,63844603.0
2012-04-06,2012-14,58861962.0
2012-04-13,2012-15,67777862.0
2012-04-20,2012-16,64342911.0
2012-04-27,2012-17,69545993.0
2012-05-04,2012-18,60269082.0
2012-05-11,2012-19,65895890.0
2012-05-18,2012-20,69159175.0
2012-05-25,2012-21,64429357.0
2012-06-01,2012-22,68144464.0
2012-06-08,2012-23,65428507.0
2012-06-15,2012-24,73708265.0
2012-06-22,2012-25,68996404.0
2012-06-29,2012-26,70621704.0
2012-07-06,2012-27,64344883.0
2012-07-13,2012-28,72787367.0
2012-07-20,2012-29,67724465.0
2012-07-27,2012-30,67384797.0
2012-08-03,2012-31,63401293.0
2012-08-10,2012-32,65873286.0
2012-08-17,2012-33,74700933.0
2012-08-24,2012-34,68496272.0
2012-08-31,2012-35,69151590.0
2012-09-07,2012-36,63538979.0
2012-09-14,2012-37,73784135.0
2012-09-21,2012-38,70154296.0
2012-09-28,2012-39,73648129.0
2012-10-05,2012-40,66287920.0
2012-10-12,2012-41,74528748.0
2012-10-19,2012-42,74483639.0
2012-10-26,2012-43,71427337.0
2012-11-02,2012-44,69647714.0
2012-11-09,2012-45,66798060.0
2012-11-16,2012-46,74646788.0
2012-11-23,2012-47,69742860.0
2012-11-30,2012-48,70276317.0
2012-12-07,2012-49,65568710.0
2012-12-14,2012-50,75449172.0
2012-12-21,2012-51,74446533.0
2012-12-28,2012-52,79043626.0
2013-01-04,2013-1,69666914.0
2013-01-11,2013-2,76514750.0
2013-01-18,2013-3,72843648.0
2013-01-25,2013-4,73433170.0
2013-02-01,2013-5,73312306.0
2013-02-08,2013-6,70161580.0
2013-02-15,2013-7,78221368.0
2013-02-22,2013-8,74115194.0
2013-03-01,2013-9,75326306.0
2013-03-08,2013-10,71357822.0
2013-03-15,2013-11,80316524.0
2013-03-22,2013-12,76732335.0
2013-03-29,2013-13,80420626.0
2013-04-05,2013-14,71319256.0
2013-04-12,2013-15,79184649.0
2013-04-19,2013-16,77751006.0
2013-04-26,2013-17,83429212.0
2013-05-03,2013-18,75492016.0
2013-05-10,2013-19,77923949.0
2013-05-17,2013-20,84178207.0
2013-05-24,2013-21,80094055.0
2013-05-31,2013-22,84945331.0
2013-06-07,2013-23,79257451.0
2013-06-14,2013-24,89485232.0
2013-06-21,2013-25,87197999.0
2013-06-28,2013-26,91487248.0
2013-07-05,2013-27,82640484.0
2013-07-12,2013-28,90659507.0
2013-07-19,2013-29,87131853.0
2013-07-26,2013-30,86445602.0
2013-08-02,2013-31,88721952.0
2013-08-09,2013-32,89595183.0
2013-08-16,2013-33,91939607.0
2013-08-23,2013-34,88492956.0
2013-08-30,2013-35,90280784.0
2013-09-06,2013-36,84734737.0
2013-09-13,2013-37,93318989.0
2013-09-20,2013-38,90649047.0
2013-09-27,2013-39,99689806.0
2013-10-04,2013-40,86680066.0
2013-10-11,2013-41,99913070.0
2013-10-18,2013-42,
2013-10-25,2013-43,92013499.0
2013-11-01,2013-44,90911396.0
2013-11-08,2013-45,86917483.0
2013-11-15,2013-46,96936328.0
2013-11-22,2013-47,89750997.0
2013-11-29,2013-48,91194688.0
2013-12-06,2013-49,85382994.0
2013-12-13,2013-50,94939670.0
2013-12-20,2013-51,94139658.0
2013-12-27,2013-52,102817205.0
2014-01-03,2014-1,91427108.0
2014-01-10,2014-2,92181925.0
2014-01-17,2014-3,95035969.0
2014-01-24,2014-4,95160989.0
2014-01-31,2014-5,96152811.0
2014-02-07,2014-6,86200547.0
2014-02-14,2014-7,97373236.0
2014-02-21,2014-8,91120016.0
2014-02-28,2014-9,93719695.0
2014-03-07,2014-10,86568966.0
2014-03-14,2014-11,98327186.0
2014-03-21,2014-12,95094704.0
2014-03-28,2014-13,94095498.0
2014-04-04,2014-14,87577914.0
2014-04-11,2014-15,95436461.0
2014-04-18,2014-16,94309958.0
2014-04-25,2014-17,94545000.0
2014-05-02,2014-18,93306540.0
2014-05-09,2014-19,88033003.0
2014-05-16,2014-20,98855394.0
2014-05-23,2014-21,94101587.0
2014-05-30,2014-22,94019493.0
2014-06-06,2014-23,89513117.0
2014-06-13,2014-24,98946504.0
2014-06-20,2014-25,97008872.0
2014-06-27,2014-26,108698241.0
2014-07-04,2014-27,94793832.0
2014-07-11,2014-28,102188921.0
2014-07-18,2014-29,101993001.0
2014-07-25,2014-30,106004685.0
2014-08-01,2014-31,114825740.0
2014-08-08,2014-32,98934695.0
2014-08-15,2014-33,108330227.0
2014-08-22,2014-34,102396331.0
2014-08-29,2014-35,102780106.0
2014-09-05,2014-36,96423265.0
2014-09-12,2014-37,105726008.0
2014-09-19,2014-38,103325885.0
2014-09-26,2014-39,112503569.0
2014-10-03,2014-40,99120993.0
2014-10-10,2014-41,100339129.0
2014-10-17,2014-42,102294380.0
2014-10-24,2014-43,102860894.0
2014-10-31,2014-44,102671942.0
2014-11-07,2014-45,94072272.0
2014-11-14,2014-46,105842028.0
2014-11-21,2014-47,100014623.0
2014-11-28,2014-48,102879304.0
2014-12-05,2014-49,96870179.0
2014-12-12,2014-50,107555262.0
2014-12-19,2014-51,108871747.0
2014-12-26,2014-52,116747793.0
2015-01-02,2015-1,107045379.0
2015-01-09,2015-2,99547392.0
2015-01-16,2015-3,111638701.0
2015-01-23,2015-4,105610541.0
2015-01-30,2015-5,107607589.0
2015-02-06,2015-6,101827734.0
2015-02-13,2015-7,111196707.0
2015-02-20,2015-8,105062548.0
2015-02-27,2015-9,119687590.0
2015-03-06,2015-10,105707129.0
2015-03-13,2015-11,114939094.0
2015-03-20,2015-12,108179616.0
2015-03-27,2015-13,114238687.0
2015-04-03,2015-14,106167520.0
2015-04-10,2015-15,111050681.0
2015-04-17,2015-16,114876786.0
2015-04-24,2015-17,115511946.0
2015-05-01,2015-18,117488948.0
2015-05-08,2015-19,110680805.0
2015-05-15,2015-20,121660495.0
2015-05-22,2015-21,112555307.0
2015-05-29,2015-22,113667681.0
2015-06-05,2015-23,111657286.0
2015-06-12,2015-24,118905438.0
2015-06-19,2015-25,115096010.0
2015-06-26,2015-26,122022634.0
2015-07-03,2015-27,110963009.0
2015-07-10,2015-28,116042035.0
2015-07-17,2015-29,121749351.0
2015-07-24,2015-30,116053848.0
2015-07-31,2015-31,133972821.0
2015-08-07,2015-32,113194153.0
2015-08-14,2015-33,125435778.0
2015-08-21,2015-34,120507647.0
2015-08-28,2015-35,119611662.0
2015-09-04,2015-36,117436816.0
2015-09-11,2015-37,127715529.0
2015-09-18,2015-38,133055300.0
2015-09-25,2015-39,122277884.0
2015-10-02,2015-40,115468880.0
2015-10-09,2015-41,115097565.0
2015-10-16,2015-42,124324840.0
2015-10-23,2015-43,120734117.0
2015-10-30,2015-44,117356702.0
2015-11-06,2015-45,115190052.0
2015-11-13,2015-46,123770054.0
2015-11-20,2015-47,118709733.0
2015-11-27,2015-48,129842433.0
2015-12-04,2015-49,116611033.0
2015-12-11,2015-50,127962843.0
2015-12-18,2015-51,123020435.0
2015-12-25,2015-52,127323544.0
2016-01-01,2016-1,125672370.0
2016-01-08,2016-2,120195972.0
2016-01-15,2016-3,135078016.0
2016-01-22,2016-4,126039240.0
2016-01-29,2016-5,124966112.0
2016-02-05,2016-6,118724369.0
2016-02-12,2016-7,132566991.0
2016-02-19,2016-8,128696006.0
2016-02-26,2016-9,133599770.0
2016-03-04,2016-10,120799067.0
2016-03-11,2016-11,127658129.0
2016-03-18,2016-12,122622138.0
2016-03-25,2016-13,123717991.0
2016-04-01,2016-14,122262885.0
2016-04-08,2016-15,120970666.0
2016-04-15,2016-16,132698127.0
2016-04-22,2016-17,124905288.0
2016-04-29,2016-18,125737206.0
2016-05-06,2016-19,125196102.0
2016-05-13,2016-20,136930375.0
2016-05-20,2016-21,132200968.0
2016-05-27,2016-22,140662717.0
2016-06-03,2016-23,131609693.0
2016-06-10,2016-24,132005988.0
2016-06-17,2016-25,136646946.0
2016-06-24,2016-26,138080310.0
2016-07-01,2016-27,141183249.0
