Tarih,TP_TLDTHVADE_KB16,TP_TLDTHVADE_KB16
2007-03-16,2007-11,16452984.24
2007-03-23,2007-12,16300368.24
2007-03-30,2007-13,15622019.72
2007-04-06,2007-14,15287869.91
2007-04-13,2007-15,15541844.62
2007-04-20,2007-16,15426557.88
2007-04-27,2007-17,14990787.06
2007-05-04,2007-18,15339615.28
2007-05-11,2007-19,15076310.49
2007-05-18,2007-20,15022253.17
2007-05-25,2007-21,15153504.65
2007-06-01,2007-22,15047333.31
2007-06-08,2007-23,15036715.75
2007-06-15,2007-24,15046810.08
2007-06-22,2007-25,15056882.36
2007-06-29,2007-26,15623495.54
2007-07-06,2007-27,15624287.95
2007-07-13,2007-28,15767668.33
2007-07-20,2007-29,16057735.76
2007-07-27,2007-30,16494367.23
2007-08-03,2007-31,16840270.29
2007-08-10,2007-32,17094281.29
2007-08-17,2007-33,17626664.45
2007-08-24,2007-34,17478077.85
2007-08-31,2007-35,17534117.97
2007-09-07,2007-36,17570570.79
2007-09-14,2007-37,17393521.39
2007-09-21,2007-38,17365128.77
2007-09-28,2007-39,17635914.36
2007-10-05,2007-40,17972007.1
2007-10-12,2007-41,17796937.46
2007-10-19,2007-42,17826631.5
2007-10-26,2007-43,17090431.22
2007-11-02,2007-44,16881240.38
2007-11-09,2007-45,16807997.54
2007-11-16,2007-46,16795031.95
2007-11-23,2007-47,17028772.64
2007-11-30,2007-48,17028404.86
2007-12-07,2007-49,16644009.75
2007-12-14,2007-50,16636729.14
2007-12-21,2007-51,16509392.18
2007-12-28,2007-52,17227941.28
2008-01-04,2008-1,16210383.86
2008-01-11,2008-2,16144227.0
2008-01-18,2008-3,16295540.45
2008-01-25,2008-4,17042720.96
2008-02-01,2008-5,16078195.88
2008-02-08,2008-6,16929674.78
2008-02-15,2008-7,17139885.93
2008-02-22,2008-8,16712972.4
2008-02-29,2008-9,16707132.99
2008-03-07,2008-10,17247278.13
2008-03-14,2008-11,17261676.31
2008-03-21,2008-12,16922207.37
2008-03-28,2008-13,16902495.45
2008-04-04,2008-14,16331485.08
2008-04-11,2008-15,15052141.34
2008-04-18,2008-16,15233650.01
2008-04-25,2008-17,14976621.49
2008-05-02,2008-18,14411062.5
2008-05-09,2008-19,13763891.8
2008-05-16,2008-20,13803736.49
2008-05-23,2008-21,13983738.28
2008-05-30,2008-22,13760958.09
2008-06-06,2008-23,13379792.85
2008-06-13,2008-24,13871741.74
2008-06-20,2008-25,13773034.04
2008-06-27,2008-26,13654477.44
2008-07-04,2008-27,14583747.53
2008-07-11,2008-28,14717401.42
2008-07-18,2008-29,14986261.94
2008-07-25,2008-30,15062820.26
2008-08-01,2008-31,14962414.18
2008-08-08,2008-32,15510723.85
2008-08-15,2008-33,16081468.1
2008-08-22,2008-34,16667773.14
2008-08-29,2008-35,16612869.04
2008-09-05,2008-36,16797527.98
2008-09-12,2008-37,17320998.64
2008-09-19,2008-38,17649749.45
2008-09-26,2008-39,17506370.25
2008-10-03,2008-40,17356319.87
2008-10-10,2008-41,17333313.92
2008-10-17,2008-42,17035266.58
2008-10-24,2008-43,17542550.52
2008-10-31,2008-44,16083379.04
2008-11-07,2008-45,15518125.86
2008-11-14,2008-46,15491492.74
2008-11-21,2008-47,15641369.87
2008-11-28,2008-48,14271359.96
2008-12-05,2008-49,13939684.26
2008-12-12,2008-50,13736451.9
2008-12-19,2008-51,13999534.54
2008-12-26,2008-52,15037710.1
2009-01-02,2009-1,14298578.75
2009-01-09,2009-2,14627817.68
2009-01-16,2009-3,14791680.2
2009-01-23,2009-4,15172504.5
2009-01-30,2009-5,15030640.0
2009-02-06,2009-6,14923002.34
2009-02-13,2009-7,15350122.63
2009-02-20,2009-8,15732167.79
2009-02-27,2009-9,15195632.67
2009-03-06,2009-10,15334911.78
2009-03-13,2009-11,15722188.03
2009-03-20,2009-12,15287321.26
2009-03-27,2009-13,15065838.52
2009-04-03,2009-14,14731857.57
2009-04-10,2009-15,14099794.67
2009-04-17,2009-16,14116180.85
2009-04-24,2009-17,14069675.27
2009-05-01,2009-18,13806257.62
2009-05-08,2009-19,13885902.01
2009-05-15,2009-20,14365088.51
2009-05-22,2009-21,14026467.99
2009-05-29,2009-22,14262300.43
2009-06-05,2009-23,14438355.15
2009-06-12,2009-24,14040432.19
2009-06-19,2009-25,14119181.63
2009-06-26,2009-26,14135783.75
2009-07-03,2009-27,15035947.18
2009-07-10,2009-28,15147372.08
2009-07-17,2009-29,15237050.55
2009-07-24,2009-30,15099707.87
2009-07-31,2009-31,15036735.53
2009-08-07,2009-32,15128638.0
2009-08-14,2009-33,14896393.8
2009-08-21,2009-34,14386095.71
2009-08-28,2009-35,14473265.63
2009-09-04,2009-36,14861106.06
2009-09-11,2009-37,15534923.35
2009-09-18,2009-38,16000118.75
2009-09-25,2009-39,16036506.03
2009-10-02,2009-40,16275698.68
2009-10-09,2009-41,16508055.84
2009-10-16,2009-42,16574947.55
2009-10-23,2009-43,17363794.3
2009-10-30,2009-44,17505493.64
2009-11-06,2009-45,17208171.85
2009-11-13,2009-46,17199720.67
2009-11-20,2009-47,17382470.67
2009-11-27,2009-48,17000012.43
2009-12-04,2009-49,16702225.77
2009-12-11,2009-50,16611186.75
2009-12-18,2009-51,16353763.65
2009-12-25,2009-52,15737657.78
2010-01-01,2010-1,15698964.35
2010-01-08,2010-2,14473556.7
2010-01-15,2010-3,14702253.36
2010-01-22,2010-4,14369053.68
2010-01-29,2010-5,15168364.38
2010-02-05,2010-6,15312740.98
2010-02-12,2010-7,15726479.38
2010-02-19,2010-8,15934683.61
2010-02-26,2010-9,16167694.91
2010-03-05,2010-10,16273644.27
2010-03-12,2010-11,16072024.64
2010-03-19,2010-12,16012594.49
2010-03-26,2010-13,16174919.6
2010-04-02,2010-14,16561313.74
2010-04-09,2010-15,17550577.5
2010-04-16,2010-16,18283746.98
2010-04-23,2010-17,18252621.32
2010-04-30,2010-18,18221013.87
2010-05-07,2010-19,18418930.08
2010-05-14,2010-20,17828654.15
2010-05-21,2010-21,17954183.72
2010-05-28,2010-22,17035908.23
2010-06-04,2010-23,17377631.55
2010-06-11,2010-24,17856347.2
2010-06-18,2010-25,18041617.41
2010-06-25,2010-26,18750159.07
2010-07-02,2010-27,19682614.99
2010-07-09,2010-28,19301419.24
2010-07-16,2010-29,19367712.37
2010-07-23,2010-30,20434319.76
2010-07-30,2010-31,20860604.74
2010-08-06,2010-32,20171126.9
2010-08-13,2010-33,20346403.92
2010-08-20,2010-34,20773330.38
2010-08-27,2010-35,21575945.78
2010-09-03,2010-36,21679826.32
2010-09-10,2010-37,21743902.14
2010-09-17,2010-38,22482722.97
2010-09-24,2010-39,23163342.41
2010-10-01,2010-40,24234706.8
2010-10-08,2010-41,24229428.22
2010-10-15,2010-42,24758614.16
2010-10-22,2010-43,24926393.51
2010-10-29,2010-44,24954107.4
2010-11-05,2010-45,24937817.63
2010-11-12,2010-46,24798577.81
2010-11-19,2010-47,
2010-11-26,2010-48,24249934.68
2010-12-03,2010-49,24333505.94
2010-12-10,2010-50,24613221.04
2010-12-17,2010-51,24946655.44
2010-12-24,2010-52,24675074.4
2010-12-31,2010-53,24991267.25
2011-01-07,2011-1,23850537.85
2011-01-14,2011-2,23292794.29
2011-01-21,2011-3,21790990.11
2011-01-28,2011-4,22150279.24
2011-02-04,2011-5,23323077.41
2011-02-11,2011-6,24251574.42
2011-02-18,2011-7,25227878.68
2011-02-25,2011-8,25512451.52
2011-03-04,2011-9,26280363.53
2011-03-11,2011-10,28080581.13
2011-03-18,2011-11,29894481.1
2011-03-25,2011-12,31260383.49
2011-04-01,2011-13,33416399.08
2011-04-08,2011-14,37504949.0
2011-04-15,2011-15,40507862.5
2011-04-22,2011-16,42915470.81
2011-04-29,2011-17,45022021.11
2011-05-06,2011-18,46339573.51
2011-05-13,2011-19,48476740.85
2011-05-20,2011-20,50784133.04
2011-05-27,2011-21,51680005.06
2011-06-03,2011-22,53557052.72
2011-06-10,2011-23,55372263.11
2011-06-17,2011-24,55690014.03
2011-06-24,2011-25,56944163.99
2011-07-01,2011-26,56823408.6
2011-07-08,2011-27,55681961.18
2011-07-15,2011-28,55317384.43
2011-07-22,2011-29,54467313.75
2011-07-29,2011-30,53765085.23
2011-08-05,2011-31,54296321.78
2011-08-12,2011-32,55024228.73
2011-08-19,2011-33,55417936.14
2011-08-26,2011-34,56749572.61
2011-09-02,2011-35,56415175.76
2011-09-09,2011-36,55174074.96
2011-09-16,2011-37,55029061.45
2011-09-23,2011-38,55304522.5
2011-09-30,2011-39,55325597.56
2011-10-07,2011-40,55047911.94
2011-10-14,2011-41,55119255.54
2011-10-21,2011-42,54781609.46
2011-10-28,2011-43,53818673.4
2011-11-04,2011-44,53775743.68
2011-11-11,2011-45,53231974.56
2011-11-18,2011-46,52500683.89
2011-11-25,2011-47,51332492.2
2011-12-02,2011-48,52347532.9
2011-12-09,2011-49,52215248.37
2011-12-16,2011-50,52722155.19
2011-12-23,2011-51,52726203.18
2011-12-30,2011-52,51623948.48
2012-01-06,2012-1,50794510.39
2012-01-13,2012-2,50000176.01
2012-01-20,2012-3,49879999.33
2012-01-27,2012-4,51099588.26
2012-02-03,2012-5,51766289.6
2012-02-10,2012-6,52767313.41
2012-02-17,2012-7,52244863.79
2012-02-24,2012-8,52861052.1
2012-03-02,2012-9,50848528.54
2012-03-09,2012-10,51458089.16
2012-03-16,2012-11,51028945.41
2012-03-23,2012-12,51559438.38
2012-03-30,2012-13,51763606.12
2012-04-06,2012-14,51983077.91
2012-04-13,2012-15,52161244.24
2012-04-20,2012-16,52577473.44
2012-04-27,2012-17,51572488.74
2012-05-04,2012-18,51303283.56
2012-05-11,2012-19,51779655.29
2012-05-18,2012-20,51090591.14
2012-05-25,2012-21,50928892.26
2012-06-01,2012-22,50993100.39
2012-06-08,2012-23,50105856.29
2012-06-15,2012-24,49794758.2
2012-06-22,2012-25,49741843.69
2012-06-29,2012-26,47878522.04
2012-07-06,2012-27,48457047.67
2012-07-13,2012-28,47529447.01
2012-07-20,2012-29,46875426.0
2012-07-27,2012-30,46551028.15
2012-08-03,2012-31,45309560.38
2012-08-10,2012-32,44885726.33
2012-08-17,2012-33,43837923.37
2012-08-24,2012-34,43767683.1
2012-08-31,2012-35,43618586.05
2012-09-07,2012-36,43173218.5
2012-09-14,2012-37,44638469.65
2012-09-21,2012-38,45004884.3
2012-09-28,2012-39,46041878.41
2012-10-05,2012-40,46737787.21
2012-10-12,2012-41,46393378.26
2012-10-19,2012-42,46078200.29
2012-10-26,2012-43,45834002.6
2012-11-02,2012-44,44118449.12
2012-11-09,2012-45,44982116.6
2012-11-16,2012-46,45408381.95
2012-11-23,2012-47,46211294.84
2012-11-30,2012-48,46056500.07
2012-12-07,2012-49,46628475.92
2012-12-14,2012-50,45931561.99
2012-12-21,2012-51,46761045.74
2012-12-28,2012-52,47887071.67
2013-01-04,2013-1,46525884.38
2013-01-11,2013-2,46345241.31
2013-01-18,2013-3,46961411.12
2013-01-25,2013-4,48330745.42
2013-02-01,2013-5,49114629.68
2013-02-08,2013-6,49768502.84
2013-02-15,2013-7,50344573.69
2013-02-22,2013-8,51093198.28
2013-03-01,2013-9,51893417.5
2013-03-08,2013-10,52864509.94
2013-03-15,2013-11,52231677.48
2013-03-22,2013-12,53131891.06
2013-03-29,2013-13,51601119.35
2013-04-05,2013-14,51688980.14
2013-04-12,2013-15,52388946.54
2013-04-19,2013-16,52955511.26
2013-04-26,2013-17,53394424.8
2013-05-03,2013-18,52770553.63
2013-05-10,2013-19,53587115.86
2013-05-17,2013-20,54356595.26
2013-05-24,2013-21,55737349.59
2013-05-31,2013-22,57027615.42
2013-06-07,2013-23,57632895.37
2013-06-14,2013-24,57363043.93
2013-06-21,2013-25,58487095.78
2013-06-28,2013-26,57573070.78
2013-07-05,2013-27,56556814.28
2013-07-12,2013-28,56073132.48
2013-07-19,2013-29,55551369.87
2013-07-26,2013-30,55243781.85
2013-08-02,2013-31,55563019.73
2013-08-09,2013-32,55192226.56
2013-08-16,2013-33,54898012.98
2013-08-23,2013-34,54533757.56
2013-08-30,2013-35,53551515.89
2013-09-06,2013-36,52098182.7
2013-09-13,2013-37,51871259.16
2013-09-20,2013-38,51754006.74
2013-09-27,2013-39,52760653.48
2013-10-04,2013-40,52858498.43
2013-10-11,2013-41,53306615.31
2013-10-18,2013-42,
2013-10-25,2013-43,53596012.86
2013-11-01,2013-44,53320313.38
2013-11-08,2013-45,53304247.22
2013-11-15,2013-46,52615205.19
2013-11-22,2013-47,51867538.98
2013-11-29,2013-48,51354440.0
2013-12-06,2013-49,52369607.41
2013-12-13,2013-50,52143229.14
2013-12-20,2013-51,50799719.95
2013-12-27,2013-52,51116033.3
2014-01-03,2014-1,49051589.49
2014-01-10,2014-2,48356278.16
2014-01-17,2014-3,46992943.53
2014-01-24,2014-4,49315001.12
2014-01-31,2014-5,46223558.5
2014-02-07,2014-6,46611559.58
2014-02-14,2014-7,44604342.27
2014-02-21,2014-8,44430051.57
2014-02-28,2014-9,44187392.85
2014-03-07,2014-10,43069807.12
2014-03-14,2014-11,43490753.7
2014-03-21,2014-12,43528286.6
2014-03-28,2014-13,41493159.38
2014-04-04,2014-14,40301172.02
2014-04-11,2014-15,40648889.7
2014-04-18,2014-16,41687490.15
2014-04-25,2014-17,42138792.22
2014-05-02,2014-18,42914912.19
2014-05-09,2014-19,44088203.56
2014-05-16,2014-20,45450473.62
2014-05-23,2014-21,45504730.27
2014-05-30,2014-22,46136298.12
2014-06-06,2014-23,46950969.58
2014-06-13,2014-24,48427279.81
2014-06-20,2014-25,49626540.78
2014-06-27,2014-26,51419923.21
2014-07-04,2014-27,53251492.6
2014-07-11,2014-28,53740040.23
2014-07-18,2014-29,54928839.71
2014-07-25,2014-30,55262023.4
2014-08-01,2014-31,55635615.14
2014-08-08,2014-32,54334825.12
2014-08-15,2014-33,55532692.68
2014-08-22,2014-34,56581511.83
2014-08-29,2014-35,57012302.61
2014-09-05,2014-36,55677854.83
2014-09-12,2014-37,55946276.99
2014-09-19,2014-38,56049143.08
2014-09-26,2014-39,56420679.8
2014-10-03,2014-40,55403763.67
2014-10-10,2014-41,55426023.41
2014-10-17,2014-42,54959035.93
2014-10-24,2014-43,54298342.09
2014-10-31,2014-44,52244577.95
2014-11-07,2014-45,52146329.98
2014-11-14,2014-46,51182472.5
2014-11-21,2014-47,50940328.33
2014-11-28,2014-48,50856122.49
2014-12-05,2014-49,50294192.17
2014-12-12,2014-50,51047105.2
2014-12-19,2014-51,49246977.14
2014-12-26,2014-52,49202674.73
2015-01-02,2015-1,47652613.61
2015-01-09,2015-2,46947613.57
2015-01-16,2015-3,45803603.93
2015-01-23,2015-4,44928091.3
2015-01-30,2015-5,45406802.62
2015-02-06,2015-6,46147807.02
2015-02-13,2015-7,46569263.44
2015-02-20,2015-8,46059892.05
2015-02-27,2015-9,44564663.05
2015-03-06,2015-10,45001816.81
2015-03-13,2015-11,46209882.59
2015-03-20,2015-12,46130677.9
2015-03-27,2015-13,44712396.15
2015-04-03,2015-14,43164203.07
2015-04-10,2015-15,42310795.91
2015-04-17,2015-16,42635636.52
2015-04-24,2015-17,43075081.99
2015-05-01,2015-18,43506869.26
2015-05-08,2015-19,44188558.78
2015-05-15,2015-20,42925104.66
2015-05-22,2015-21,43584926.88
2015-05-29,2015-22,44549538.81
2015-06-05,2015-23,47106793.0
2015-06-12,2015-24,48636223.86
2015-06-19,2015-25,51477942.68
2015-06-26,2015-26,52899885.87
2015-07-03,2015-27,58006618.83
2015-07-10,2015-28,60506529.89
2015-07-17,2015-29,60547598.26
2015-07-24,2015-30,62674502.66
2015-07-31,2015-31,62778487.2
2015-08-07,2015-32,62642485.81
2015-08-14,2015-33,63504290.89
2015-08-21,2015-34,64563947.04
2015-08-28,2015-35,66105671.59
2015-09-04,2015-36,66145587.05
2015-09-11,2015-37,64808348.93
2015-09-18,2015-38,62577862.5
2015-09-25,2015-39,61939862.67
2015-10-02,2015-40,58268187.14
2015-10-09,2015-41,53888059.96
2015-10-16,2015-42,53141718.01
2015-10-23,2015-43,52988721.83
2015-10-30,2015-44,54345048.05
2015-11-06,2015-45,56037429.91
2015-11-13,2015-46,56290367.11
2015-11-20,2015-47,57092918.24
2015-11-27,2015-48,59407941.16
2015-12-04,2015-49,59932787.06
2015-12-11,2015-50,61399369.12
2015-12-18,2015-51,60607032.34
2015-12-25,2015-52,61342152.37
2016-01-01,2016-1,61952154.75
2016-01-08,2016-2,61184700.08
2016-01-15,2016-3,60892060.19
2016-01-22,2016-4,59671583.87
2016-01-29,2016-5,58982036.39
2016-02-05,2016-6,59411750.52
2016-02-12,2016-7,58931406.84
2016-02-19,2016-8,59156251.89
2016-02-26,2016-9,59934501.9
2016-03-04,2016-10,60398320.84
2016-03-11,2016-11,60948054.06
2016-03-18,2016-12,61209455.09
2016-03-25,2016-13,64225461.49
2016-04-01,2016-14,64470236.49
2016-04-08,2016-15,67088558.13
2016-04-15,2016-16,68247011.08
2016-04-22,2016-17,70097766.19
2016-04-29,2016-18,71074259.47
2016-05-06,2016-19,70202622.7
2016-05-13,2016-20,70432267.48
2016-05-20,2016-21,72864906.52
2016-05-27,2016-22,70332895.61
2016-06-03,2016-23,71590560.37
2016-06-10,2016-24,71556186.6
2016-06-17,2016-25,74352379.52
2016-06-24,2016-26,75386052.53
2016-07-01,2016-27,76546090.3
