Tarih,TP_KB_A05
2023-05-01,3008770.0
2023-06-01,3008770.0
2023-07-01,3008770.0
2023-08-01,3008770.0
2023-09-01,3008770.0
2023-10-01,3008770.0
2023-11-01,4259953.0
2023-12-01,1251184.0
2024-01-01,1251184.0
2024-02-01,1251184.0
2024-03-01,1251000.0
2024-04-01,4286247.0
2024-05-01,9860380.0
2024-06-01,21950610.0
2024-07-01,34812259.0
2024-08-01,34812259.0
2024-09-01,34812259.0
2024-10-01,47438267.0
2024-11-01,55517048.0
2024-12-01,66319984.0
2025-01-01,103014687.0
2025-02-01,129277273.0
2025-03-01,129277273.0
2025-04-01,104662000.0
2025-05-01,104661718.0
2025-06-01,121266016.0
2025-07-01,74764239.0
2025-08-01,125026388.0
