Tarih,TP_DOVVARNC_K14
2017-08-01,3087.0
2017-09-01,3999.0
2017-10-01,2321.0
2017-11-01,4232.0
2017-12-01,4069.0
2018-01-01,3464.0
2018-02-01,3171.0
2018-03-01,3971.0
2018-04-01,1159.0
2018-05-01,2699.0
2018-06-01,3250.0
2018-07-01,1683.0
2018-08-01,-806.0
2018-09-01,-3240.0
2018-10-01,-3554.0
2018-11-01,-2066.0
2018-12-01,-1825.0
2019-01-01,-997.0
2019-02-01,-1119.0
2019-03-01,-13055.0
2019-04-01,-14609.0
2019-05-01,-19429.0
2019-06-01,-17580.0
2019-07-01,-16528.0
2019-08-01,-16393.0
2019-09-01,-17272.0
2019-10-01,-17852.0
2019-11-01,-17653.0
2019-12-01,-18163.0
2020-01-01,-19009.0
2020-02-01,-25859.0
2020-03-01,-29680.0
2020-04-01,-35533.0
2020-05-01,-51862.0
2020-06-01,-54401.0
2020-07-01,-52992.0
2020-08-01,-58556.0
2020-09-01,-57852.0
2020-10-01,-61270.0
2020-11-01,-58067.0
2020-12-01,-56367.0
2021-01-01,-53423.0
2021-02-01,-52948.0
2021-03-01,-54916.0
2021-04-01,-55083.0
2021-05-01,-54031.0
2021-06-01,-59712.0
2021-07-01,-60489.0
2021-08-01,-61957.0
2021-09-01,-63316.0
2021-10-01,-63181.0
2021-11-01,-53501.0
2021-12-01,-58533.0
2022-01-01,-59339.0
2022-02-01,-57729.0
2022-03-01,-58373.0
2022-04-01,-61109.0
2022-05-01,-60735.0
2022-06-01,-59314.0
2022-07-01,-60927.0
2022-08-01,-61946.0
2022-09-01,-65624.0
2022-10-01,-69209.0
2022-11-01,-65392.0
2022-12-01,-67762.0
2023-01-01,-67160.0
2023-02-01,-59164.0
2023-03-01,-58098.0
2023-04-01,-55748.0
2023-05-01,-52628.0
2023-06-01,-57163.0
2023-07-01,-57336.0
2023-08-01,-69534.0
2023-09-01,-74286.0
2023-10-01,-78071.0
2023-11-01,-78933.0
2023-12-01,-69353.0
2024-01-01,-69675.0
2024-02-01,-63732.0
2024-03-01,-76652.0
2024-04-01,-57556.0
2024-05-01,-39287.0
2024-06-01,-24565.0
2024-07-01,-23112.0
2024-08-01,-22338.0
2024-09-01,-21242.0
2024-10-01,-16611.0
2024-11-01,-19815.0
2024-12-01,-22260.0
2025-01-01,-10211.0
2025-02-01,-10464.0
2025-03-01,-19531.0
2025-04-01,-19572.0
2025-05-01,-19620.0
2025-06-01,-19499.0
2025-07-01,-19617.0
2025-08-01,-19656.0
2025-09-01,-19667.0
