Tarih,TP_TG2_Y07
2016-01-01,110.4002702765
2016-02-01,109.1159269451
2016-03-01,109.3766101065
2016-04-01,111.7924118261
2016-05-01,111.2578379739
2016-06-01,111.6445991829
2016-07-01,109.2991108725
2016-08-01,109.8255739089
2016-09-01,115.1786149123
2016-10-01,112.7579273956
2016-11-01,112.7033220271
2016-12-01,110.5281627527
2017-01-01,110.4368813047
2017-02-01,105.9004435324
2017-03-01,105.6483475897
2017-04-01,105.1803303847
2017-05-01,109.8794498117
2017-06-01,109.7253200928
2017-07-01,110.5237526155
2017-08-01,111.6914574503
2017-09-01,114.3143546398
2017-10-01,111.6452995886
2017-11-01,111.0234551182
2017-12-01,109.7268790142
2018-01-01,108.9537267683
2018-02-01,109.7436016296
2018-03-01,109.1775800522
2018-04-01,112.5753831093
2018-05-01,112.147829803
2018-06-01,110.5050744595
2018-07-01,109.4864822724
2018-08-01,113.4530710808
2018-09-01,112.2531229792
2018-10-01,110.3578060844
2018-11-01,106.7911995239
2018-12-01,104.4836101535
2019-01-01,106.2825694728
2019-02-01,106.1612752002
2019-03-01,105.2276030015
2019-04-01,105.1487381376
2019-05-01,103.7431666105
2019-06-01,108.022677973
2019-07-01,105.0999322447
2019-08-01,106.5290287348
2019-09-01,109.0546468695
2019-10-01,105.6111992759
2019-11-01,106.7096627319
2019-12-01,107.2877100172
2020-01-01,105.8533210844
2020-02-01,103.3713117101
2020-03-01,102.6022278296
2020-04-01,95.4918322311
2020-05-01,97.6447733967
2020-06-01,99.3943440967
2020-07-01,100.1827426123
2020-08-01,99.2916163273
2020-09-01,100.3745887271
2020-10-01,105.6556959948
2020-11-01,105.6865680372
2020-12-01,100.2863057351
2021-01-01,103.646128317
2021-02-01,103.259664231
2021-03-01,107.153951043
2021-04-01,103.2209941054
2021-05-01,101.3706988608
2021-06-01,105.9844785556
2021-07-01,105.3163127961
2021-08-01,106.1173519336
2021-09-01,111.0066243667
2021-10-01,108.9970647665
2021-11-01,102.8976875496
2021-12-01,100.4507640621
2022-01-01,101.3943513395
2022-02-01,98.3782582907
2022-03-01,99.6541228417
2022-04-01,99.37
2022-05-01,99.07
2022-06-01,96.44
2022-07-01,97.26
2022-08-01,98.75
2022-09-01,101.25
2022-10-01,103.36
2022-11-01,100.0
2022-12-01,100.67
2023-01-01,102.28
2023-02-01,103.52
2023-03-01,101.15
2023-04-01,106.33
2023-05-01,108.68
2023-06-01,103.49
2023-07-01,104.71
2023-08-01,97.02
2023-09-01,105.17
2023-10-01,107.1
2023-11-01,102.53
2023-12-01,106.99
2024-01-01,106.4742642223
2024-02-01,108.0871482128
2024-03-01,109.1249705542
2024-04-01,106.9591194272
2024-05-01,105.3488575162
2024-06-01,105.5983892126
2024-07-01,106.1733271705
2024-08-01,106.0781696785
2024-09-01,110.2903876953
2024-10-01,111.4610779631
2024-11-01,107.7463528846
2024-12-01,112.912969242
2025-01-01,108.4484979159
2025-02-01,108.7259547376
2025-03-01,108.8414860631
2025-04-01,107.2719003782
2025-05-01,111.4859209286
2025-06-01,110.6646132318
2025-07-01,110.607782151
2025-08-01,112.5590832429
2025-09-01,115.2561776925
