Tarih,TP_TG2_Y07
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,102.5660168791
2012-02-01,105.5196958751
2012-03-01,107.1728921629
2012-04-01,103.6141876258
2012-05-01,106.5545912563
2012-06-01,107.2793781929
2012-07-01,105.6035739623
2012-08-01,106.786084138
2012-09-01,112.0800083796
2012-10-01,109.8681660201
2012-11-01,110.6044641761
2012-12-01,107.262670788
2013-01-01,104.2547944926
2013-02-01,104.003
2013-03-01,105.763
2013-04-01,109.1024197223
2013-05-01,110.853
2013-06-01,111.701
2013-07-01,112.757
2013-08-01,111.845
2013-09-01,115.418
2013-10-01,115.752
2013-11-01,113.656
2013-12-01,111.212
2014-01-01,109.5083309209
2014-02-01,106.3883565964
2014-03-01,109.1962320823
2014-04-01,111.2220922194
2014-05-01,113.2630408112
2014-06-01,111.012840822
2014-07-01,111.4125796336
2014-08-01,109.8559876862
2014-09-01,117.3494024736
2014-10-01,113.2046247003
2014-11-01,112.9094579612
2014-12-01,111.6457082906
2015-01-01,110.9298045018
2015-02-01,107.5835760087
2015-03-01,105.4506918635
2015-04-01,109.9968270929
2015-05-01,108.9669878614
2015-06-01,112.6185529006
2015-07-01,110.2244494804
2015-08-01,107.8102075046
2015-09-01,112.5951497828
2015-10-01,113.9117556066
2015-11-01,111.2748254547
2015-12-01,112.0164286426
