Tarih,TP_TG2_Y13
2016-01-01,33.1603437702
2016-02-01,33.4447068618
2016-03-01,31.7333621876
2016-04-01,34.4434785225
2016-05-01,33.3358961208
2016-06-01,35.6645012801
2016-07-01,34.5913110896
2016-08-01,33.808937042
2016-09-01,34.9122356574
2016-10-01,34.1217487198
2016-11-01,30.3179322167
2016-12-01,28.9873690033
2017-01-01,31.8138701423
2017-02-01,33.4318439692
2017-03-01,32.1549007832
2017-04-01,36.3879495881
2017-05-01,34.9774248967
2017-06-01,29.5745415792
2017-07-01,33.5310789141
2017-08-01,31.672472589
2017-09-01,32.6464222154
2017-10-01,31.7639429317
2017-11-01,30.4951260759
2017-12-01,33.7792987271
2018-01-01,36.7092886274
2018-02-01,36.1040898343
2018-03-01,35.791442018
2018-04-01,38.4982667009
2018-05-01,37.0585549259
2018-06-01,35.6352547335
2018-07-01,36.7915036834
2018-08-01,37.2485726881
2018-09-01,33.0924750159
2018-10-01,32.4532543273
2018-11-01,37.095240706
2018-12-01,33.8409531437
2019-01-01,34.3894381441
2019-02-01,37.4177706225
2019-03-01,34.7702063436
2019-04-01,32.9863438661
2019-05-01,35.307496739
2019-06-01,36.4765734362
2019-07-01,33.0611614498
2019-08-01,35.0157059617
2019-09-01,38.5143897438
2019-10-01,36.8324926382
2019-11-01,35.2783972308
2019-12-01,35.9081597754
2020-01-01,37.5756572891
2020-02-01,39.1034847192
2020-03-01,37.6764888081
2020-04-01,42.4827071638
2020-05-01,43.7599779197
2020-06-01,38.0652334493
2020-07-01,39.0810322676
2020-08-01,37.3115222366
2020-09-01,39.5370824544
2020-10-01,44.8302678115
2020-11-01,48.7668579876
2020-12-01,50.9061812241
2021-01-01,51.8858629608
2021-02-01,50.4763060884
2021-03-01,51.1080010753
2021-04-01,48.1309098891
2021-05-01,49.2682777759
2021-06-01,50.8686166847
2021-07-01,48.9722346644
2021-08-01,51.3991685996
2021-09-01,53.3521241999
2021-10-01,52.2445047542
2021-11-01,47.3603758198
2021-12-01,50.132277676
2022-01-01,48.543239368
2022-02-01,52.6100053279
2022-03-01,52.8358105252
2022-04-01,50.07
2022-05-01,54.07
2022-06-01,57.76
2022-07-01,53.65
2022-08-01,50.16
2022-09-01,51.63
2022-10-01,52.73
2022-11-01,49.6
2022-12-01,52.08
2023-01-01,50.48
2023-02-01,53.01
2023-03-01,52.11
2023-04-01,52.18
2023-05-01,54.11
2023-06-01,52.09
2023-07-01,55.71
2023-08-01,54.73
2023-09-01,52.92
2023-10-01,54.59
2023-11-01,52.93
2023-12-01,52.08
2024-01-01,54.0668929354
2024-02-01,51.2781139339
2024-03-01,52.7982232693
2024-04-01,51.602607444
2024-05-01,52.2486097495
2024-06-01,52.2702873644
2024-07-01,58.2007434604
2024-08-01,56.6292095228
2024-09-01,56.9320143248
2024-10-01,58.012129053
2024-11-01,60.7443963312
2024-12-01,60.2012814421
2025-01-01,61.1348101804
2025-02-01,64.5905885269
2025-03-01,62.4276241436
2025-04-01,62.5054058752
2025-05-01,62.9830549934
2025-06-01,61.7759389627
2025-07-01,62.1001506322
2025-08-01,66.566427124
2025-09-01,63.4620671058
