Tarih,TP_TG2_Y09
2016-01-01,95.5507168056
2016-02-01,96.2142142015
2016-03-01,96.4441388362
2016-04-01,98.7356992483
2016-05-01,97.5752977691
2016-06-01,97.9844888337
2016-07-01,96.6849011893
2016-08-01,96.4521888702
2016-09-01,97.9137311598
2016-10-01,97.7595644079
2016-11-01,96.9835140289
2016-12-01,94.8778313379
2017-01-01,95.1902273515
2017-02-01,96.3748358095
2017-03-01,97.2139690636
2017-04-01,97.1576762217
2017-05-01,98.6929944346
2017-06-01,98.2359361864
2017-07-01,98.3515384694
2017-08-01,97.9960852041
2017-09-01,98.0572595885
2017-10-01,97.844956774
2017-11-01,96.6267904004
2017-12-01,97.068729761
2018-01-01,99.158048658
2018-02-01,100.0624686878
2018-03-01,98.8532842546
2018-04-01,99.4717950078
2018-05-01,99.3391664045
2018-06-01,98.9651054563
2018-07-01,98.6016314793
2018-08-01,99.7084470996
2018-09-01,96.4108928103
2018-10-01,95.5422971963
2018-11-01,96.3606392795
2018-12-01,96.0631044466
2019-01-01,97.0264821154
2019-02-01,96.2569147304
2019-03-01,98.2260602711
2019-04-01,97.1674631894
2019-05-01,94.4623578891
2019-06-01,97.3401028797
2019-07-01,96.8752437374
2019-08-01,94.8835699834
2019-09-01,95.625244954
2019-10-01,95.921424096
2019-11-01,95.5019260594
2019-12-01,94.8161099349
2020-01-01,95.8081982103
2020-02-01,93.5740791723
2020-03-01,94.8486668339
2020-04-01,91.2481473985
2020-05-01,92.8786274544
2020-06-01,93.2070340465
2020-07-01,93.5992756659
2020-08-01,92.6081127195
2020-09-01,93.7737952022
2020-10-01,97.3930310014
2020-11-01,96.1990876771
2020-12-01,92.5680926924
2021-01-01,97.3218827783
2021-02-01,95.4751537654
2021-03-01,97.3639580602
2021-04-01,92.8154616621
2021-05-01,92.1539007396
2021-06-01,96.9373110531
2021-07-01,97.0024701077
2021-08-01,97.7176208528
2021-09-01,97.7066387353
2021-10-01,96.6361477524
2021-11-01,91.3697253845
2021-12-01,89.6372376049
2022-01-01,90.9164931048
2022-02-01,89.375308547
2022-03-01,93.3180037448
2022-04-01,88.8
2022-05-01,89.04
2022-06-01,87.45
2022-07-01,87.65
2022-08-01,89.79
2022-09-01,90.99
2022-10-01,93.05
2022-11-01,91.89
2022-12-01,92.57
2023-01-01,92.23
2023-02-01,94.5
2023-03-01,91.96
2023-04-01,96.08
2023-05-01,99.08
2023-06-01,92.99
2023-07-01,94.41
2023-08-01,89.03
2023-09-01,92.74
2023-10-01,93.24
2023-11-01,92.64
2023-12-01,94.46
2024-01-01,97.8671522861
2024-02-01,97.5253420366
2024-03-01,97.0252511144
2024-04-01,95.8343942086
2024-05-01,95.5940316634
2024-06-01,94.0498607746
2024-07-01,96.498011015
2024-08-01,94.2690960518
2024-09-01,96.1678336406
2024-10-01,100.103060881
2024-11-01,98.5570359734
2024-12-01,102.6139195854
2025-01-01,99.3886247255
2025-02-01,100.3420338169
2025-03-01,103.1554546842
2025-04-01,99.2739701348
2025-05-01,102.5049584601
2025-06-01,102.6371134173
2025-07-01,102.2805409908
2025-08-01,104.7864210419
2025-09-01,105.7402446141
