Tarih,TP_TG2_Y01
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,92.4993050128
2012-02-01,93.8005172448
2012-03-01,93.1860202644
2012-04-01,88.7076077583
2012-05-01,91.9347368841
2012-06-01,91.4170178208
2012-07-01,92.4964402561
2012-08-01,90.2824772813
2012-09-01,89.0188295567
2012-10-01,84.8656003564
2012-11-01,89.8836196542
2012-12-01,89.0682206284
2013-01-01,91.5170965669
2013-02-01,91.75975
2013-03-01,92.0565
2013-04-01,92.7069878722
2013-05-01,95.526
2013-06-01,94.69725
2013-07-01,96.538
2013-08-01,95.28775
2013-09-01,91.4275
2013-10-01,93.339
2013-11-01,96.7755
2013-12-01,94.15975
2014-01-01,91.5385261126
2014-02-01,89.2145317506
2014-03-01,92.42525093
2014-04-01,97.3698731496
2014-05-01,95.1107480488
2014-06-01,93.4990330599
2014-07-01,93.7254187656
2014-08-01,93.6484471034
2014-09-01,94.0186097839
2014-10-01,91.4270608839
2014-11-01,90.8737896927
2014-12-01,90.1542024733
2015-01-01,89.3478194583
2015-02-01,88.7951256699
2015-03-01,86.4897382809
2015-04-01,87.4218561973
2015-05-01,86.7994300476
2015-06-01,89.6266402135
2015-07-01,88.2377712273
2015-08-01,85.1958354076
2015-09-01,82.1539159775
2015-10-01,86.0361933893
2015-11-01,95.1538596675
