Tarih,TP_TG2_Y14
2016-01-01,68.855048958
2016-02-01,64.4152269158
2016-03-01,66.9181308179
2016-04-01,72.7837457263
2016-05-01,76.7784697771
2016-06-01,78.9604643444
2016-07-01,75.0423504485
2016-08-01,75.7015912691
2016-09-01,78.4587985911
2016-10-01,79.8892372206
2016-11-01,80.42541639
2016-12-01,74.9632845333
2017-01-01,64.8120989412
2017-02-01,64.3369568763
2017-03-01,68.212563775
2017-04-01,66.9807657807
2017-05-01,63.0680127492
2017-06-01,68.5787517311
2017-07-01,70.8490837992
2017-08-01,69.4239506942
2017-09-01,72.1960098382
2017-10-01,68.453861412
2017-11-01,62.3629780851
2017-12-01,62.4406593706
2018-01-01,58.8415046135
2018-02-01,62.3126133279
2018-03-01,62.3951036258
2018-04-01,57.7322330927
2018-05-01,57.8046136238
2018-06-01,62.6705602059
2018-07-01,57.2784069341
2018-08-01,51.2653597849
2018-09-01,45.8682399844
2018-10-01,40.6858482066
2018-11-01,41.2663921016
2018-12-01,40.2278170025
2019-01-01,39.462088116
2019-02-01,32.9562927898
2019-03-01,34.6833429621
2019-04-01,32.2045871384
2019-05-01,31.874334594
2019-06-01,34.0411628219
2019-07-01,38.8028404168
2019-08-01,41.9950659091
2019-09-01,42.019396201
2019-10-01,41.1623121064
2019-11-01,43.4677607613
2019-12-01,43.0457441983
2020-01-01,39.5051682623
2020-02-01,40.7563839986
2020-03-01,39.7219035134
2020-04-01,47.5699569179
2020-05-01,45.9612435582
2020-06-01,45.1190899053
2020-07-01,44.0332401581
2020-08-01,41.1501117402
2020-09-01,40.683923881
2020-10-01,37.2529128235
2020-11-01,31.428248251
2020-12-01,30.1368962491
2021-01-01,26.6212462696
2021-02-01,23.010759362
2021-03-01,23.9575503179
2021-04-01,23.7232236936
2021-05-01,25.3748168026
2021-06-01,25.2655302775
2021-07-01,23.9428500494
2021-08-01,24.0862516894
2021-09-01,24.2418940137
2021-10-01,20.9231965652
2021-11-01,18.478136854
2021-12-01,16.5551080754
2022-01-01,14.7376076067
2022-02-01,14.8178179116
2022-03-01,17.4232025209
2022-04-01,15.38
2022-05-01,13.11
2022-06-01,13.43
2022-07-01,15.38
2022-08-01,14.52
2022-09-01,15.99
2022-10-01,18.05
2022-11-01,16.16
2022-12-01,15.16
2023-01-01,16.24
2023-02-01,17.16
2023-03-01,18.65
2023-04-01,21.23
2023-05-01,22.2
2023-06-01,22.05
2023-07-01,20.64
2023-08-01,16.56
2023-09-01,15.27
2023-10-01,16.68
2023-11-01,19.02
2023-12-01,18.33
2024-01-01,17.7597444974
2024-02-01,17.7144415165
2024-03-01,16.5569497514
2024-04-01,15.4785011812
2024-05-01,17.3988369293
2024-06-01,18.3533920411
2024-07-01,19.28423667
2024-08-01,18.2148751569
2024-09-01,22.1767890115
2024-10-01,21.9087588626
2024-11-01,21.3974571396
2024-12-01,22.5481025549
2025-01-01,23.3547281881
2025-02-01,25.10946528
2025-03-01,26.7786656079
2025-04-01,24.9031577939
2025-05-01,26.7033671995
2025-06-01,29.1905641407
2025-07-01,29.9220610053
2025-08-01,28.1578110365
2025-09-01,27.5332080018
