Tarih,TP_TG2_Y14
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,78.966582633
2012-02-01,83.2419980016
2012-03-01,81.9061705161
2012-04-01,70.2209853273
2012-05-01,76.2362172963
2012-06-01,82.9990765454
2012-07-01,87.848200101
2012-08-01,89.1117861123
2012-09-01,81.2483156178
2012-10-01,72.1989077059
2012-11-01,74.0781598697
2012-12-01,78.7335466448
2013-01-01,75.2207205157
2013-02-01,77.462
2013-03-01,78.108
2013-04-01,78.5250176956
2013-05-01,81.474
2013-06-01,86.449
2013-07-01,83.081
2013-08-01,84.031
2013-09-01,77.735
2013-10-01,79.117
2013-11-01,79.826
2013-12-01,79.106
2014-01-01,66.2652985922
2014-02-01,61.2801629465
2014-03-01,66.6865432047
2014-04-01,74.1823604956
2014-05-01,72.8408471999
2014-06-01,74.4463578106
2014-07-01,73.0437741601
2014-08-01,70.7799466395
2014-09-01,69.1245888551
2014-10-01,69.8102066476
2014-11-01,70.4058215699
2014-12-01,70.6774191784
2015-01-01,70.4217633279
2015-02-01,66.7085550266
2015-03-01,64.1548775029
2015-04-01,63.7996140179
2015-05-01,59.6089600723
2015-06-01,70.3194653512
2015-07-01,71.6479552298
2015-08-01,69.5916696178
2015-09-01,66.359693473
2015-10-01,65.0852078807
2015-11-01,73.4422444627
2015-12-01,76.0103491082
